Norway, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 19/04/2023
Year    Age        Total
2004     22      1617.40
2004     23      1859.45
2004     24      2342.57
2004     25      2776.68
2004     26      3145.78
2004     27      3679.91
2004     28      4088.00
2004     29      4377.07
2004     30      4599.13
2004     31      4388.08
2004     32      4135.01
2004     33      3624.89
2004     34      3165.77
2004     35      2696.67
2004     36      2108.52
2004     37      1559.38
2004     38      1232.30
2004     39       884.22
2004     40       562.14
2004     41       325.08
2004     42       213.05
2004     43       118.03
2004     44        52.01
2004     45        26.00
2004     46        12.00
2004     47        11.00
2004     48         2.00
2004     49         0.00
2004     50         0.00
2004     51         0.00
2004     52         0.00
2004     53         0.00
2004     54         0.00
2004     55+        0.00
2005     12-        0.00
2005     13         0.00
2005     14         1.00
2005     15         8.00
2005     16        57.02
2005     17       152.06
2005     18       307.12
2005     19       628.24
2005     20       942.36
2005     21      1234.48
2005     22      1473.57
2005     23      1944.75
2005     24      2327.90
2005     25      2757.07
2005     26      3236.26
2005     27      3651.42
2005     28      3968.54
2005     29      4253.64
2005     30      4337.68
2005     31      4458.73
2005     32      4205.63
2005     33      3706.43
2005     34      3153.22
2005     35      2590.01
2005     36      2171.84
2005     37      1626.63
2005     38      1212.47
2005     39       886.35
2005     40       590.23
2005     41       406.16
2005     42       226.09
2005     43       130.05
2005     44        52.02
2005     45        34.02
2005     46        12.00
2005     47         9.00
2005     48         2.00
2005     49         1.00
2005     50         0.46
2005     51         0.27
2005     52         0.16
2005     53         0.08
2005     54         0.03
2005     55+        0.00
2006     12-        0.00
2006     13         0.00
2006     14         3.00
2006     15         9.00
2006     16        55.02
2006     17       163.06
2006     18       380.13
2006     19       683.24
2006     20      1006.36
2006     21      1182.42
2006     22      1592.58
2006     23      1893.68
2006     24      2518.91
2006     25      2830.02
2006     26      3349.20
2006     27      3765.35
2006     28      4021.44
2006     29      4250.53
2006     30      4353.56
2006     31      4375.57
2006     32      4240.52
2006     33      3830.37
2006     34      3367.21
2006     35      2741.98
2006     36      2297.82
2006     37      1841.66
2006     38      1319.47
2006     39       932.33
2006     40       646.24
2006     41       373.13
2006     42       262.10
2006     43       118.05
2006     44        79.02
2006     45        29.01
2006     46        17.00
2006     47        10.00
2006     48         1.00
2006     49         3.00
2006     50         1.03
2006     51         0.53
2006     52         0.28
2006     53         0.13
2006     54         0.04
2006     55+        0.00
2007     12-        0.00
2007     13         1.00
2007     14         3.00
2007     15        14.00
2007     16        53.02
2007     17       205.07
2007     18       384.12
2007     19       725.24
2007     20      1037.34
2007     21      1330.44
2007     22      1613.52
2007     23      1993.65
2007     24      2359.77
2007     25      2853.93
2007     26      3271.06
2007     27      3648.19
2007     28      4003.30
2007     29      3949.28
2007     30      4256.38
2007     31      4204.36
2007     32      4190.36
2007     33      3815.24
2007     34      3267.06
2007     35      3000.97
2007     36      2340.76
2007     37      1779.58
2007     38      1447.47
2007     39      1010.33
2007     40       698.22
2007     41       464.15
2007     42       253.08
2007     43       145.05
2007     44        78.02
2007     45        39.01
2007     46        15.00
2007     47         6.00
2007     48         2.00
2007     49         0.00
2007     50         0.00
2007     51         0.00
2007     52         0.00
2007     53         0.00
2007     54         0.00
2007     55+        0.00
2008     12-        0.00
2008     13         1.00
2008     14         3.00
2008     15        13.00
2008     16        62.03
2008     17       201.11
2008     18       403.23
2008     19       756.43
2008     20      1049.59
2008     21      1379.77
2008     22      1776.00
2008     23      2101.18
2008     24      2491.40
2008     25      2979.68
2008     26      3561.00
2008     27      3828.15
2008     28      4013.26
2008     29      4376.46
2008     30      4323.43
2008     31      4202.36
2008     32      4077.29
2008     33      3756.11
2008     34      3445.93
2008     35      2963.66
2008     36      2459.39
2008     37      1895.07
2008     38      1480.83
2008     39      1129.64
2008     40       709.40
2008     41       492.27
2008     42       260.15
2008     43       159.08
2008     44        76.05
2008     45        37.02
2008     46        21.01
2008     47         6.00
2008     48         3.00
2008     49         1.00
2008     50         0.84
2008     51         0.59
2008     52         0.35
2008     53         0.17
2008     54         0.05
2008     55+        0.00
2009     12-        0.00
2009     13         0.00
2009     14         1.00
2009     15         1.00
2009     16        61.04
2009     17       179.12
2009     18       424.28
2009     19       802.52
2009     20      1129.73
2009     21      1455.94
2009     22      1779.16
2009     23      2165.40
2009     24      2507.62
2009     25      3035.96
2009     26      3397.20
2009     27      3999.59
2009     28      4307.79
2009     29      4498.92
2009     30      4408.85
2009     31      4240.74
2009     32      4004.59
2009     33      3728.42
2009     34      3538.29
2009     35      3030.96
2009     36      2455.59
2009     37      2066.34
2009     38      1569.02
2009     39      1138.73
2009     40       779.50
2009     41       481.31
2009     42       282.18
2009     43       164.11
2009     44        92.06
2009     45        42.02
2009     46        23.02
2009     47         6.00
2009     48         5.00
2009     49         2.00
2009     50         0.95
2009     51         0.55
2009     52         0.30
2009     53         0.15
2009     54         0.04
2009     55+        0.00
2010     12-        0.00
2010     13         0.00
2010     14         3.00
2010     15        13.00
2010     16        51.00
2010     17       179.01
2010     18       356.02
2010     19       720.03
2010     20      1078.06
2010     21      1513.08
2010     22      1831.09
2010     23      2096.10
2010     24      2528.12
2010     25      3086.15
2010     26      3487.17
2010     27      3822.19
2010     28      4164.20
2010     29      4382.22
2010     30      4486.21
2010     31      4449.21
2010     32      4053.19
2010     33      3728.18
2010     34      3309.16
2010     35      2939.15
2010     36      2399.11
2010     37      2021.09
2010     38      1547.07
2010     39      1169.06
2010     40       807.04
2010     41       532.02
2010     42       323.02
2010     43       170.01
2010     44        97.00
2010     45        59.00
2010     46        24.00
2010     47        10.00
2010     48         2.00
2010     49         2.00
2010     50         1.80
2010     51         1.22
2010     52         0.63
2010     53         0.28
2010     54         0.08
2010     55+        0.00
2011     12-        0.00
2011     13         0.00
2011     14         2.00
2011     15         9.00
2011     16        43.00
2011     17       134.00
2011     18       309.02
2011     19       619.03
2011     20       996.05
2011     21      1325.07
2011     22      1628.08
2011     23      2162.11
2011     24      2551.13
2011     25      2945.15
2011     26      3433.17
2011     27      3863.19
2011     28      4159.21
2011     29      4440.22
2011     30      4434.22
2011     31      4274.21
2011     32      4050.20
2011     33      3625.18
2011     34      3187.16
2011     35      2881.14
2011     36      2446.12
2011     37      1996.10
2011     38      1492.07
2011     39      1149.06
2011     40       801.04
2011     41       523.02
2011     42       342.02
2011     43       192.01
2011     44       111.00
2011     45        41.00
2011     46        31.00
2011     47        11.00
2011     48         6.00
2011     49         4.00
2011     50         1.55
2011     51         0.81
2011     52         0.40
2011     53         0.18
2011     54         0.05
2011     55+        0.00
2012     12-        0.00
2012     13         1.00
2012     14         1.00
2012     15         7.00
2012     16        41.00
2012     17       129.02
2012     18       259.03
2012     19       515.06
2012     20       874.10
2012     21      1347.15
2012     22      1635.19
2012     23      2151.25
2012     24      2618.30
2012     25      3025.35
2012     26      3493.41
2012     27      3833.45
2012     28      4198.49
2012     29      4325.50
2012     30      4517.53
2012     31      4406.51
2012     32      4046.47
2012     33      3667.43
2012     34      3252.38
2012     35      2786.32
2012     36      2328.27
2012     37      1995.23
2012     38      1559.18
2012     39      1200.14
2012     40       805.09
2012     41       517.06
2012     42       311.04
2012     43       190.02
2012     44       105.02
2012     45        46.00
2012     46        25.00
2012     47        18.00
2012     48        13.00
2012     49         5.00
2012     50         2.63
2012     51         1.39
2012     52         0.64
2012     53         0.26
2012     54         0.08
2012     55+        0.00
2013     12-        0.00
2013     13         0.00
2013     14         1.00
2013     15        14.00
2013     16        38.00
2013     17       120.00
2013     18       253.00
2013     19       466.00
2013     20       804.00
2013     21      1161.00
2013     22      1585.00
2013     23      2009.00
2013     24      2480.00
2013     25      2983.00
2013     26      3362.00
2013     27      3822.00
2013     28      4199.00
2013     29      4417.00
2013     30      4453.00
2013     31      4309.00
2013     32      4092.00
2013     33      3629.00
2013     34      3274.00
2013     35      2670.00
2013     36      2211.00
2013     37      1843.00
2013     38      1564.00
2013     39      1203.00
2013     40       786.00
2013     41       521.00
2013     42       325.00
2013     43       205.00
2013     44       113.00
2013     45        48.00
2013     46        18.00
2013     47         4.00
2013     48         4.00
2013     49         6.00
2013     50         1.66
2013     51         0.77
2013     52         0.36
2013     53         0.16
2013     54         0.05
2013     55+        0.00
2014     12-        0.00
2014     13         0.00
2014     14         1.00
2014     15         7.00
2014     16        24.00
2014     17       125.00
2014     18       214.00
2014     19       427.00
2014     20       719.00
2014     21      1066.00
2014     22      1389.00
2014     23      1873.00
2014     24      2452.00
2014     25      3019.00
2014     26      3456.00
2014     27      3883.00
2014     28      4051.00
2014     29      4452.00
2014     30      4497.00
2014     31      4399.00
2014     32      4156.00
2014     33      3760.00
2014     34      3270.00
2014     35      2851.00
2014     36      2268.00
2014     37      1934.00
2014     38      1448.00
2014     39      1188.00
2014     40       829.00
2014     41       551.00
2014     42       355.00
2014     43       183.00
2014     44       106.00
2014     45        59.00
2014     46        33.00
2014     47        13.00
2014     48        16.00
2014     49         6.00
2014     50         2.20
2014     51         1.06
2014     52         0.47
2014     53         0.20
2014     54         0.05
2014     55+        0.00
2015     12-        0.00
2015     13         0.00
2015     14         0.00
2015     15        11.00
2015     16        20.00
2015     17        86.00
2015     18       199.00
2015     19       415.00
2015     20       668.00
2015     21       982.00
2015     22      1279.00
2015     23      1718.00
2015     24      2418.00
2015     25      3031.00
2015     26      3500.00
2015     27      3922.00
2015     28      4236.00
2015     29      4608.00
2015     30      4414.00
2015     31      4389.00
2015     32      4084.00
2015     33      3736.00
2015     34      3249.00
2015     35      2872.00
2015     36      2493.00
2015     37      1952.00
2015     38      1457.00
2015     39      1171.00
2015     40       843.00
2015     41       512.00
2015     42       346.00
2015     43       199.00
2015     44       101.00
2015     45        53.00
2015     46        41.00
2015     47        23.00
2015     48        14.00
2015     49         7.00
2015     50         4.86
2015     51         2.60
2015     52         1.06
2015     53         0.37
2015     54         0.09
2015     55+        0.00
2016     12-        0.00
2016     13         0.00
2016     14         0.00
2016     15         8.00
2016     16        20.00
2016     17        74.00
2016     18       175.00
2016     19       337.00
2016     20       606.00
2016     21       892.00
2016     22      1266.00
2016     23      1635.00
2016     24      2157.00
2016     25      2815.00
2016     26      3473.00
2016     27      3950.00
2016     28      4373.00
2016     29      4627.00
2016     30      4605.00
2016     31      4618.00
2016     32      4189.00
2016     33      3680.00
2016     34      3325.00
2016     35      2892.00
2016     36      2378.00
2016     37      2015.00
2016     38      1476.00
2016     39      1079.00
2016     40       791.00
2016     41       606.00
2016     42       375.00
2016     43       198.00
2016     44       106.00
2016     45        78.00
2016     46        26.00
2016     47        15.00
2016     48         8.00
2016     49         6.00
2016     50         7.95
2016     51         5.32
2016     52         2.00
2016     53         0.60
2016     54         0.13
2016     55+        0.00
2017     12-        0.00
2017     13         0.00
2017     14         0.00
2017     15         4.00
2017     16        15.00
2017     17        51.00
2017     18       137.00
2017     19       260.00
2017     20       540.00
2017     21       739.00
2017     22      1073.00
2017     23      1466.00
2017     24      1920.00
2017     25      2617.00
2017     26      3391.00
2017     27      3821.00
2017     28      4196.00
2017     29      4661.00
2017     30      4615.00
2017     31      4402.00
2017     32      3994.00
2017     33      3740.00
2017     34      3305.00
2017     35      2854.00
2017     36      2277.00
2017     37      1821.00
2017     38      1435.00
2017     39      1128.00
2017     40       805.00
2017     41       577.00
2017     42       315.00
2017     43       217.00
2017     44       111.00
2017     45        59.00
2017     46        37.00
2017     47        19.00
2017     48         9.00
2017     49         9.00
2017     50         7.07
2017     51         3.88
2017     52         1.48
2017     53         0.47
2017     54         0.11
2017     55+        0.00
2018     12-        0.00
2018     13         0.00
2018     14         0.00
2018     15         3.00
2018     16        12.00
2018     17        36.00
2018     18       106.00
2018     19       239.00
2018     20       403.00
2018     21       719.00
2018     22      1007.00
2018     23      1451.00
2018     24      1791.00
2018     25      2452.00
2018     26      2981.00
2018     27      3692.00
2018     28      4169.00
2018     29      4426.00
2018     30      4585.00
2018     31      4503.00
2018     32      4090.00
2018     33      3804.00
2018     34      3210.00
2018     35      2656.00
2018     36      2299.00
2018     37      1890.00
2018     38      1445.00
2018     39      1105.00
2018     40       748.00
2018     41       510.00
2018     42       306.00
2018     43       211.00
2018     44       107.00
2018     45        73.00
2018     46        40.00
2018     47        18.00
2018     48        10.00
2018     49         6.00
2018     50         8.40
2018     51         5.68
2018     52         2.15
2018     53         0.63
2018     54         0.13
2018     55+        0.00
2019     12-        0.00
2019     13         0.00
2019     14         0.00
2019     15         5.00
2019     16        10.00
2019     17        36.00
2019     18        94.00
2019     19       205.00
2019     20       348.00
2019     21       566.00
2019     22       876.00
2019     23      1260.00
2019     24      1688.00
2019     25      2246.00
2019     26      2789.00
2019     27      3367.00
2019     28      4103.00
2019     29      4494.00
2019     30      4557.00
2019     31      4600.00
2019     32      4250.00
2019     33      3726.00
2019     34      3325.00
2019     35      2827.00
2019     36      2374.00
2019     37      1913.00
2019     38      1474.00
2019     39      1160.00
2019     40       821.00
2019     41       564.00
2019     42       336.00
2019     43       196.00
2019     44       113.00
2019     45        69.00
2019     46        42.00
2019     47        19.00
2019     48        13.00
2019     49        14.00
2019     50         8.81
2019     51         4.15
2019     52         1.47
2019     53         0.46
2019     54         0.11
2019     55+        0.00
2020     12-        0.00
2020     13         0.00
2020     14         0.00
2020     15         0.00
2020     16         7.00
2020     17        30.00
2020     18        64.00
2020     19       155.00
2020     20       291.00
2020     21       507.00
2020     22       693.00
2020     23      1136.00
2020     24      1549.00
2020     25      2120.00
2020     26      2761.00
2020     27      3263.00
2020     28      3800.00
2020     29      4287.00
2020     30      4595.00
2020     31      4415.00
2020     32      4286.00
2020     33      3790.00
2020     34      3347.00
2020     35      2862.00
2020     36      2469.00
2020     37      1856.00
2020     38      1433.00
2020     39      1123.00
2020     40       808.00
2020     41       552.00
2020     42       330.00
2020     43       197.00
2020     44       102.00
2020     45        72.00
2020     46        32.00
2020     47        13.00
2020     48        11.00
2020     49         7.00
2020     50         8.17
2020     51         5.23
2020     52         1.92
2020     53         0.57
2020     54         0.13
2020     55+        0.00
2021     12-        0.00
2021     13         0.00
2021     14         0.00
2021     15         4.00
2021     16         6.00
2021     17        20.00
2021     18        57.00
2021     19       175.00
2021     20       273.00
2021     21       448.00
2021     22       658.00
2021     23      1043.00
2021     24      1522.00
2021     25      2091.00
2021     26      2784.00
2021     27      3417.00
2021     28      3963.00
2021     29      4506.00
2021     30      4796.00
2021     31      5071.00
2021     32      4795.00
2021     33      4266.00
2021     34      3635.00
2021     35      3102.00
2021     36      2495.00
2021     37      1921.00
2021     38      1572.00
2021     39      1224.00
2021     40       866.00
2021     41       590.00
2021     42       330.00
2021     43       178.00
2021     44       110.00
2021     45        65.00
2021     46        36.00
2021     47        26.00
2021     48         6.00
2021     49         3.00
2021     50         2.82
2021     51         1.85
2021     52         0.89
2021     53         0.34
2021     54         0.09
2021     55+        0.00
2022     12-        0.00
2022     13         0.00
2022     14         0.00
2022     15         0.00
2022     16         4.00
2022     17        18.00
2022     18        53.00
2022     19       143.00
2022     20       219.00
2022     21       403.00
2022     22       668.00
2022     23       933.00
2022     24      1282.00
2022     25      1894.00
2022     26      2536.00
2022     27      3084.00
2022     28      3638.00
2022     29      4093.00
2022     30      4402.00
2022     31      4520.00
2022     32      4352.00
2022     33      3887.00
2022     34      3396.00
2022     35      2965.00
2022     36      2336.00
2022     37      1850.00
2022     38      1488.00
2022     39      1127.00
2022     40       865.00
2022     41       522.00
2022     42       317.00
2022     43       220.00
2022     44       102.00
2022     45        59.00
2022     46        47.00
2022     47        22.00
2022     48        18.00
2022     49         6.00
2022     50         5.71
2022     51         3.37
2022     52         1.36
2022     53         0.46
2022     54         0.11
2022     55+        0.00
