Indicator;Country;Forecast;Variant;Pred Value;Obs value;Cal year
TFR;Austria;1962;M;2.70;2.80;1962
TFR;Austria;1962;M;2.70;2.82;1963
TFR;Austria;1962;M;2.70;2.80;1964
TFR;Austria;1962;M;2.70;2.71;1965
TFR;Austria;1962;M;2.70;2.66;1966
TFR;Austria;1962;M;2.70;2.62;1967
TFR;Austria;1962;M;2.70;2.59;1968
TFR;Austria;1962;M;2.70;2.49;1969
TFR;Austria;1962;M;2.70;2.29;1970
TFR;Austria;1962;M;2.70;2.20;1971
TFR;Austria;1962;M;2.70;2.09;1972
TFR;Austria;1962;M;2.70;1.94;1973
TFR;Austria;1962;M;2.70;1.91;1974
TFR;Austria;1962;M;2.70;1.83;1975
TFR;Austria;1962;M;2.70;1.69;1976
TFR;Austria;1962;M;2.70;1.63;1977
TFR;Austria;1962;M;2.70;1.61;1978
TFR;Austria;1962;M;2.70;1.60;1979
TFR;Austria;1972;M;2.20;2.09;1972
TFR;Austria;1972;M;2.20;1.94;1973
TFR;Austria;1972;M;2.20;1.91;1974
TFR;Austria;1972;M;2.20;1.83;1975
TFR;Austria;1972;M;2.20;1.69;1976
TFR;Austria;1972;M;2.20;1.63;1977
TFR;Austria;1972;M;2.20;1.61;1978
TFR;Austria;1972;M;2.20;1.60;1979
TFR;Austria;1978;M;1.64;1.61;1978
TFR;Austria;1978;M;1.60;1.60;1979
TFR;Austria;1978;M;1.57;1.65;1980
TFR;Austria;1978;M;1.55;1.67;1981
TFR;Austria;1978;M;1.54;1.66;1982
TFR;Austria;1978;M;1.54;1.56;1983
TFR;Austria;1978;M;1.55;1.52;1984
TFR;Austria;1978;M;1.57;1.47;1985
TFR;Austria;1978;M;1.60;1.45;1986
TFR;Austria;1978;M;1.63;1.43;1987
TFR;Austria;1978;M;1.67;1.44;1988
TFR;Austria;1978;M;1.73;1.44;1989
TFR;Austria;1978;M;1.77;1.45;1990
TFR;Austria;1978;M;1.79;1.49;1991
TFR;Austria;1978;M;1.79;1.49;1992
TFR;Austria;1978;M;1.79;1.48;1993
TFR;Austria;1978;M;1.79;1.44;1994
TFR;Austria;1978;M;1.79;1.40;1995
TFR;Austria;1978;M;1.78;1.42;1996
TFR;Austria;1978;M;1.78;1.37;1997
TFR;Austria;1978;M;1.78;1.34;1998
TFR;Austria;1978;M;1.78;1.32;1999
TFR;Austria;1978;M;1.78;1.34;2000
TFR;Austria;1978;M;1.78;1.33;2001
TFR;Austria;1978;M;1.78;1.40;2002
TFR;Austria;1978;M;1.78;;2003
TFR;Austria;1978;M;1.78;;2004
TFR;Austria;1978;M;1.78;;2005
TFR;Austria;1978;M;1.78;;2006
TFR;Austria;1978;M;1.78;;2007
TFR;Austria;1978;M;1.78;;2008
TFR;Austria;1978;M;1.78;;2009
TFR;Austria;1978;M;1.78;;2010
TFR;Austria;1980;M;1.62;1.65;1980
TFR;Austria;1980;M;1.62;1.67;1981
TFR;Austria;1980;M;1.62;1.66;1982
TFR;Austria;1980;M;1.62;1.56;1983
TFR;Austria;1980;M;1.62;1.52;1984
TFR;Austria;1980;M;1.62;1.47;1985
TFR;Austria;1980;M;1.62;1.45;1986
TFR;Austria;1980;M;1.63;1.43;1987
TFR;Austria;1980;M;1.67;1.44;1988
TFR;Austria;1980;M;1.72;1.44;1989
TFR;Austria;1980;M;1.76;1.45;1990
TFR;Austria;1980;M;1.78;1.49;1991
TFR;Austria;1980;M;1.78;1.49;1992
TFR;Austria;1980;M;1.78;1.48;1993
TFR;Austria;1980;M;1.78;1.44;1994
TFR;Austria;1980;M;1.78;1.40;1995
TFR;Austria;1980;M;1.78;1.42;1996
TFR;Austria;1980;M;1.78;1.37;1997
TFR;Austria;1980;M;1.78;1.34;1998
TFR;Austria;1980;M;1.78;1.32;1999
TFR;Austria;1980;M;1.78;1.34;2000
TFR;Austria;1980;M;1.78;1.33;2001
TFR;Austria;1980;M;1.78;1.40;2002
TFR;Austria;1980;M;1.78;;2003
TFR;Austria;1980;M;1.78;;2004
TFR;Austria;1980;M;1.77;;2005
TFR;Austria;1980;M;1.77;;2006
TFR;Austria;1980;M;1.77;;2007
TFR;Austria;1980;M;1.77;;2008
TFR;Austria;1980;M;1.77;;2009
TFR;Austria;1980;M;1.77;;2010
TFR;Austria;1981;M;1.73;1.67;1981
TFR;Austria;1981;M;1.73;1.66;1982
TFR;Austria;1981;M;1.74;1.56;1983
TFR;Austria;1981;M;1.74;1.52;1984
TFR;Austria;1981;M;1.75;1.47;1985
TFR;Austria;1981;M;1.75;1.45;1986
TFR;Austria;1981;M;1.76;1.43;1987
TFR;Austria;1981;M;1.76;1.44;1988
TFR;Austria;1981;M;1.77;1.44;1989
TFR;Austria;1981;M;1.77;1.45;1990
TFR;Austria;1981;M;1.78;1.49;1991
TFR;Austria;1981;M;1.78;1.49;1992
TFR;Austria;1981;M;1.78;1.48;1993
TFR;Austria;1981;M;1.78;1.44;1994
TFR;Austria;1981;M;1.78;1.40;1995
TFR;Austria;1981;M;1.77;1.42;1996
TFR;Austria;1981;M;1.77;1.37;1997
TFR;Austria;1981;M;1.77;1.34;1998
TFR;Austria;1981;M;1.77;1.32;1999
TFR;Austria;1981;M;1.77;1.34;2000
TFR;Austria;1981;M;1.77;1.33;2001
TFR;Austria;1981;M;1.77;1.40;2002
TFR;Austria;1981;M;1.77;;2003
TFR;Austria;1981;M;1.77;;2004
TFR;Austria;1981;M;1.77;;2005
TFR;Austria;1981;M;1.77;;2006
TFR;Austria;1981;M;1.77;;2007
TFR;Austria;1981;M;1.77;;2008
TFR;Austria;1981;M;1.77;;2009
TFR;Austria;1981;M;1.77;;2010
TFR;Austria;1982;M;1.69;1.66;1982
TFR;Austria;1982;M;1.70;1.56;1983
TFR;Austria;1982;M;1.71;1.52;1984
TFR;Austria;1982;M;1.72;1.47;1985
TFR;Austria;1982;M;1.73;1.45;1986
TFR;Austria;1982;M;1.74;1.43;1987
TFR;Austria;1982;M;1.75;1.44;1988
TFR;Austria;1982;M;1.76;1.44;1989
TFR;Austria;1982;M;1.77;1.45;1990
TFR;Austria;1982;M;1.77;1.49;1991
TFR;Austria;1982;M;1.77;1.49;1992
TFR;Austria;1982;M;1.77;1.48;1993
TFR;Austria;1982;M;1.77;1.44;1994
TFR;Austria;1982;M;1.77;1.40;1995
TFR;Austria;1982;M;1.77;1.42;1996
TFR;Austria;1982;M;1.77;1.37;1997
TFR;Austria;1982;M;1.77;1.34;1998
TFR;Austria;1982;M;1.77;1.32;1999
TFR;Austria;1982;M;1.77;1.34;2000
TFR;Austria;1982;M;1.77;1.33;2001
TFR;Austria;1982;M;1.77;1.40;2002
TFR;Austria;1982;M;1.77;;2003
TFR;Austria;1982;M;1.77;;2004
TFR;Austria;1982;M;1.77;;2005
TFR;Austria;1982;M;1.77;;2006
TFR;Austria;1982;M;1.77;;2007
TFR;Austria;1982;M;1.77;;2008
TFR;Austria;1982;M;1.77;;2009
TFR;Austria;1982;M;1.77;;2010
TFR;Austria;1983;M;1.56;1.56;1983
TFR;Austria;1983;M;1.56;1.52;1984
TFR;Austria;1983;M;1.56;1.47;1985
TFR;Austria;1983;M;1.56;1.45;1986
TFR;Austria;1983;M;1.60;1.43;1987
TFR;Austria;1983;M;1.65;1.44;1988
TFR;Austria;1983;M;1.69;1.44;1989
TFR;Austria;1983;M;1.73;1.45;1990
TFR;Austria;1983;M;1.78;1.49;1991
TFR;Austria;1983;M;1.78;1.49;1992
TFR;Austria;1983;M;1.78;1.48;1993
TFR;Austria;1983;M;1.78;1.44;1994
TFR;Austria;1983;M;1.77;1.40;1995
TFR;Austria;1983;M;1.77;1.42;1996
TFR;Austria;1983;M;1.77;1.37;1997
TFR;Austria;1983;M;1.77;1.34;1998
TFR;Austria;1983;M;1.77;1.32;1999
TFR;Austria;1983;M;1.77;1.34;2000
TFR;Austria;1983;M;1.77;1.33;2001
TFR;Austria;1983;M;1.77;1.40;2002
TFR;Austria;1983;M;1.77;;2003
TFR;Austria;1983;M;1.77;;2004
TFR;Austria;1983;M;1.77;;2005
TFR;Austria;1983;M;1.77;;2006
TFR;Austria;1983;M;1.77;;2007
TFR;Austria;1983;M;1.77;;2008
TFR;Austria;1983;M;1.77;;2009
TFR;Austria;1983;M;1.77;;2010
TFR;Austria;1984;M;1.52;1.52;1984
TFR;Austria;1984;M;1.53;1.47;1985
TFR;Austria;1984;M;1.54;1.45;1986
TFR;Austria;1984;M;1.56;1.43;1987
TFR;Austria;1984;M;1.57;1.44;1988
TFR;Austria;1984;M;1.59;1.44;1989
TFR;Austria;1984;M;1.60;1.45;1990
TFR;Austria;1984;M;1.61;1.49;1991
TFR;Austria;1984;M;1.63;1.49;1992
TFR;Austria;1984;M;1.64;1.48;1993
TFR;Austria;1984;M;1.66;1.44;1994
TFR;Austria;1984;M;1.67;1.40;1995
TFR;Austria;1984;M;1.67;1.42;1996
TFR;Austria;1984;M;1.67;1.37;1997
TFR;Austria;1984;M;1.67;1.34;1998
TFR;Austria;1984;M;1.67;1.32;1999
TFR;Austria;1984;M;1.67;1.34;2000
TFR;Austria;1984;M;1.67;1.33;2001
TFR;Austria;1984;M;1.67;1.40;2002
TFR;Austria;1984;M;1.67;;2003
TFR;Austria;1984;M;1.67;;2004
TFR;Austria;1984;M;1.67;;2005
TFR;Austria;1984;M;1.67;;2006
TFR;Austria;1984;M;1.67;;2007
TFR;Austria;1984;M;1.67;;2008
TFR;Austria;1984;M;1.67;;2009
TFR;Austria;1984;M;1.67;;2010
TFR;Austria;1985;M;1.48;1.47;1985
TFR;Austria;1985;M;1.50;1.45;1986
TFR;Austria;1985;M;1.52;1.43;1987
TFR;Austria;1985;M;1.54;1.44;1988
TFR;Austria;1985;M;1.55;1.44;1989
TFR;Austria;1985;M;1.57;1.45;1990
TFR;Austria;1985;M;1.59;1.49;1991
TFR;Austria;1985;M;1.61;1.49;1992
TFR;Austria;1985;M;1.63;1.48;1993
TFR;Austria;1985;M;1.65;1.44;1994
TFR;Austria;1985;M;1.67;1.40;1995
TFR;Austria;1985;M;1.67;1.42;1996
TFR;Austria;1985;M;1.67;1.37;1997
TFR;Austria;1985;M;1.67;1.34;1998
TFR;Austria;1985;M;1.67;1.32;1999
TFR;Austria;1985;M;1.67;1.34;2000
TFR;Austria;1985;M;1.67;1.33;2001
TFR;Austria;1985;M;1.67;1.40;2002
TFR;Austria;1985;M;1.67;;2003
TFR;Austria;1985;M;1.67;;2004
TFR;Austria;1985;M;1.67;;2005
TFR;Austria;1985;M;1.67;;2006
TFR;Austria;1985;M;1.67;;2007
TFR;Austria;1985;M;1.67;;2008
TFR;Austria;1985;M;1.67;;2009
TFR;Austria;1985;M;1.67;;2010
TFR;Austria;1986;M;1.44;1.45;1986
TFR;Austria;1986;M;1.47;1.43;1987
TFR;Austria;1986;M;1.49;1.44;1988
TFR;Austria;1986;M;1.52;1.44;1989
TFR;Austria;1986;M;1.54;1.45;1990
TFR;Austria;1986;M;1.57;1.49;1991
TFR;Austria;1986;M;1.59;1.49;1992
TFR;Austria;1986;M;1.62;1.48;1993
TFR;Austria;1986;M;1.64;1.44;1994
TFR;Austria;1986;M;1.67;1.40;1995
TFR;Austria;1986;M;1.67;1.42;1996
TFR;Austria;1986;M;1.67;1.37;1997
TFR;Austria;1986;M;1.67;1.34;1998
TFR;Austria;1986;M;1.67;1.32;1999
TFR;Austria;1986;M;1.67;1.34;2000
TFR;Austria;1986;M;1.67;1.33;2001
TFR;Austria;1986;M;1.67;1.40;2002
TFR;Austria;1986;M;1.67;;2003
TFR;Austria;1986;M;1.67;;2004
TFR;Austria;1986;M;1.67;;2005
TFR;Austria;1986;M;1.67;;2006
TFR;Austria;1986;M;1.67;;2007
TFR;Austria;1986;M;1.67;;2008
TFR;Austria;1986;M;1.67;;2009
TFR;Austria;1986;M;1.67;;2010
TFR;Austria;1987;M;1.42;1.43;1987
TFR;Austria;1987;M;1.42;1.44;1988
TFR;Austria;1987;M;1.42;1.44;1989
TFR;Austria;1987;M;1.45;1.45;1990
TFR;Austria;1987;M;1.47;1.49;1991
TFR;Austria;1987;M;1.49;1.49;1992
TFR;Austria;1987;M;1.51;1.48;1993
TFR;Austria;1987;M;1.54;1.44;1994
TFR;Austria;1987;M;1.56;1.40;1995
TFR;Austria;1987;M;1.56;1.42;1996
TFR;Austria;1987;M;1.56;1.37;1997
TFR;Austria;1987;M;1.56;1.34;1998
TFR;Austria;1987;M;1.56;1.32;1999
TFR;Austria;1987;M;1.56;1.34;2000
TFR;Austria;1987;M;1.56;1.33;2001
TFR;Austria;1987;M;1.56;1.40;2002
TFR;Austria;1987;M;1.56;;2003
TFR;Austria;1987;M;1.56;;2004
TFR;Austria;1987;M;1.56;;2005
TFR;Austria;1987;M;1.56;;2006
TFR;Austria;1987;M;1.56;;2007
TFR;Austria;1987;M;1.56;;2008
TFR;Austria;1987;M;1.56;;2009
TFR;Austria;1987;M;1.56;;2010
TFR;Austria;1988;M;1.46;1.44;1988
TFR;Austria;1988;M;1.46;1.44;1989
TFR;Austria;1988;M;1.47;1.45;1990
TFR;Austria;1988;M;1.49;1.49;1991
TFR;Austria;1988;M;1.51;1.49;1992
TFR;Austria;1988;M;1.53;1.48;1993
TFR;Austria;1988;M;1.54;1.44;1994
TFR;Austria;1988;M;1.56;1.40;1995
TFR;Austria;1988;M;1.56;1.42;1996
TFR;Austria;1988;M;1.56;1.37;1997
TFR;Austria;1988;M;1.56;1.34;1998
TFR;Austria;1988;M;1.56;1.32;1999
TFR;Austria;1988;M;1.56;1.34;2000
TFR;Austria;1988;M;1.56;1.33;2001
TFR;Austria;1988;M;1.56;1.40;2002
TFR;Austria;1988;M;1.56;;2003
TFR;Austria;1988;M;1.56;;2004
TFR;Austria;1988;M;1.56;;2005
TFR;Austria;1988;M;1.56;;2006
TFR;Austria;1988;M;1.56;;2007
TFR;Austria;1988;M;1.56;;2008
TFR;Austria;1988;M;1.56;;2009
TFR;Austria;1988;M;1.56;;2010
TFR;Austria;1990;M;1.47;1.45;1990
TFR;Austria;1990;M;1.48;1.49;1991
TFR;Austria;1990;M;1.50;1.49;1992
TFR;Austria;1990;M;1.52;1.48;1993
TFR;Austria;1990;M;1.54;1.44;1994
TFR;Austria;1990;M;1.56;1.40;1995
TFR;Austria;1990;M;1.56;1.42;1996
TFR;Austria;1990;M;1.56;1.37;1997
TFR;Austria;1990;M;1.56;1.34;1998
TFR;Austria;1990;M;1.56;1.32;1999
TFR;Austria;1990;M;1.56;1.34;2000
TFR;Austria;1990;M;1.56;1.33;2001
TFR;Austria;1990;M;1.56;1.40;2002
TFR;Austria;1990;M;1.56;;2003
TFR;Austria;1990;M;1.56;;2004
TFR;Austria;1990;M;1.56;;2005
TFR;Austria;1990;M;1.56;;2006
TFR;Austria;1990;M;1.56;;2007
TFR;Austria;1990;M;1.56;;2008
TFR;Austria;1990;M;1.56;;2009
TFR;Austria;1990;M;1.56;;2010
TFR;Austria;1991;M;1.48;1.49;1991
TFR;Austria;1991;M;1.50;1.49;1992
TFR;Austria;1991;M;1.52;1.48;1993
TFR;Austria;1991;M;1.54;1.44;1994
TFR;Austria;1991;M;1.56;1.40;1995
TFR;Austria;1991;M;1.56;1.42;1996
TFR;Austria;1991;M;1.56;1.37;1997
TFR;Austria;1991;M;1.56;1.34;1998
TFR;Austria;1991;M;1.56;1.32;1999
TFR;Austria;1991;M;1.56;1.34;2000
TFR;Austria;1991;M;1.56;1.33;2001
TFR;Austria;1991;M;1.56;1.40;2002
TFR;Austria;1991;M;1.56;;2003
TFR;Austria;1991;M;1.56;;2004
TFR;Austria;1991;M;1.56;;2005
TFR;Austria;1991;M;1.56;;2006
TFR;Austria;1991;M;1.56;;2007
TFR;Austria;1991;M;1.56;;2008
TFR;Austria;1991;M;1.56;;2009
TFR;Austria;1991;M;1.56;;2010
TFR;Austria;1992;M;1.52;1.49;1992
TFR;Austria;1992;M;1.53;1.48;1993
TFR;Austria;1992;M;1.55;1.44;1994
TFR;Austria;1992;M;1.56;1.40;1995
TFR;Austria;1992;M;1.56;1.42;1996
TFR;Austria;1992;M;1.56;1.37;1997
TFR;Austria;1992;M;1.56;1.34;1998
TFR;Austria;1992;M;1.56;1.32;1999
TFR;Austria;1992;M;1.56;1.34;2000
TFR;Austria;1992;M;1.56;1.33;2001
TFR;Austria;1992;M;1.56;1.40;2002
TFR;Austria;1992;M;1.56;;2003
TFR;Austria;1992;M;1.56;;2004
TFR;Austria;1992;M;1.56;;2005
TFR;Austria;1992;M;1.56;;2006
TFR;Austria;1992;M;1.56;;2007
TFR;Austria;1992;M;1.56;;2008
TFR;Austria;1992;M;1.56;;2009
TFR;Austria;1992;M;1.56;;2010
TFR;Austria;1993;M;1.53;1.48;1993
TFR;Austria;1993;M;1.54;1.44;1994
TFR;Austria;1993;M;1.56;1.40;1995
TFR;Austria;1993;M;1.56;1.42;1996
TFR;Austria;1993;M;1.56;1.37;1997
TFR;Austria;1993;M;1.56;1.34;1998
TFR;Austria;1993;M;1.56;1.32;1999
TFR;Austria;1993;M;1.56;1.34;2000
TFR;Austria;1993;M;1.56;1.33;2001
TFR;Austria;1993;M;1.56;1.40;2002
TFR;Austria;1993;M;1.56;;2003
TFR;Austria;1993;M;1.56;;2004
TFR;Austria;1993;M;1.56;;2005
TFR;Austria;1993;M;1.56;;2006
TFR;Austria;1993;M;1.56;;2007
TFR;Austria;1993;M;1.56;;2008
TFR;Austria;1993;M;1.56;;2009
TFR;Austria;1993;M;1.56;;2010
TFR;Austria;1995;M;1.40;1.40;1995
TFR;Austria;1995;M;1.41;1.42;1996
TFR;Austria;1995;M;1.41;1.37;1997
TFR;Austria;1995;M;1.42;1.34;1998
TFR;Austria;1995;M;1.43;1.32;1999
TFR;Austria;1995;M;1.43;1.34;2000
TFR;Austria;1995;M;1.44;1.33;2001
TFR;Austria;1995;M;1.45;1.40;2002
TFR;Austria;1995;M;1.45;;2003
TFR;Austria;1995;M;1.46;;2004
TFR;Austria;1995;M;1.47;;2005
TFR;Austria;1995;M;1.47;;2006
TFR;Austria;1995;M;1.48;;2007
TFR;Austria;1995;M;1.49;;2008
TFR;Austria;1995;M;1.49;;2009
TFR;Austria;1995;M;1.50;;2010
TFR;Austria;1996;M;1.41;1.42;1996
TFR;Austria;1996;M;1.41;1.37;1997
TFR;Austria;1996;M;1.42;1.34;1998
TFR;Austria;1996;M;1.43;1.32;1999
TFR;Austria;1996;M;1.43;1.34;2000
TFR;Austria;1996;M;1.44;1.33;2001
TFR;Austria;1996;M;1.45;1.40;2002
TFR;Austria;1996;M;1.45;;2003
TFR;Austria;1996;M;1.46;;2004
TFR;Austria;1996;M;1.47;;2005
TFR;Austria;1996;M;1.47;;2006
TFR;Austria;1996;M;1.48;;2007
TFR;Austria;1996;M;1.49;;2008
TFR;Austria;1996;M;1.49;;2009
TFR;Austria;1996;M;1.50;;2010
TFR;Austria;1997;M;1.36;1.37;1997
TFR;Austria;1997;M;1.32;1.34;1998
TFR;Austria;1997;M;1.32;1.32;1999
TFR;Austria;1997;M;1.32;1.34;2000
TFR;Austria;1997;M;1.33;1.33;2001
TFR;Austria;1997;M;1.33;1.40;2002
TFR;Austria;1997;M;1.33;;2003
TFR;Austria;1997;M;1.34;;2004
TFR;Austria;1997;M;1.35;;2005
TFR;Austria;1997;M;1.36;;2006
TFR;Austria;1997;M;1.37;;2007
TFR;Austria;1997;M;1.39;;2008
TFR;Austria;1997;M;1.40;;2009
TFR;Austria;1997;M;1.42;;2010
TFR;Austria;1998;M;1.34;1.34;1998
TFR;Austria;1998;M;1.32;1.32;1999
TFR;Austria;1998;M;1.32;1.34;2000
TFR;Austria;1998;M;1.32;1.33;2001
TFR;Austria;1998;M;1.32;1.40;2002
TFR;Austria;1998;M;1.33;;2003
TFR;Austria;1998;M;1.33;;2004
TFR;Austria;1998;M;1.34;;2005
TFR;Austria;1998;M;1.34;;2006
TFR;Austria;1998;M;1.35;;2007
TFR;Austria;1998;M;1.37;;2008
TFR;Austria;1998;M;1.38;;2009
TFR;Austria;1998;M;1.40;;2010
TFR;Austria;1999;M;1.31;1.32;1999
TFR;Austria;1999;M;1.36;1.34;2000
TFR;Austria;1999;M;1.37;1.33;2001
TFR;Austria;1999;M;1.38;1.40;2002
TFR;Austria;1999;M;1.38;;2003
TFR;Austria;1999;M;1.39;;2004
TFR;Austria;1999;M;1.40;;2005
TFR;Austria;1999;M;1.41;;2006
TFR;Austria;1999;M;1.42;;2007
TFR;Austria;1999;M;1.43;;2008
TFR;Austria;1999;M;1.44;;2009
TFR;Austria;1999;M;1.45;;2010
TFR;Austria;2000;M;1.34;1.34;2000
TFR;Austria;2000;M;1.33;1.33;2001
TFR;Austria;2000;M;1.34;1.40;2002
TFR;Austria;2000;M;1.35;;2003
TFR;Austria;2000;M;1.37;;2004
TFR;Austria;2000;M;1.38;;2005
TFR;Austria;2000;M;1.39;;2006
TFR;Austria;2000;M;1.40;;2007
TFR;Austria;2000;M;1.41;;2008
TFR;Austria;2000;M;1.43;;2009
TFR;Austria;2000;M;1.44;;2010
TFR;Belgium;1977;M;1.50;1.68;1980
TFR;Belgium;1977;M;1.52;1.66;1981
TFR;Belgium;1977;M;1.54;1.61;1982
TFR;Belgium;1977;M;1.56;1.56;1983
TFR;Belgium;1977;M;1.58;1.54;1984
TFR;Belgium;1977;M;1.60;1.51;1985
TFR;Belgium;1977;M;1.62;1.54;1986
TFR;Belgium;1977;M;1.64;1.54;1987
TFR;Belgium;1977;M;1.66;1.57;1988
TFR;Belgium;1977;M;1.68;1.58;1989
TFR;Belgium;1977;M;1.70;1.62;1990
TFR;Belgium;1977;M;1.72;1.66;1991
TFR;Belgium;1977;M;1.74;1.65;1992
TFR;Belgium;1977;M;1.76;1.61;1993
TFR;Belgium;1977;M;1.78;1.56;1994
TFR;Belgium;1977;M;1.80;1.55;1995
TFR;Belgium;1977;M;1.82;1.59;1996
TFR;Belgium;1977;M;1.84;1.60;1997
TFR;Belgium;1977;M;1.86;1.59;1998
TFR;Belgium;1977;M;1.88;1.61;1999
TFR;Belgium;1977;M;1.90;1.66;2000
TFR;Belgium;1981;M;1.69;1.66;1981
TFR;Belgium;1981;M;1.69;1.61;1982
TFR;Belgium;1981;M;1.70;1.56;1983
TFR;Belgium;1981;M;1.71;1.54;1984
TFR;Belgium;1981;M;1.72;1.51;1985
TFR;Belgium;1981;M;1.73;1.54;1986
TFR;Belgium;1981;M;1.74;1.54;1987
TFR;Belgium;1981;M;1.76;1.57;1988
TFR;Belgium;1981;M;1.78;1.58;1989
TFR;Belgium;1981;M;1.80;1.62;1990
TFR;Belgium;1981;M;1.82;1.66;1991
TFR;Belgium;1981;M;1.84;1.65;1992
TFR;Belgium;1981;M;1.86;1.61;1993
TFR;Belgium;1981;M;1.88;1.56;1994
TFR;Belgium;1981;M;1.90;1.55;1995
TFR;Belgium;1981;M;1.92;1.59;1996
TFR;Belgium;1981;M;1.94;1.60;1997
TFR;Belgium;1981;M;1.96;1.59;1998
TFR;Belgium;1981;M;1.98;1.61;1999
TFR;Belgium;1981;M;2.00;1.66;2000
TFR;Belgium;1981;M;2.01;1.64;2001
TFR;Belgium;1981;M;2.03;1.62;2002
TFR;Belgium;1981;M;2.04;;2003
TFR;Belgium;1981;M;2.06;;2004
TFR;Belgium;1981;M;2.07;;2005
TFR;Belgium;1988;L;1.55;1.57;1988
TFR;Belgium;1988;L;1.55;1.58;1989
TFR;Belgium;1988;L;1.55;1.62;1990
TFR;Belgium;1988;L;1.55;1.66;1991
TFR;Belgium;1988;L;1.55;1.65;1992
TFR;Belgium;1988;L;1.55;1.61;1993
TFR;Belgium;1988;L;1.55;1.56;1994
TFR;Belgium;1988;L;1.55;1.55;1995
TFR;Belgium;1988;L;1.55;1.59;1996
TFR;Belgium;1988;L;1.55;1.60;1997
TFR;Belgium;1988;L;1.55;1.59;1998
TFR;Belgium;1988;L;1.55;1.61;1999
TFR;Belgium;1988;L;1.55;1.66;2000
TFR;Belgium;1988;L;1.55;1.64;2001
TFR;Belgium;1988;L;1.55;1.62;2002
TFR;Belgium;1988;L;1.55;;2003
TFR;Belgium;1988;L;1.55;;2004
TFR;Belgium;1988;L;1.55;;2005
TFR;Belgium;1988;L;1.55;;2006
TFR;Belgium;1988;L;1.55;;2007
TFR;Belgium;1988;L;1.55;;2008
TFR;Belgium;1988;L;1.55;;2009
TFR;Belgium;1988;L;1.55;;2010
TFR;Belgium;1988;M;1.55;1.57;1988
TFR;Belgium;1988;M;1.55;1.58;1989
TFR;Belgium;1988;M;1.55;1.62;1990
TFR;Belgium;1988;M;1.55;1.66;1991
TFR;Belgium;1988;M;1.55;1.65;1992
TFR;Belgium;1988;M;1.55;1.61;1993
TFR;Belgium;1988;M;1.55;1.56;1994
TFR;Belgium;1988;M;1.55;1.55;1995
TFR;Belgium;1988;M;1.56;1.59;1996
TFR;Belgium;1988;M;1.56;1.60;1997
TFR;Belgium;1988;M;1.57;1.59;1998
TFR;Belgium;1988;M;1.57;1.61;1999
TFR;Belgium;1988;M;1.58;1.66;2000
TFR;Belgium;1988;M;1.58;1.64;2001
TFR;Belgium;1988;M;1.59;1.62;2002
TFR;Belgium;1988;M;1.59;;2003
TFR;Belgium;1988;M;1.60;;2004
TFR;Belgium;1988;M;1.61;;2005
TFR;Belgium;1988;M;1.61;;2006
TFR;Belgium;1988;M;1.62;;2007
TFR;Belgium;1988;M;1.62;;2008
TFR;Belgium;1988;M;1.63;;2009
TFR;Belgium;1988;M;1.63;;2010
TFR;Belgium;1988;H;1.55;1.57;1988
TFR;Belgium;1988;H;1.55;1.58;1989
TFR;Belgium;1988;H;1.55;1.62;1990
TFR;Belgium;1988;H;1.55;1.66;1991
TFR;Belgium;1988;H;1.55;1.65;1992
TFR;Belgium;1988;H;1.55;1.61;1993
TFR;Belgium;1988;H;1.55;1.56;1994
TFR;Belgium;1988;H;1.55;1.55;1995
TFR;Belgium;1988;H;1.56;1.59;1996
TFR;Belgium;1988;H;1.57;1.60;1997
TFR;Belgium;1988;H;1.59;1.59;1998
TFR;Belgium;1988;H;1.60;1.61;1999
TFR;Belgium;1988;H;1.61;1.66;2000
TFR;Belgium;1988;H;1.62;1.64;2001
TFR;Belgium;1988;H;1.64;1.62;2002
TFR;Belgium;1988;H;1.65;;2003
TFR;Belgium;1988;H;1.66;;2004
TFR;Belgium;1988;H;1.67;;2005
TFR;Belgium;1988;H;1.68;;2006
TFR;Belgium;1988;H;1.70;;2007
TFR;Belgium;1988;H;1.71;;2008
TFR;Belgium;1988;H;1.72;;2009
TFR;Belgium;1988;H;1.73;;2010
TFR;Belgium;1992;L;1.63;1.65;1992
TFR;Belgium;1992;L;1.64;1.61;1993
TFR;Belgium;1992;L;1.65;1.56;1994
TFR;Belgium;1992;L;1.66;1.55;1995
TFR;Belgium;1992;L;1.67;1.59;1996
TFR;Belgium;1992;L;1.68;1.60;1997
TFR;Belgium;1992;L;1.68;1.59;1998
TFR;Belgium;1992;L;1.69;1.61;1999
TFR;Belgium;1992;L;1.69;1.66;2000
TFR;Belgium;1992;L;1.69;1.64;2001
TFR;Belgium;1992;L;1.69;1.62;2002
TFR;Belgium;1992;L;1.69;;2003
TFR;Belgium;1992;L;1.69;;2004
TFR;Belgium;1992;L;1.69;;2005
TFR;Belgium;1992;L;1.70;;2006
TFR;Belgium;1992;L;1.70;;2007
TFR;Belgium;1992;L;1.70;;2008
TFR;Belgium;1992;L;1.70;;2009
TFR;Belgium;1992;L;1.70;;2010
TFR;Belgium;1992;M;1.69;1.65;1992
TFR;Belgium;1992;M;1.72;1.61;1993
TFR;Belgium;1992;M;1.74;1.56;1994
TFR;Belgium;1992;M;1.77;1.55;1995
TFR;Belgium;1992;M;1.78;1.59;1996
