Indicator;Country;Forecast;Variant;Pred Value;Obs value;Cal year
TFR;Denmark;1995;L;1.80;1.73378;1999
TFR;Denmark;1995;L;1.80;1.76999;2000
TFR;Denmark;1995;L;1.80;1.74000;2001
TFR;Denmark;1995;L;1.80;1.72000;2002
TFR;Denmark;1995;L;1.80;;2003
TFR;Denmark;1995;L;1.80;;2004
TFR;Denmark;1995;L;1.80;;2005
TFR;Denmark;1995;L;1.80;;2006
TFR;Denmark;1995;L;1.80;;2007
TFR;Denmark;1995;L;1.80;;2008
TFR;Denmark;1995;L;1.80;;2009
TFR;Denmark;1995;L;1.80;;2010
TFR;Denmark;1995;M;1.83;1.80409;1995
TFR;Denmark;1995;M;1.84;1.74713;1996
TFR;Denmark;1995;M;1.86;1.75127;1997
TFR;Denmark;1995;M;1.87;1.72199;1998
TFR;Denmark;1995;M;1.89;1.73378;1999
TFR;Denmark;1995;M;1.90;1.76999;2000
TFR;Denmark;1995;M;1.90;1.74000;2001
TFR;Denmark;1995;M;1.90;1.72000;2002
TFR;Denmark;1995;M;1.90;;2003
TFR;Denmark;1995;M;1.90;;2004
TFR;Denmark;1995;M;1.90;;2005
TFR;Denmark;1995;M;1.90;;2006
TFR;Denmark;1995;M;1.90;;2007
TFR;Denmark;1995;M;1.90;;2008
TFR;Denmark;1995;M;1.90;;2009
TFR;Denmark;1995;M;1.90;;2010
TFR;Denmark;1995;H;1.83;1.80409;1995
TFR;Denmark;1995;H;1.86;1.74713;1996
TFR;Denmark;1995;H;1.90;1.75127;1997
TFR;Denmark;1995;H;1.93;1.72199;1998
TFR;Denmark;1995;H;1.97;1.73378;1999
TFR;Denmark;1995;H;2.00;1.76999;2000
TFR;Denmark;1995;H;2.00;1.74000;2001
TFR;Denmark;1995;H;2.00;1.72000;2002
TFR;Denmark;1995;H;2.00;;2003
TFR;Denmark;1995;H;2.00;;2004
TFR;Denmark;1995;H;2.00;;2005
TFR;Denmark;1995;H;2.00;;2006
TFR;Denmark;1995;H;2.00;;2007
TFR;Denmark;1995;H;2.00;;2008
TFR;Denmark;1995;H;2.00;;2009
TFR;Denmark;1995;H;2.00;;2010
TFR;Denmark;1996;L;1.80;1.74713;1996
TFR;Denmark;1996;L;1.80;1.75127;1997
TFR;Denmark;1996;L;1.80;1.72199;1998
TFR;Denmark;1996;L;1.80;1.73378;1999
TFR;Denmark;1996;L;1.80;1.76999;2000
TFR;Denmark;1996;L;1.80;1.74000;2001
TFR;Denmark;1996;L;1.80;1.72000;2002
TFR;Denmark;1996;L;1.80;;2003
TFR;Denmark;1996;L;1.80;;2004
TFR;Denmark;1996;L;1.80;;2005
TFR;Denmark;1996;L;1.80;;2006
TFR;Denmark;1996;L;1.80;;2007
TFR;Denmark;1996;L;1.80;;2008
TFR;Denmark;1996;L;1.80;;2009
TFR;Denmark;1996;L;1.80;;2010
TFR;Denmark;1996;M;1.84;1.74713;1996
TFR;Denmark;1996;M;1.86;1.75127;1997
TFR;Denmark;1996;M;1.87;1.72199;1998
TFR;Denmark;1996;M;1.89;1.73378;1999
TFR;Denmark;1996;M;1.90;1.76999;2000
TFR;Denmark;1996;M;1.90;1.74000;2001
TFR;Denmark;1996;M;1.90;1.72000;2002
TFR;Denmark;1996;M;1.90;;2003
TFR;Denmark;1996;M;1.90;;2004
TFR;Denmark;1996;M;1.90;;2005
TFR;Denmark;1996;M;1.90;;2006
TFR;Denmark;1996;M;1.90;;2007
TFR;Denmark;1996;M;1.90;;2008
TFR;Denmark;1996;M;1.90;;2009
TFR;Denmark;1996;M;1.90;;2010
TFR;Denmark;1996;H;1.84;1.74713;1996
TFR;Denmark;1996;H;1.88;1.75127;1997
TFR;Denmark;1996;H;1.92;1.72199;1998
TFR;Denmark;1996;H;1.96;1.73378;1999
TFR;Denmark;1996;H;2.00;1.76999;2000
TFR;Denmark;1996;H;2.00;1.74000;2001
TFR;Denmark;1996;H;2.00;1.72000;2002
TFR;Denmark;1996;H;2.00;;2003
TFR;Denmark;1996;H;2.00;;2004
TFR;Denmark;1996;H;2.00;;2005
TFR;Denmark;1996;H;2.00;;2006
TFR;Denmark;1996;H;2.00;;2007
TFR;Denmark;1996;H;2.00;;2008
TFR;Denmark;1996;H;2.00;;2009
TFR;Denmark;1996;H;2.00;;2010
TFR;Denmark;1997;L;1.73;1.75127;1997
TFR;Denmark;1997;L;1.72;1.72199;1998
TFR;Denmark;1997;L;1.72;1.73378;1999
TFR;Denmark;1997;L;1.71;1.76999;2000
TFR;Denmark;1997;L;1.71;1.74000;2001
TFR;Denmark;1997;L;1.70;1.72000;2002
TFR;Denmark;1997;L;1.70;;2003
TFR;Denmark;1997;L;1.70;;2004
TFR;Denmark;1997;L;1.70;;2005
TFR;Denmark;1997;L;1.70;;2006
TFR;Denmark;1997;L;1.70;;2007
TFR;Denmark;1997;L;1.70;;2008
TFR;Denmark;1997;L;1.70;;2009
TFR;Denmark;1997;L;1.70;;2010
TFR;Denmark;1997;M;1.79;1.75127;1997
TFR;Denmark;1997;M;1.80;1.72199;1998
TFR;Denmark;1997;M;1.81;1.73378;1999
TFR;Denmark;1997;M;1.83;1.76999;2000
TFR;Denmark;1997;M;1.84;1.74000;2001
TFR;Denmark;1997;M;1.85;1.72000;2002
TFR;Denmark;1997;M;1.85;;2003
TFR;Denmark;1997;M;1.85;;2004
TFR;Denmark;1997;M;1.85;;2005
TFR;Denmark;1997;M;1.85;;2006
TFR;Denmark;1997;M;1.85;;2007
TFR;Denmark;1997;M;1.85;;2008
TFR;Denmark;1997;M;1.85;;2009
TFR;Denmark;1997;M;1.85;;2010
TFR;Denmark;1997;H;1.85;1.75127;1997
TFR;Denmark;1997;H;1.88;1.72199;1998
TFR;Denmark;1997;H;1.91;1.73378;1999
TFR;Denmark;1997;H;1.94;1.76999;2000
TFR;Denmark;1997;H;1.97;1.74000;2001
TFR;Denmark;1997;H;2.00;1.72000;2002
TFR;Denmark;1997;H;2.00;;2003
TFR;Denmark;1997;H;2.00;;2004
TFR;Denmark;1997;H;2.00;;2005
TFR;Denmark;1997;H;2.00;;2006
TFR;Denmark;1997;H;2.00;;2007
TFR;Denmark;1997;H;2.00;;2008
TFR;Denmark;1997;H;2.00;;2009
TFR;Denmark;1997;H;2.00;;2010
TFR;Denmark;1998;L;1.66;1.72199;1998
TFR;Denmark;1998;L;1.66;1.73378;1999
TFR;Denmark;1998;L;1.66;1.76999;2000
TFR;Denmark;1998;L;1.66;1.74000;2001
TFR;Denmark;1998;L;1.65;1.72000;2002
TFR;Denmark;1998;L;1.65;;2003
TFR;Denmark;1998;L;1.65;;2004
TFR;Denmark;1998;L;1.65;;2005
TFR;Denmark;1998;L;1.65;;2006
TFR;Denmark;1998;L;1.65;;2007
TFR;Denmark;1998;L;1.65;;2008
TFR;Denmark;1998;L;1.65;;2009
TFR;Denmark;1998;L;1.65;;2010
TFR;Denmark;1998;M;1.71;1.72199;1998
TFR;Denmark;1998;M;1.75;1.73378;1999
TFR;Denmark;1998;M;1.77;1.76999;2000
TFR;Denmark;1998;M;1.79;1.74000;2001
TFR;Denmark;1998;M;1.80;1.72000;2002
TFR;Denmark;1998;M;1.81;;2003
TFR;Denmark;1998;M;1.82;;2004
TFR;Denmark;1998;M;1.82;;2005
TFR;Denmark;1998;M;1.83;;2006
TFR;Denmark;1998;M;1.84;;2007
TFR;Denmark;1998;M;1.84;;2008
TFR;Denmark;1998;M;1.85;;2009
TFR;Denmark;1998;M;1.85;;2010
TFR;Denmark;1998;H;1.76;1.72199;1998
TFR;Denmark;1998;H;1.83;1.73378;1999
TFR;Denmark;1998;H;1.86;1.76999;2000
TFR;Denmark;1998;H;1.89;1.74000;2001
TFR;Denmark;1998;H;1.91;1.72000;2002
TFR;Denmark;1998;H;1.93;;2003
TFR;Denmark;1998;H;1.94;;2004
TFR;Denmark;1998;H;1.96;;2005
TFR;Denmark;1998;H;1.97;;2006
TFR;Denmark;1998;H;1.98;;2007
TFR;Denmark;1998;H;1.98;;2008
TFR;Denmark;1998;H;1.99;;2009
TFR;Denmark;1998;H;2.00;;2010
TFR;Denmark;1999;L;1.74;1.73378;1999
TFR;Denmark;1999;L;1.73;1.76999;2000
TFR;Denmark;1999;L;1.72;1.74000;2001
TFR;Denmark;1999;L;1.71;1.72000;2002
TFR;Denmark;1999;L;1.70;;2003
TFR;Denmark;1999;L;1.69;;2004
TFR;Denmark;1999;L;1.69;;2005
TFR;Denmark;1999;L;1.68;;2006
TFR;Denmark;1999;L;1.67;;2007
TFR;Denmark;1999;L;1.67;;2008
TFR;Denmark;1999;L;1.66;;2009
TFR;Denmark;1999;L;1.66;;2010
TFR;Denmark;1999;M;1.76;1.73378;1999
TFR;Denmark;1999;M;1.77;1.76999;2000
TFR;Denmark;1999;M;1.78;1.74000;2001
TFR;Denmark;1999;M;1.79;1.72000;2002
TFR;Denmark;1999;M;1.80;;2003
TFR;Denmark;1999;M;1.81;;2004
TFR;Denmark;1999;M;1.81;;2005
TFR;Denmark;1999;M;1.82;;2006
TFR;Denmark;1999;M;1.83;;2007
TFR;Denmark;1999;M;1.83;;2008
TFR;Denmark;1999;M;1.84;;2009
TFR;Denmark;1999;M;1.84;;2010
TFR;Denmark;1999;H;1.78;1.73378;1999
TFR;Denmark;1999;H;1.81;1.76999;2000
TFR;Denmark;1999;H;1.84;1.74000;2001
TFR;Denmark;1999;H;1.87;1.72000;2002
TFR;Denmark;1999;H;1.89;;2003
TFR;Denmark;1999;H;1.92;;2004
TFR;Denmark;1999;H;1.94;;2005
TFR;Denmark;1999;H;1.96;;2006
TFR;Denmark;1999;H;1.98;;2007
TFR;Denmark;1999;H;1.99;;2008
TFR;Denmark;1999;H;2.01;;2009
TFR;Denmark;1999;H;2.02;;2010
TFR;Denmark;2000;L;1.70;1.76999;2000
TFR;Denmark;2000;L;1.69;1.74000;2001
TFR;Denmark;2000;L;1.69;1.72000;2002
TFR;Denmark;2000;L;1.68;;2003
TFR;Denmark;2000;L;1.68;;2004
TFR;Denmark;2000;L;1.67;;2005
TFR;Denmark;2000;L;1.67;;2006
TFR;Denmark;2000;L;1.66;;2007
TFR;Denmark;2000;L;1.66;;2008
TFR;Denmark;2000;L;1.66;;2009
TFR;Denmark;2000;L;1.66;;2010
TFR;Denmark;2000;M;1.72;1.76999;2000
TFR;Denmark;2000;M;1.73;1.74000;2001
TFR;Denmark;2000;M;1.75;1.72000;2002
TFR;Denmark;2000;M;1.76;;2003
TFR;Denmark;2000;M;1.78;;2004
TFR;Denmark;2000;M;1.79;;2005
TFR;Denmark;2000;M;1.80;;2006
TFR;Denmark;2000;M;1.81;;2007
TFR;Denmark;2000;M;1.82;;2008
TFR;Denmark;2000;M;1.83;;2009
TFR;Denmark;2000;M;1.83;;2010
TFR;Denmark;2000;H;1.73;1.76999;2000
TFR;Denmark;2000;H;1.77;1.74000;2001
TFR;Denmark;2000;H;1.81;1.72000;2002
TFR;Denmark;2000;H;1.84;;2003
TFR;Denmark;2000;H;1.88;;2004
TFR;Denmark;2000;H;1.90;;2005
TFR;Denmark;2000;H;1.93;;2006
TFR;Denmark;2000;H;1.96;;2007
TFR;Denmark;2000;H;1.98;;2008
TFR;Denmark;2000;H;1.99;;2009
TFR;Denmark;2000;H;2.01;;2010
TFR;Denmark;2001;L;1.77;1.74000;2001
TFR;Denmark;2001;L;1.76;1.72000;2002
TFR;Denmark;2001;L;1.75;;2003
TFR;Denmark;2001;L;1.75;;2004
TFR;Denmark;2001;L;1.74;;2005
TFR;Denmark;2001;L;1.74;;2006
TFR;Denmark;2001;L;1.73;;2007
TFR;Denmark;2001;L;1.72;;2008
TFR;Denmark;2001;L;1.72;;2009
TFR;Denmark;2001;L;1.71;;2010
TFR;Denmark;2001;M;1.80;1.74000;2001
TFR;Denmark;2001;M;1.81;1.72000;2002
TFR;Denmark;2001;M;1.82;;2003
TFR;Denmark;2001;M;1.83;;2004
TFR;Denmark;2001;M;1.84;;2005
TFR;Denmark;2001;M;1.85;;2006
TFR;Denmark;2001;M;1.86;;2007
TFR;Denmark;2001;M;1.87;;2008
TFR;Denmark;2001;M;1.88;;2009
TFR;Denmark;2001;M;1.88;;2010
TFR;Denmark;2001;H;1.81;1.74000;2001
TFR;Denmark;2001;H;1.84;1.72000;2002
TFR;Denmark;2001;H;1.88;;2003
TFR;Denmark;2001;H;1.91;;2004
TFR;Denmark;2001;H;1.94;;2005
TFR;Denmark;2001;H;1.96;;2006
TFR;Denmark;2001;H;1.99;;2007
TFR;Denmark;2001;H;2.01;;2008
TFR;Denmark;2001;H;2.03;;2009
TFR;Denmark;2001;H;2.05;;2010
TFR;Finland;1972;M;1.66;1.58;1972
TFR;Finland;1972;M;1.60;1.49;1973
TFR;Finland;1972;M;1.55;1.61;1974
TFR;Finland;1972;M;1.50;1.68;1975
TFR;Finland;1972;M;1.50;1.70;1976
TFR;Finland;1972;M;1.50;1.68;1977
TFR;Finland;1972;M;1.50;1.64;1978
TFR;Finland;1972;M;1.50;1.64;1979
TFR;Finland;1972;M;1.50;1.63;1980
TFR;Finland;1972;M;1.50;1.64;1981
TFR;Finland;1972;M;1.50;1.72;1982
TFR;Finland;1972;M;1.50;1.74;1983
TFR;Finland;1972;M;1.50;1.69;1984
TFR;Finland;1972;M;1.50;1.64;1985
TFR;Finland;1973;M;1.51;1.49;1973
TFR;Finland;1973;M;1.51;1.61;1974
TFR;Finland;1973;M;1.51;1.68;1975
TFR;Finland;1973;M;1.51;1.70;1976
TFR;Finland;1973;M;1.51;1.68;1977
TFR;Finland;1973;M;1.51;1.64;1978
TFR;Finland;1973;M;1.51;1.64;1979
TFR;Finland;1973;M;1.51;1.63;1980
TFR;Finland;1973;M;1.51;1.64;1981
TFR;Finland;1973;M;1.51;1.72;1982
TFR;Finland;1973;M;1.51;1.74;1983
TFR;Finland;1973;M;1.51;1.69;1984
TFR;Finland;1973;M;1.51;1.64;1985
TFR;Finland;1973;M;1.51;1.60;1986
TFR;Finland;1973;M;1.51;1.59;1987
TFR;Finland;1973;M;1.51;1.69;1988
TFR;Finland;1973;M;1.51;1.71;1989
TFR;Finland;1973;M;1.51;1.78;1990
TFR;Finland;1973;M;1.51;1.79;1991
TFR;Finland;1973;M;1.51;1.85;1992
TFR;Finland;1973;M;1.51;1.81;1993
TFR;Finland;1973;M;1.51;1.85;1994
TFR;Finland;1973;M;1.51;1.81;1995
TFR;Finland;1973;M;1.51;1.76;1996
TFR;Finland;1973;M;1.51;1.75;1997
TFR;Finland;1973;M;1.51;1.70;1998
TFR;Finland;1973;M;1.51;1.74;1999
TFR;Finland;1973;M;1.51;1.73;2000
TFR;Finland;1973;B;1.51;1.49;1973
TFR;Finland;1973;B;1.41;1.61;1974
TFR;Finland;1973;B;1.31;1.68;1975
TFR;Finland;1973;B;1.29;1.70;1976
TFR;Finland;1973;B;1.27;1.68;1977
TFR;Finland;1973;B;1.26;1.64;1978
TFR;Finland;1973;B;1.24;1.64;1979
TFR;Finland;1973;B;1.22;1.63;1980
TFR;Finland;1973;B;1.22;1.64;1981
TFR;Finland;1973;B;1.22;1.72;1982
TFR;Finland;1973;B;1.22;1.74;1983
TFR;Finland;1973;B;1.22;1.69;1984
TFR;Finland;1973;B;1.22;1.64;1985
TFR;Finland;1973;B;1.22;1.60;1986
TFR;Finland;1973;B;1.22;1.59;1987
TFR;Finland;1973;B;1.22;1.69;1988
TFR;Finland;1973;B;1.22;1.71;1989
TFR;Finland;1973;B;1.22;1.78;1990
TFR;Finland;1973;B;1.22;1.79;1991
TFR;Finland;1973;B;1.22;1.85;1992
TFR;Finland;1973;B;1.22;1.81;1993
TFR;Finland;1973;B;1.22;1.85;1994
TFR;Finland;1973;B;1.22;1.81;1995
TFR;Finland;1973;B;1.22;1.76;1996
TFR;Finland;1973;B;1.22;1.75;1997
TFR;Finland;1973;B;1.22;1.70;1998
TFR;Finland;1973;B;1.22;1.74;1999
TFR;Finland;1973;B;1.22;1.73;2000
TFR;Finland;1973;C;1.53;1.49;1973
TFR;Finland;1973;C;1.53;1.61;1974
TFR;Finland;1973;C;1.53;1.68;1975
TFR;Finland;1973;C;1.53;1.70;1976
TFR;Finland;1973;C;1.53;1.68;1977
TFR;Finland;1973;C;1.53;1.64;1978
TFR;Finland;1973;C;1.53;1.64;1979
TFR;Finland;1973;C;1.53;1.63;1980
TFR;Finland;1973;C;1.58;1.64;1981
TFR;Finland;1973;C;1.58;1.72;1982
TFR;Finland;1973;C;1.58;1.74;1983
TFR;Finland;1973;C;1.58;1.69;1984
TFR;Finland;1973;C;1.58;1.64;1985
TFR;Finland;1973;C;1.58;1.60;1986
TFR;Finland;1973;C;1.58;1.59;1987
TFR;Finland;1973;C;1.58;1.69;1988
TFR;Finland;1973;C;1.58;1.71;1989
TFR;Finland;1973;C;1.58;1.78;1990
TFR;Finland;1973;C;1.65;1.79;1991
TFR;Finland;1973;C;1.65;1.85;1992
TFR;Finland;1973;C;1.65;1.81;1993
TFR;Finland;1973;C;1.65;1.85;1994
TFR;Finland;1973;C;1.65;1.81;1995
TFR;Finland;1973;C;1.90;1.76;1996
TFR;Finland;1973;C;1.90;1.75;1997
TFR;Finland;1973;C;1.90;1.70;1998
TFR;Finland;1973;C;1.90;1.74;1999
TFR;Finland;1973;C;1.90;1.73;2000
TFR;Finland;1973;D;1.59;1.49;1973
TFR;Finland;1973;D;1.57;1.61;1974
TFR;Finland;1973;D;1.55;1.68;1975
TFR;Finland;1973;D;1.54;1.70;1976
TFR;Finland;1973;D;1.53;1.68;1977
TFR;Finland;1973;D;1.52;1.64;1978
TFR;Finland;1973;D;1.51;1.64;1979
TFR;Finland;1973;D;1.51;1.63;1980
TFR;Finland;1973;D;1.51;1.64;1981
TFR;Finland;1973;D;1.51;1.72;1982
TFR;Finland;1973;D;1.51;1.74;1983
TFR;Finland;1973;D;1.51;1.69;1984
TFR;Finland;1973;D;1.51;1.64;1985
TFR;Finland;1973;D;1.51;1.60;1986
TFR;Finland;1973;D;1.51;1.59;1987
TFR;Finland;1973;D;1.51;1.69;1988
TFR;Finland;1973;D;1.51;1.71;1989
TFR;Finland;1973;D;1.51;1.78;1990
TFR;Finland;1973;D;1.51;1.79;1991
TFR;Finland;1973;D;1.51;1.85;1992
TFR;Finland;1973;D;1.51;1.81;1993
TFR;Finland;1973;D;1.51;1.85;1994
TFR;Finland;1973;D;1.51;1.81;1995
TFR;Finland;1973;D;1.51;1.76;1996
TFR;Finland;1973;D;1.51;1.75;1997
TFR;Finland;1973;D;1.51;1.70;1998
TFR;Finland;1973;D;1.51;1.74;1999
TFR;Finland;1973;D;1.51;1.73;2000
TFR;Finland;1975;M;1.68;1.68;1975
TFR;Finland;1975;M;1.70;1.70;1976
TFR;Finland;1975;M;1.72;1.68;1977
TFR;Finland;1975;M;1.74;1.64;1978
TFR;Finland;1975;M;1.75;1.64;1979
TFR;Finland;1975;M;1.76;1.63;1980
TFR;Finland;1975;M;1.76;1.64;1981
TFR;Finland;1975;M;1.76;1.72;1982
TFR;Finland;1975;M;1.77;1.74;1983
TFR;Finland;1975;M;1.77;1.69;1984
TFR;Finland;1975;M;1.77;1.64;1985
TFR;Finland;1975;M;1.77;1.60;1986
TFR;Finland;1975;M;1.77;1.59;1987
TFR;Finland;1975;M;1.77;1.69;1988
TFR;Finland;1975;M;1.77;1.71;1989
TFR;Finland;1975;M;1.77;1.78;1990
TFR;Finland;1975;M;1.77;1.79;1991
TFR;Finland;1975;M;1.77;1.85;1992
TFR;Finland;1975;M;1.77;1.81;1993
TFR;Finland;1975;M;1.77;1.85;1994
TFR;Finland;1975;M;1.77;1.81;1995
TFR;Finland;1975;M;1.77;1.76;1996
TFR;Finland;1975;M;1.77;1.75;1997
TFR;Finland;1975;M;1.77;1.70;1998
TFR;Finland;1975;M;1.77;1.74;1999
TFR;Finland;1975;M;1.77;1.73;2000
TFR;Finland;1975;M;1.77;1.73;2001
TFR;Finland;1975;M;1.77;1.72;2002
TFR;Finland;1975;M;1.77;;2003
TFR;Finland;1975;M;1.77;;2004
TFR;Finland;1975;M;1.77;;2005
TFR;Finland;1975;M;1.77;;2006
TFR;Finland;1975;M;1.77;;2007
TFR;Finland;1975;M;1.77;;2008
TFR;Finland;1975;M;1.77;;2009
TFR;Finland;1975;M;1.77;;2010
TFR;Finland;1978;M;1.62;1.64;1978
TFR;Finland;1978;M;1.65;1.64;1979
TFR;Finland;1978;M;1.69;1.63;1980
TFR;Finland;1978;M;1.72;1.64;1981
TFR;Finland;1978;M;1.75;1.72;1982
TFR;Finland;1978;M;1.75;1.74;1983
TFR;Finland;1978;M;1.75;1.69;1984
TFR;Finland;1978;M;1.75;1.64;1985
TFR;Finland;1978;M;1.75;1.60;1986
TFR;Finland;1978;M;1.75;1.59;1987
TFR;Finland;1978;M;1.75;1.69;1988
TFR;Finland;1978;M;1.75;1.71;1989
TFR;Finland;1978;M;1.75;1.78;1990
TFR;Finland;1978;M;1.75;1.79;1991
TFR;Finland;1978;M;1.75;1.85;1992
TFR;Finland;1978;M;1.75;1.81;1993
TFR;Finland;1978;M;1.75;1.85;1994
TFR;Finland;1978;M;1.75;1.81;1995
TFR;Finland;1978;M;1.75;1.76;1996
TFR;Finland;1978;M;1.75;1.75;1997
TFR;Finland;1978;M;1.75;1.70;1998
TFR;Finland;1978;M;1.75;1.74;1999
TFR;Finland;1978;M;1.75;1.73;2000
TFR;Finland;1978;M;1.75;1.73;2001
TFR;Finland;1978;M;1.75;1.72;2002
TFR;Finland;1978;M;1.75;;2003
TFR;Finland;1978;M;1.75;;2004
TFR;Finland;1978;M;1.75;;2005
TFR;Finland;1978;M;1.75;;2006
TFR;Finland;1978;M;1.75;;2007
TFR;Finland;1978;M;1.75;;2008
TFR;Finland;1978;M;1.75;;2009
TFR;Finland;1978;M;1.75;;2010
TFR;Finland;1978;H;1.62;1.64;1978
TFR;Finland;1978;H;1.69;1.64;1979
TFR;Finland;1978;H;1.75;1.63;1980
TFR;Finland;1978;H;1.82;1.64;1981
TFR;Finland;1978;H;1.88;1.72;1982
TFR;Finland;1978;H;1.95;1.74;1983
TFR;Finland;1978;H;2.03;1.69;1984
TFR;Finland;1978;H;2.10;1.64;1985
TFR;Finland;1978;H;2.10;1.60;1986
TFR;Finland;1978;H;2.10;1.59;1987
TFR;Finland;1978;H;2.10;1.69;1988
TFR;Finland;1978;H;2.10;1.71;1989
TFR;Finland;1978;H;2.10;1.78;1990
TFR;Finland;1978;H;2.10;1.79;1991
TFR;Finland;1978;H;2.10;1.85;1992
TFR;Finland;1978;H;2.10;1.81;1993
TFR;Finland;1978;H;2.10;1.85;1994
TFR;Finland;1978;H;2.10;1.81;1995
TFR;Finland;1978;H;2.10;1.76;1996
TFR;Finland;1978;H;2.10;1.75;1997
TFR;Finland;1978;H;2.10;1.70;1998
TFR;Finland;1978;H;2.10;1.74;1999
TFR;Finland;1978;H;2.10;1.73;2000
TFR;Finland;1978;H;2.10;1.73;2001
TFR;Finland;1978;H;2.10;1.72;2002
TFR;Finland;1978;H;2.10;;2003
TFR;Finland;1978;H;2.10;;2004
TFR;Finland;1978;H;2.10;;2005
TFR;Finland;1978;H;2.10;;2006
TFR;Finland;1978;H;2.10;;2007
TFR;Finland;1978;H;2.10;;2008
TFR;Finland;1978;H;2.10;;2009
TFR;Finland;1978;H;2.10;;2010
TFR;Finland;1978;L;1.62;1.64;1978
TFR;Finland;1978;L;1.60;1.64;1979
TFR;Finland;1978;L;1.59;1.63;1980
TFR;Finland;1978;L;1.57;1.64;1981
TFR;Finland;1978;L;1.55;1.72;1982
TFR;Finland;1978;L;1.54;1.74;1983
TFR;Finland;1978;L;1.52;1.69;1984
TFR;Finland;1978;L;1.51;1.64;1985
TFR;Finland;1978;L;1.51;1.60;1986
TFR;Finland;1978;L;1.51;1.59;1987
TFR;Finland;1978;L;1.51;1.69;1988
TFR;Finland;1978;L;1.51;1.71;1989
TFR;Finland;1978;L;1.51;1.78;1990
TFR;Finland;1978;L;1.51;1.79;1991
TFR;Finland;1978;L;1.51;1.85;1992
TFR;Finland;1978;L;1.51;1.81;1993
TFR;Finland;1978;L;1.51;1.85;1994
TFR;Finland;1978;L;1.51;1.81;1995
TFR;Finland;1978;L;1.51;1.76;1996
TFR;Finland;1978;L;1.51;1.75;1997
TFR;Finland;1978;L;1.51;1.70;1998
TFR;Finland;1978;L;1.51;1.74;1999
TFR;Finland;1978;L;1.51;1.73;2000
TFR;Finland;1978;L;1.51;1.73;2001
TFR;Finland;1978;L;1.51;1.72;2002
TFR;Finland;1978;L;1.51;;2003
TFR;Finland;1978;L;1.51;;2004
TFR;Finland;1978;L;1.51;;2005
TFR;Finland;1978;L;1.51;;2006
TFR;Finland;1978;L;1.51;;2007
TFR;Finland;1978;L;1.51;;2008
TFR;Finland;1978;L;1.51;;2009
TFR;Finland;1978;L;1.51;;2010
TFR;Finland;1980;H;1.63;1.63;1980
TFR;Finland;1980;H;1.65;1.64;1981
TFR;Finland;1980;H;1.68;1.72;1982
TFR;Finland;1980;H;1.70;1.74;1983
TFR;Finland;1980;H;1.73;1.69;1984
TFR;Finland;1980;H;1.75;1.64;1985
TFR;Finland;1980;H;1.76;1.60;1986
TFR;Finland;1980;H;1.78;1.59;1987
TFR;Finland;1980;H;1.79;1.69;1988
TFR;Finland;1980;H;1.81;1.71;1989
TFR;Finland;1980;H;1.82;1.78;1990
TFR;Finland;1980;H;1.83;1.79;1991
TFR;Finland;1980;H;1.85;1.85;1992
TFR;Finland;1980;H;1.86;1.81;1993
TFR;Finland;1980;H;1.88;1.85;1994
TFR;Finland;1980;H;1.89;1.81;1995
TFR;Finland;1980;H;1.90;1.76;1996
TFR;Finland;1980;H;1.92;1.75;1997
TFR;Finland;1980;H;1.93;1.70;1998
TFR;Finland;1980;H;1.95;1.74;1999
TFR;Finland;1980;H;1.96;1.73;2000
TFR;Finland;1980;M;1.63;1.63;1980
TFR;Finland;1980;M;1.64;1.64;1981
TFR;Finland;1980;M;1.65;1.72;1982
TFR;Finland;1980;M;1.67;1.74;1983
TFR;Finland;1980;M;1.68;1.69;1984
TFR;Finland;1980;M;1.69;1.64;1985
TFR;Finland;1980;M;1.69;1.60;1986
TFR;Finland;1980;M;1.68;1.59;1987
TFR;Finland;1980;M;1.68;1.69;1988
TFR;Finland;1980;M;1.67;1.71;1989
TFR;Finland;1980;M;1.67;1.78;1990
TFR;Finland;1980;M;1.67;1.79;1991
TFR;Finland;1980;M;1.66;1.85;1992
TFR;Finland;1980;M;1.66;1.81;1993
TFR;Finland;1980;M;1.65;1.85;1994
TFR;Finland;1980;M;1.65;1.81;1995
TFR;Finland;1980;M;1.65;1.76;1996
TFR;Finland;1980;M;1.65;1.75;1997
TFR;Finland;1980;M;1.65;1.70;1998
TFR;Finland;1980;M;1.65;1.74;1999
TFR;Finland;1980;M;1.65;1.73;2000
TFR;Finland;1980;L;1.63;1.63;1980
TFR;Finland;1980;L;1.63;1.64;1981
TFR;Finland;1980;L;1.63;1.72;1982
TFR;Finland;1980;L;1.63;1.74;1983
TFR;Finland;1980;L;1.63;1.69;1984
TFR;Finland;1980;L;1.63;1.64;1985
TFR;Finland;1980;L;1.61;1.60;1986
TFR;Finland;1980;L;1.59;1.59;1987
TFR;Finland;1980;L;1.56;1.69;1988
TFR;Finland;1980;L;1.54;1.71;1989
TFR;Finland;1980;L;1.52;1.78;1990
TFR;Finland;1980;L;1.50;1.79;1991
TFR;Finland;1980;L;1.48;1.85;1992
TFR;Finland;1980;L;1.45;1.81;1993
TFR;Finland;1980;L;1.43;1.85;1994
TFR;Finland;1980;L;1.41;1.81;1995
TFR;Finland;1980;L;1.40;1.76;1996
TFR;Finland;1980;L;1.38;1.75;1997
TFR;Finland;1980;L;1.37;1.70;1998
