Finland, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 06/09/2023
Year    Age        ASFR
1981     33     0.05876
1981     34     0.05002
1981     35     0.04127
1981     36     0.03374
1981     37     0.02768
1981     38     0.02245
1981     39     0.01750
1981     40     0.01233
1981     41     0.00737
1981     42     0.00509
1981     43     0.00338
1981     44     0.00176
1981     45     0.00128
1981     46     0.00033
1981     47     0.00023
1981     48     0.00004
1981     49     0.00000
1981     50     0.00000
1981     51     0.00000
1981     52     0.00000
1981     53     0.00000
1981     54     0.00000
1981     55+    0.00000
1982     12-    0.00000
1982     13     0.00000
1982     14     0.00011
1982     15     0.00069
1982     16     0.00382
1982     17     0.01125
1982     18     0.02376
1982     19     0.04393
1982     20     0.05961
1982     21     0.07454
1982     22     0.09248
1982     23     0.10686
1982     24     0.12172
1982     25     0.13073
1982     26     0.13106
1982     27     0.12822
1982     28     0.12347
1982     29     0.10952
1982     30     0.09920
1982     31     0.08355
1982     32     0.07414
1982     33     0.06178
1982     34     0.05307
1982     35     0.04301
1982     36     0.03622
1982     37     0.02738
1982     38     0.02151
1982     39     0.01741
1982     40     0.01334
1982     41     0.00889
1982     42     0.00581
1982     43     0.00393
1982     44     0.00221
1982     45     0.00110
1982     46     0.00055
1982     47     0.00019
1982     48     0.00004
1982     49     0.00004
1982     50     0.00000
1982     51     0.00000
1982     52     0.00000
1982     53     0.00000
1982     54     0.00000
1982     55+    0.00000
1983     12-    0.00000
1983     13     0.00000
1983     14     0.00015
1983     15     0.00082
1983     16     0.00339
1983     17     0.01088
1983     18     0.02285
1983     19     0.03897
1983     20     0.05879
1983     21     0.07217
1983     22     0.08447
1983     23     0.10076
1983     24     0.12105
1983     25     0.13099
1983     26     0.13651
1983     27     0.13102
1983     28     0.12063
1983     29     0.11540
1983     30     0.10084
1983     31     0.09287
1983     32     0.07710
1983     33     0.06614
1983     34     0.05541
1983     35     0.04571
1983     36     0.03987
1983     37     0.03145
1983     38     0.02336
1983     39     0.01892
1983     40     0.01361
1983     41     0.00948
1983     42     0.00527
1983     43     0.00384
1983     44     0.00163
1983     45     0.00100
1983     46     0.00059
1983     47     0.00037
1983     48     0.00011
1983     49     0.00008
1983     50     0.00000
1983     51     0.00000
1983     52     0.00000
1983     53     0.00000
1983     54     0.00000
1983     55+    0.00000
1984     12-    0.00000
1984     13     0.00000
1984     14     0.00006
1984     15     0.00057
1984     16     0.00324
1984     17     0.01026
1984     18     0.02130
1984     19     0.03839
1984     20     0.05245
1984     21     0.06720
1984     22     0.08067
1984     23     0.09521
1984     24     0.11462
1984     25     0.12470
1984     26     0.12726
1984     27     0.12849
1984     28     0.12360
1984     29     0.11413
1984     30     0.10339
1984     31     0.08742
1984     32     0.08008
1984     33     0.06701
1984     34     0.05575
1984     35     0.04813
1984     36     0.03860
1984     37     0.03249
1984     38     0.02485
1984     39     0.01802
1984     40     0.01425
1984     41     0.00884
1984     42     0.00591
1984     43     0.00359
1984     44     0.00207
1984     45     0.00107
1984     46     0.00045
1984     47     0.00018
1984     48     0.00000
1984     49     0.00000
1984     50     0.00000
1984     51     0.00000
1984     52     0.00000
1984     53     0.00000
1984     54     0.00000
1984     55+    0.00000
1985     12-    0.00000
1985     13     0.00003
1985     14     0.00010
1985     15     0.00080
1985     16     0.00283
1985     17     0.00930
1985     18     0.01766
1985     19     0.03562
1985     20     0.04816
1985     21     0.06299
1985     22     0.07380
1985     23     0.09018
1985     24     0.10657
1985     25     0.11926
1985     26     0.12606
1985     27     0.12747
1985     28     0.12300
1985     29     0.11262
1985     30     0.10200
1985     31     0.08641
1985     32     0.07661
1985     33     0.06693
1985     34     0.05613
1985     35     0.04771
1985     36     0.04044
1985     37     0.03117
1985     38     0.02444
1985     39     0.01869
1985     40     0.01401
1985     41     0.00833
1985     42     0.00618
1985     43     0.00368
1985     44     0.00185
1985     45     0.00107
1985     46     0.00037
1985     47     0.00010
1985     48     0.00007
1985     49     0.00000
1985     50     0.00000
1985     51     0.00000
1985     52     0.00000
1985     53     0.00000
1985     54     0.00000
1985     55+    0.00000
1986     12-    0.00000
1986     13     0.00000
1986     14     0.00010
1986     15     0.00049
1986     16     0.00288
1986     17     0.00831
1986     18     0.01787
1986     19     0.03140
1986     20     0.04659
1986     21     0.05455
1986     22     0.06976
1986     23     0.08251
1986     24     0.10072
1986     25     0.11419
1986     26     0.12317
1986     27     0.12604
1986     28     0.12240
1986     29     0.11456
1986     30     0.10212
1986     31     0.08974
1986     32     0.07805
1986     33     0.06517
1986     34     0.05506
1986     35     0.04698
1986     36     0.03818
1986     37     0.02975
1986     38     0.02349
1986     39     0.01881
1986     40     0.01170
1986     41     0.00875
1986     42     0.00590
1986     43     0.00362
1986     44     0.00207
1986     45     0.00098
1986     46     0.00057
1986     47     0.00020
1986     48     0.00007
1986     49     0.00000
1986     50     0.00004
1986     51     0.00000
1986     52     0.00000
1986     53     0.00000
1986     54     0.00000
1986     55+    0.00000
1987     12-    0.00000
1987     13     0.00003
1987     14     0.00007
1987     15     0.00075
1987     16     0.00204
1987     17     0.00832
1987     18     0.01689
1987     19     0.02889
1987     20     0.04150
1987     21     0.05417
1987     22     0.06517
1987     23     0.07982
1987     24     0.09695
1987     25     0.11170
1987     26     0.12337
1987     27     0.12555
1987     28     0.12221
1987     29     0.11293
1987     30     0.10687
1987     31     0.09255
1987     32     0.07610
1987     33     0.06992
1987     34     0.05654
1987     35     0.04640
1987     36     0.03827
1987     37     0.03073
1987     38     0.02376
1987     39     0.01809
1987     40     0.01370
1987     41     0.00918
1987     42     0.00626
1987     43     0.00405
1987     44     0.00198
1987     45     0.00114
1987     46     0.00024
1987     47     0.00017
1987     48     0.00010
1987     49     0.00000
1987     50     0.00000
1987     51     0.00000
1987     52     0.00000
1987     53     0.00000
1987     54     0.00000
1987     55+    0.00000
1988     12-    0.00000
1988     13     0.00003
1988     14     0.00003
1988     15     0.00079
1988     16     0.00270
1988     17     0.00802
1988     18     0.01626
1988     19     0.03111
1988     20     0.04253
1988     21     0.05434
1988     22     0.06815
1988     23     0.08458
1988     24     0.10026
1988     25     0.11720
1988     26     0.13068
1988     27     0.13651
1988     28     0.13268
1988     29     0.12480
1988     30     0.11322
1988     31     0.10060
1988     32     0.08677
1988     33     0.07238
1988     34     0.06205
1988     35     0.05204
1988     36     0.04208
1988     37     0.03187
1988     38     0.02448
1988     39     0.01879
1988     40     0.01436
1988     41     0.00898
1988     42     0.00641
1988     43     0.00383
1988     44     0.00196
1988     45     0.00121
1988     46     0.00081
1988     47     0.00027
1988     48     0.00003
1988     49     0.00000
1988     50     0.00004
1988     51     0.00000
1988     52     0.00000
1988     53     0.00000
1988     54     0.00000
1988     55+    0.00000
1989     12-    0.00000
1989     13     0.00000
1989     14     0.00003
1989     15     0.00065
1989     16     0.00227
1989     17     0.00789
1989     18     0.01569
1989     19     0.03070
1989     20     0.04171
1989     21     0.05433
1989     22     0.06815
1989     23     0.08424
1989     24     0.09990
1989     25     0.12087
1989     26     0.12666
1989     27     0.13400
1989     28     0.13790
1989     29     0.12789
1989     30     0.11962
1989     31     0.10329
1989     32     0.08887
1989     33     0.07426
1989     34     0.06349
1989     35     0.05366
1989     36     0.03966
1989     37     0.03169
1989     38     0.02380
1989     39     0.01995
1989     40     0.01440
1989     41     0.00899
1989     42     0.00631
1989     43     0.00365
1989     44     0.00189
1989     45     0.00110
1989     46     0.00033
1989     47     0.00030
1989     48     0.00003
1989     49     0.00000
1989     50     0.00003
1989     51     0.00000
1989     52     0.00000
1989     53     0.00000
1989     54     0.00000
1989     55+    0.00000
1990     12-    0.00000
1990     13     0.00000
1990     14     0.00009
1990     15     0.00061
1990     16     0.00289
1990     17     0.00934
1990     18     0.01609
1990     19     0.03265
1990     20     0.04687
1990     21     0.05672
1990     22     0.06631
1990     23     0.08421
1990     24     0.09909
1990     25     0.11906
1990     26     0.13248
1990     27     0.13929
1990     28     0.14074
1990     29     0.13435
1990     30     0.12339
1990     31     0.11031
1990     32     0.09366
1990     33     0.07869
1990     34     0.06765
1990     35     0.05784
1990     36     0.04544
1990     37     0.03552
1990     38     0.02679
1990     39     0.02062
1990     40     0.01644
1990     41     0.00978
1990     42     0.00687
1990     43     0.00385
1990     44     0.00252
1990     45     0.00102
1990     46     0.00061
1990     47     0.00011
1990     48     0.00003
1990     49     0.00000
1990     50     0.00000
1990     51     0.00000
1990     52     0.00000
1990     53     0.00000
1990     54     0.00000
1990     55+    0.00000
1991     12-    0.00000
1991     13     0.00000
1991     14     0.00031
1991     15     0.00056
1991     16     0.00318
1991     17     0.00879
1991     18     0.01753
1991     19     0.03294
1991     20     0.04376
1991     21     0.05710
1991     22     0.06885
1991     23     0.08228
1991     24     0.10389
1991     25     0.12210
1991     26     0.13193
1991     27     0.13902
1991     28     0.13886
1991     29     0.13393
1991     30     0.12564
1991     31     0.11326
1991     32     0.09490
1991     33     0.08197
1991     34     0.06938
1991     35     0.05675
1991     36     0.04513
1991     37     0.03642
1991     38     0.02717
1991     39     0.02004
1991     40     0.01403
1991     41     0.01000
1991     42     0.00709
1991     43     0.00383
1991     44     0.00202
1991     45     0.00111
1991     46     0.00025
1991     47     0.00013
1991     48     0.00004
1991     49     0.00000
1991     50     0.00000
1991     51     0.00000
1991     52     0.00000
1991     53     0.00000
1991     54     0.00000
1991     55+    0.00000
1992     12-    0.00000
1992     13     0.00000
1992     14     0.00017
1992     15     0.00046
1992     16     0.00328
1992     17     0.00846
1992     18     0.01740
1992     19     0.03245
1992     20     0.04485
1992     21     0.05750
1992     22     0.07069
1992     23     0.08563
1992     24     0.10189
1992     25     0.11945
1992     26     0.13752
1992     27     0.14384
1992     28     0.14716
1992     29     0.13969
1992     30     0.12828
1992     31     0.11561
1992     32     0.10023
1992     33     0.08710
1992     34     0.07010
1992     35     0.05929
1992     36     0.04813
1992     37     0.03664
1992     38     0.02911
1992     39     0.02118
1992     40     0.01542
1992     41     0.01069
1992     42     0.00703
1992     43     0.00443
1992     44     0.00199
1992     45     0.00126
1992     46     0.00070
1992     47     0.00009
1992     48     0.00003
1992     49     0.00000
1992     50     0.00000
1992     51     0.00000
1992     52     0.00000
1992     53     0.00000
1992     54     0.00000
1992     55+    0.00000
1993     12-    0.00000
1993     13     0.00000
1993     14     0.00012
1993     15     0.00053
1993     16     0.00268
1993     17     0.00746
1993     18     0.01489
1993     19     0.02887
1993     20     0.04324
1993     21     0.05474
1993     22     0.06919
1993     23     0.08342
1993     24     0.10320
1993     25     0.11687
1993     26     0.13413
1993     27     0.14017
1993     28     0.14189
1993     29     0.13761
1993     30     0.13022
1993     31     0.11373
1993     32     0.10240
1993     33     0.08397
1993     34     0.07193
1993     35     0.05913
1993     36     0.04641
1993     37     0.03769
1993     38     0.02734
1993     39     0.02191
1993     40     0.01532
1993     41     0.00985
1993     42     0.00660
1993     43     0.00406
1993     44     0.00236
1993     45     0.00112
1993     46     0.00032
1993     47     0.00039
1993     48     0.00003
1993     49     0.00003
1993     50     0.00004
1993     51     0.00000
1993     52     0.00000
1993     53     0.00000
1993     54     0.00000
1993     55+    0.00000
1994     12-    0.00000
1994     13     0.00006
1994     14     0.00003
1994     15     0.00041
1994     16     0.00207
1994     17     0.00608
1994     18     0.01317
1994     19     0.02880
1994     20     0.04184
1994     21     0.05607
1994     22     0.06802
1994     23     0.08501
1994     24     0.10202
1994     25     0.12169
1994     26     0.13442
1994     27     0.13732
1994     28     0.14034
1994     29     0.14062
1994     30     0.13036
1994     31     0.12009
1994     32     0.10505
1994     33     0.09117
1994     34     0.07511
1994     35     0.06391
1994     36     0.05098
1994     37     0.03945
1994     38     0.02922
1994     39     0.02157
1994     40     0.01519
1994     41     0.00965
1994     42     0.00729
1994     43     0.00438
1994     44     0.00229
1994     45     0.00101
1994     46     0.00064
1994     47     0.00018
1994     48     0.00011
1994     49     0.00003
1994     50     0.00003
1994     51     0.00004
1994     52     0.00000
1994     53     0.00000
1994     54     0.00000
1994     55+    0.00000
1995     12-    0.00000
1995     13     0.00000
1995     14     0.00010
1995     15     0.00041
1995     16     0.00210
1995     17     0.00615
1995     18     0.01319
1995     19     0.02654
1995     20     0.03982
1995     21     0.05032
1995     22     0.06706
1995     23     0.08007
1995     24     0.09465
1995     25     0.11585
1995     26     0.12356
1995     27     0.13706
1995     28     0.13615
1995     29     0.13637
1995     30     0.12802
1995     31     0.12185
1995     32     0.10413
1995     33     0.09127
1995     34     0.07944
1995     35     0.06190
1995     36     0.05256
1995     37     0.04034
1995     38     0.02993
1995     39     0.02447
1995     40     0.01651
1995     41     0.01181
1995     42     0.00685
1995     43     0.00417
1995     44     0.00221
1995     45     0.00132
1995     46     0.00051
1995     47     0.00021
1995     48     0.00002
1995     49     0.00005
1995     50     0.00000
1995     51     0.00000
1995     52     0.00000
1995     53     0.00000
1995     54     0.00000
1995     55+    0.00000
1996     12-    0.00003
1996     13     0.00000
1996     14     0.00006
1996     15     0.00038
1996     16     0.00237
1996     17     0.00682
1996     18     0.01329
1996     19     0.02547
1996     20     0.03904
1996     21     0.05172
1996     22     0.06401
1996     23     0.07494
1996     24     0.09227
1996     25     0.10838
1996     26     0.12244
1996     27     0.12827
1996     28     0.13393
1996     29     0.13065
1996     30     0.12690
1996     31     0.11354
1996     32     0.10350
1996     33     0.08964
1996     34     0.07746
1996     35     0.06490
1996     36     0.05230
1996     37     0.04184
1996     38     0.03231
1996     39     0.02453
1996     40     0.01710
1996     41     0.01049
1996     42     0.00694
1996     43     0.00397
1996     44     0.00212
1996     45     0.00107
1996     46     0.00057
1996     47     0.00023
1996     48     0.00011
1996     49     0.00000
1996     50     0.00000
1996     51     0.00000
1996     52     0.00000
1996     53     0.00000
1996     54     0.00000
1996     55+    0.00000
1997     12-    0.00000
1997     13     0.00000
1997     14     0.00012
1997     15     0.00031
1997     16     0.00178
1997     17     0.00549
1997     18     0.01122
1997     19     0.02641
1997     20     0.03900
1997     21     0.04971
1997     22     0.05939
1997     23     0.07617
1997     24     0.09177
1997     25     0.10753
1997     26     0.11518
1997     27     0.12877
1997     28     0.13174
1997     29     0.13080
1997     30     0.12298
1997     31     0.11428
1997     32     0.10071
1997     33     0.09063
1997     34     0.07688
1997     35     0.06446
1997     36     0.05582
1997     37     0.04248
1997     38     0.03363
1997     39     0.02346
1997     40     0.01757
1997     41     0.01102
1997     42     0.00745
1997     43     0.00421
1997     44     0.00272
1997     45     0.00138
1997     46     0.00065
1997     47     0.00041
1997     48     0.00016
1997     49     0.00007
1997     50     0.00000
1997     51     0.00000
1997     52     0.00000
1997     53     0.00000
1997     54     0.00000
1997     55+    0.00000
1998     12-    0.00000
1998     13     0.00000
1998     14     0.00012
1998     15     0.00057
1998     16     0.00183
1998     17     0.00547
1998     18     0.01283
1998     19     0.02576
1998     20     0.03644
1998     21     0.04717
1998     22     0.05898
1998     23     0.07218
1998     24     0.08537
1998     25     0.09953
1998     26     0.11429
1998     27     0.12164
1998     28     0.12512
1998     29     0.12318
1998     30     0.12133
1998     31     0.11239
1998     32     0.10104
1998     33     0.09071
1998     34     0.07654
1998     35     0.06498
1998     36     0.05437
1998     37     0.04160
1998     38     0.03195
1998     39     0.02722
1998     40     0.01787
1998     41     0.01211
1998     42     0.00795
1998     43     0.00455
1998     44     0.00238
1998     45     0.00130
1998     46     0.00085
1998     47     0.00035
1998     48     0.00007
1998     49     0.00002
1998     50     0.00000
1998     51     0.00000
1998     52     0.00002
1998     53     0.00000
1998     54     0.00000
1998     55+    0.00000
1999     12-    0.00000
1999     13     0.00000
1999     14     0.00012
1999     15     0.00049
1999     16     0.00241
1999     17     0.00531
1999     18     0.01300
1999     19     0.02774
1999     20     0.03970
1999     21     0.04954
1999     22     0.06028
1999     23     0.07024
1999     24     0.08678
1999     25     0.09873
1999     26     0.11219
1999     27     0.12272
1999     28     0.12473
1999     29     0.12682
1999     30     0.12370
1999     31     0.11695
1999     32     0.10389
1999     33     0.09116
1999     34     0.07744
1999     35     0.06580
1999     36     0.05826
1999     37     0.04444
1999     38     0.03660
1999     39     0.02672
1999     40     0.01911
1999     41     0.01256
1999     42     0.00777
1999     43     0.00508
1999     44     0.00229
1999     45     0.00121
1999     46     0.00048
1999     47     0.00030
1999     48     0.00012
1999     49     0.00002
1999     50     0.00002
1999     51     0.00000
1999     52     0.00000
1999     53     0.00000
1999     54     0.00000
1999     55+    0.00000
2000     12-    0.00000
2000     13     0.00000
2000     14     0.00010
2000     15     0.00078
2000     16     0.00261
2000     17     0.00716
2000     18     0.01357
2000     19     0.02627
2000     20     0.04022
2000     21     0.04849
2000     22     0.05947
2000     23     0.07025
2000     24     0.08294
2000     25     0.09916
2000     26     0.11114
2000     27     0.12018
2000     28     0.12441
2000     29     0.12400
2000     30     0.12318
2000     31     0.11759
2000     32     0.10268
2000     33     0.09294
2000     34     0.08081
2000     35     0.06884
2000     36     0.05653
2000     37     0.04389
2000     38     0.03491
2000     39     0.02739
2000     40     0.01905
2000     41     0.01223
2000     42     0.00780
2000     43     0.00520
2000     44     0.00254
2000     45     0.00130
2000     46     0.00058
2000     47     0.00038
2000     48     0.00005
2000     49     0.00005
2000     50     0.00007
2000     51     0.00000
2000     52     0.00000
2000     53     0.00000
2000     54     0.00000
2000     55+    0.00000
2001     12-    0.00000
2001     13     0.00003
2001     14     0.00017
2001     15     0.00091
2001     16     0.00231
2001     17     0.00733
2001     18     0.01407
2001     19     0.02793
2001     20     0.03885
2001     21     0.04668
2001     22     0.05868
2001     23     0.07055
2001     24     0.08343
2001     25     0.09916
2001     26     0.10751
2001     27     0.11887
2001     28     0.12213
2001     29     0.12466
2001     30     0.11980
2001     31     0.11382
2001     32     0.10516
2001     33     0.09366
2001     34     0.08106
2001     35     0.07006
2001     36     0.05776
2001     37     0.04542
2001     38     0.03719
2001     39     0.02767
2001     40     0.01979
2001     41     0.01326
2001     42     0.00728
2001     43     0.00533
2001     44     0.00289
2001     45     0.00130
2001     46     0.00064
2001     47     0.00020
2001     48     0.00023
2001     49     0.00003
2001     50     0.00005
2001     51     0.00000
2001     52     0.00002
2001     53     0.00000
2001     54     0.00000
2001     55+    0.00000
2002     12-    0.00000
2002     13     0.00000
2002     14     0.00010
2002     15     0.00077
2002     16     0.00239
2002     17     0.00800
2002     18     0.01442
2002     19     0.02865
2002     20     0.03894
2002     21     0.04761
2002     22     0.05513
2002     23     0.06570
2002     24     0.07892
2002     25     0.09726
2002     26     0.10607
2002     27     0.11375
2002     28     0.12357
2002     29     0.12462
2002     30     0.12707
2002     31     0.11261
2002     32     0.10330
2002     33     0.09480
2002     34     0.08130
2002     35     0.07168
2002     36     0.05745
2002     37     0.04614
2002     38     0.03646
2002     39     0.02906
2002     40     0.01961
2002     41     0.01367
2002     42     0.00805
2002     43     0.00506
2002     44     0.00278
2002     45     0.00133
2002     46     0.00110
2002     47     0.00028
2002     48     0.00020
2002     49     0.00010
2002     50     0.00000
2002     51     0.00000
2002     52     0.00000
2002     53     0.00000
2002     54     0.00000
2002     55+    0.00000
2003     12-    0.00000
2003     13     0.00003
2003     14     0.00010
2003     15     0.00058
2003     16     0.00227
2003     17     0.00704
2003     18     0.01397
2003     19     0.02648
2003     20     0.03912
2003     21     0.04595
2003     22     0.05602
2003     23     0.06560
2003     24     0.07863
2003     25     0.09450
2003     26     0.10766
2003     27     0.12182
2003     28     0.12594
2003     29     0.12871
2003     30     0.12658
2003     31     0.12476
2003     32     0.10821
2003     33     0.09721
2003     34     0.08394
2003     35     0.07360
2003     36     0.06087
2003     37     0.04773
2003     38     0.03631
2003     39     0.02947
2003     40     0.02130
2003     41     0.01430
2003     42     0.00938
2003     43     0.00552
2003     44     0.00315
2003     45     0.00161
2003     46     0.00070
2003     47     0.00023
2003     48     0.00003
2003     49     0.00003
2003     50     0.00005
2003     51     0.00003
2003     52     0.00000
2003     53     0.00000
2003     54     0.00000
2003     55+    0.00000
2004     12-    0.00000
2004     13     0.00000
2004     14     0.00012
2004     15     0.00067
2004     16     0.00196
2004     17     0.00756
2004     18     0.01363
2004     19     0.02872
2004     20     0.04001
2004     21     0.04889
2004     22     0.05835
2004     23     0.06379
2004     24     0.08021
2004     25     0.09035
2004     26     0.10927
2004     27     0.11941
2004     28     0.12874
2004     29     0.13209
2004     30     0.13012
2004     31     0.12321
2004     32     0.11499
2004     33     0.10191
2004     34     0.09059
2004     35     0.07614
2004     36     0.06311
2004     37     0.04950
2004     38     0.03940
2004     39     0.02939
2004     40     0.02255
2004     41     0.01503
2004     42     0.00987
2004     43     0.00508
2004     44     0.00249
2004     45     0.00155
2004     46     0.00072
2004     47     0.00031
2004     48     0.00013
2004     49     0.00005
2004     50     0.00010
2004     51     0.00000
2004     52     0.00000
2004     53     0.00000
2004     54     0.00000
2004     55+    0.00000
2005     12-    0.00000
2005     13     0.00000
2005     14     0.00015
2005     15     0.00062
2005     16     0.00225
2005     17     0.00593
2005     18     0.01356
2005     19     0.02961
2005     20     0.03968
2005     21     0.04913
2005     22     0.05800
2005     23     0.06519
2005     24     0.07557
2005     25     0.08787
2005     26     0.10736
2005     27     0.12060
2005     28     0.12822
2005     29     0.13616
2005     30     0.13060
2005     31     0.12684
2005     32     0.11666
2005     33     0.10117
2005     34     0.08962
2005     35     0.07485
2005     36     0.06598
2005     37     0.05152
2005     38     0.03861
2005     39     0.03037
2005     40     0.02181
2005     41     0.01435
2005     42     0.00929
2005     43     0.00599
2005     44     0.00234
2005     45     0.00152
2005     46     0.00098
2005     47     0.00021
2005     48     0.00013
2005     49     0.00013
2005     50     0.00000
2005     51     0.00000
2005     52     0.00000
2005     53     0.00000
2005     54     0.00000
2005     55+    0.00000
2006     12-    0.00000
2006     13     0.00000
2006     14     0.00009
2006     15     0.00018
2006     16     0.00235
2006     17     0.00635
2006     18     0.01176
2006     19     0.02794
2006     20     0.03886
2006     21     0.04877
2006     22     0.05728
2006     23     0.06616
2006     24     0.07955
2006     25     0.09391
2006     26     0.10910
2006     27     0.11707
2006     28     0.12813
2006     29     0.13564
2006     30     0.13407
2006     31     0.12918
2006     32     0.12174
2006     33     0.10652
2006     34     0.09469
2006     35     0.07964
2006     36     0.06492
2006     37     0.05280
2006     38     0.04258
2006     39     0.02997
2006     40     0.02239
2006     41     0.01528
2006     42     0.00929
2006     43     0.00522
2006     44     0.00307
2006     45     0.00148
2006     46     0.00051
2006     47     0.00025
2006     48     0.00005
2006     49     0.00000
2006     50     0.00000
2006     51     0.00000
2006     52     0.00010
2006     53     0.00000
2006     54     0.00000
2006     55+    0.00000
2007     12-    0.00000
2007     13     0.00000
2007     14     0.00006
2007     15     0.00040
2007     16     0.00189
2007     17     0.00595
2007     18     0.01118
2007     19     0.02708
2007     20     0.03792
2007     21     0.04969
2007     22     0.05712
2007     23     0.06776
2007     24     0.07860
2007     25     0.09103
2007     26     0.10712
2007     27     0.11685
2007     28     0.12543
2007     29     0.13518
2007     30     0.13077
2007     31     0.12917
2007     32     0.11817
2007     33     0.10904
2007     34     0.09422
2007     35     0.08320
2007     36     0.06728
2007     37     0.05218
2007     38     0.04197
2007     39     0.03008
2007     40     0.02371
2007     41     0.01514
2007     42     0.01008
2007     43     0.00565
2007     44     0.00278
2007     45     0.00139
2007     46     0.00075
2007     47     0.00032
2007     48     0.00014
2007     49     0.00003
2007     50     0.00008
2007     51     0.00000
2007     52     0.00000
2007     53     0.00000
2007     54     0.00000
2007     55+    0.00000
2008     12-    0.00000
2008     13     0.00000
2008     14     0.00012
2008     15     0.00030
2008     16     0.00137
2008     17     0.00530
2008     18     0.01124
2008     19     0.02548
2008     20     0.03845
2008     21     0.05010
2008     22     0.05671
2008     23     0.06823
2008     24     0.07905
2008     25     0.09098
2008     26     0.10497
2008     27     0.11691
2008     28     0.12839
2008     29     0.13240
2008     30     0.13501
2008     31     0.12954
2008     32     0.12169
2008     33     0.10889
2008     34     0.09729
2008     35     0.08339
2008     36     0.06835
2008     37     0.05505
2008     38     0.04387
2008     39     0.03315
2008     40     0.02392
2008     41     0.01500
2008     42     0.00913
2008     43     0.00640
2008     44     0.00310
2008     45     0.00141
2008     46     0.00085
2008     47     0.00032
2008     48     0.00005
2008     49     0.00011
2008     50     0.00003
2008     51     0.00005
2008     52     0.00000
2008     53     0.00000
2008     54     0.00000
2008     55+    0.00000
2009     12-    0.00000
2009     13     0.00000
2009     14     0.00012
2009     15     0.00056
2009     16     0.00154
2009     17     0.00412
2009     18     0.01121
2009     19     0.02493
2009     20     0.03782
2009     21     0.04887
2009     22     0.06027
2009     23     0.06988
2009     24     0.07973
2009     25     0.09327
2009     26     0.10737
2009     27     0.12030
2009     28     0.12737
2009     29     0.13172
2009     30     0.13123
2009     31     0.13155
2009     32     0.12149
2009     33     0.11306
2009     34     0.09909
2009     35     0.08443
2009     36     0.07222
2009     37     0.05469
2009     38     0.04139
2009     39     0.03335
2009     40     0.02487
2009     41     0.01670
2009     42     0.00951
2009     43     0.00665
2009     44     0.00305
2009     45     0.00120
2009     46     0.00048
2009     47     0.00029
2009     48     0.00008
2009     49     0.00005
2009     50     0.00003
2009     51     0.00000
2009     52     0.00000
2009     53     0.00005
2009     54     0.00000
2009     55+    0.00000
2010     12-    0.00000
2010     13     0.00003
2010     14     0.00007
2010     15     0.00031
2010     16     0.00164
2010     17     0.00480
2010     18     0.01007
2010     19     0.02494
2010     20     0.03694
2010     21     0.04677
2010     22     0.05972
2010     23     0.06531
2010     24     0.07781
2010     25     0.09419
2010     26     0.10722
2010     27     0.11851
2010     28     0.13054
2010     29     0.13424
2010     30     0.13564
2010     31     0.13361
2010     32     0.12415
2010     33     0.11164
2010     34     0.09625
2010     35     0.08335
2010     36     0.07397
2010     37     0.05507
2010     38     0.04582
2010     39     0.03449
2010     40     0.02474
2010     41     0.01611
2010     42     0.01047
2010     43     0.00522
2010     44     0.00313
2010     45     0.00140
2010     46     0.00106
2010     47     0.00043
2010     48     0.00027
2010     49     0.00003
2010     50     0.00008
2010     51     0.00000
2010     52     0.00005
2010     53     0.00000
2010     54     0.00000
2010     55+    0.00000
2011     12-    0.00000
2011     13     0.00003
2011     14     0.00003
2011     15     0.00036
2011     16     0.00167
2011     17     0.00328
2011     18     0.00966
2011     19     0.02274
2011     20     0.03573
2011     21     0.04468
2011     22     0.05403
2011     23     0.06229
2011     24     0.07894
2011     25     0.09042
2011     26     0.10363
2011     27     0.11260
2011     28     0.12587
2011     29     0.13119
2011     30     0.13077
2011     31     0.13024
2011     32     0.12266
2011     33     0.10902
2011     34     0.09990
2011     35     0.08715
2011     36     0.06792
2011     37     0.05660
2011     38     0.04597
2011     39     0.03335
2011     40     0.02588
2011     41     0.01664
2011     42     0.01013
2011     43     0.00670
2011     44     0.00331
2011     45     0.00187
2011     46     0.00097
2011     47     0.00032
2011     48     0.00021
2011     49     0.00003
2011     50     0.00003
2011     51     0.00000
2011     52     0.00005
2011     53     0.00000
2011     54     0.00000
2011     55+    0.00000
2012     12-    0.00000
2012     13     0.00000
2012     14     0.00014
2012     15     0.00030
2012     16     0.00117
2012     17     0.00464
2012     18     0.00889
2012     19     0.02122
2012     20     0.03317
2012     21     0.04428
2012     22     0.05471
2012     23     0.06152
2012     24     0.07542
2012     25     0.08843
2012     26     0.10139
2012     27     0.11551
2012     28     0.12199
2012     29     0.12472
2012     30     0.12391
2012     31     0.12709
2012     32     0.11901
2012     33     0.11082
2012     34     0.09965
2012     35     0.08430
2012     36     0.07243
2012     37     0.05839
2012     38     0.04560
2012     39     0.03342
2012     40     0.02651
2012     41     0.01693
2012     42     0.01181
2012     43     0.00648
2012     44     0.00306
2012     45     0.00188
2012     46     0.00074
2012     47     0.00035
2012     48     0.00043
2012     49     0.00011
2012     50     0.00008
2012     51     0.00003
2012     52     0.00003
2012     53     0.00000
2012     54     0.00000
2012     55+    0.00000
