"Country","Year","Age","ASFR"
"SWE",1892,36,0.1872
"SWE",1892,37,0.17135
"SWE",1892,38,0.16498
"SWE",1892,39,0.15469
"SWE",1892,40,0.13889
"SWE",1892,41,0.11619
"SWE",1892,42,0.09935
"SWE",1892,43,0.07721
"SWE",1892,44,0.05627
"SWE",1892,45,0.03632
"SWE",1892,46,0.01963
"SWE",1892,47,0.00954
"SWE",1892,48,0.0046
"SWE",1892,49,0.00204
"SWE",1892,50,0.00052
"SWE",1892,51,4e-05
"SWE",1892,52,0
"SWE",1892,53,0
"SWE",1892,54,0
"SWE",1892,55,0
"SWE",1893,12,0
"SWE",1893,13,0
"SWE",1893,14,2e-05
"SWE",1893,15,0.00036
"SWE",1893,16,0.00195
"SWE",1893,17,0.00714
"SWE",1893,18,0.01605
"SWE",1893,19,0.03447
"SWE",1893,20,0.05904
"SWE",1893,21,0.08188
"SWE",1893,22,0.10817
"SWE",1893,23,0.13475
"SWE",1893,24,0.15334
"SWE",1893,25,0.16407
"SWE",1893,26,0.18321
"SWE",1893,27,0.193
"SWE",1893,28,0.1972
"SWE",1893,29,0.20857
"SWE",1893,30,0.21076
"SWE",1893,31,0.20942
"SWE",1893,32,0.21323
"SWE",1893,33,0.20371
"SWE",1893,34,0.19727
"SWE",1893,35,0.19385
"SWE",1893,36,0.18874
"SWE",1893,37,0.18079
"SWE",1893,38,0.16738
"SWE",1893,39,0.15997
"SWE",1893,40,0.14443
"SWE",1893,41,0.11933
"SWE",1893,42,0.10214
"SWE",1893,43,0.07985
"SWE",1893,44,0.05308
"SWE",1893,45,0.03594
"SWE",1893,46,0.01948
"SWE",1893,47,0.00929
"SWE",1893,48,0.00444
"SWE",1893,49,0.0019
"SWE",1893,50,0.00068
"SWE",1893,51,4e-05
"SWE",1893,52,4e-05
"SWE",1893,53,0
"SWE",1893,54,0
"SWE",1893,55,0
"SWE",1894,12,0
"SWE",1894,13,0
"SWE",1894,14,0
"SWE",1894,15,0.00021
"SWE",1894,16,0.00146
"SWE",1894,17,0.00617
"SWE",1894,18,0.01713
"SWE",1894,19,0.03478
"SWE",1894,20,0.05597
"SWE",1894,21,0.08295
"SWE",1894,22,0.11007
"SWE",1894,23,0.13802
"SWE",1894,24,0.15705
"SWE",1894,25,0.16907
"SWE",1894,26,0.17841
"SWE",1894,27,0.18872
"SWE",1894,28,0.19617
"SWE",1894,29,0.20606
"SWE",1894,30,0.2104
"SWE",1894,31,0.20244
"SWE",1894,32,0.20837
"SWE",1894,33,0.20448
"SWE",1894,34,0.1974
"SWE",1894,35,0.18842
"SWE",1894,36,0.18338
"SWE",1894,37,0.17737
"SWE",1894,38,0.17029
"SWE",1894,39,0.15603
"SWE",1894,40,0.14931
"SWE",1894,41,0.12185
"SWE",1894,42,0.10111
"SWE",1894,43,0.07762
"SWE",1894,44,0.05709
"SWE",1894,45,0.03689
"SWE",1894,46,0.018
"SWE",1894,47,0.00983
"SWE",1894,48,0.00414
"SWE",1894,49,0.00201
"SWE",1894,50,0.00082
"SWE",1894,51,0
"SWE",1894,52,0
"SWE",1894,53,0
"SWE",1894,54,0
"SWE",1894,55,0
"SWE",1895,12,0
"SWE",1895,13,2e-05
"SWE",1895,14,0.00013
"SWE",1895,15,0.00055
"SWE",1895,16,0.00213
"SWE",1895,17,0.00728
"SWE",1895,18,0.01793
"SWE",1895,19,0.03808
"SWE",1895,20,0.06214
"SWE",1895,21,0.08588
"SWE",1895,22,0.11468
"SWE",1895,23,0.14071
"SWE",1895,24,0.15773
"SWE",1895,25,0.17694
"SWE",1895,26,0.18384
"SWE",1895,27,0.19528
"SWE",1895,28,0.20751
"SWE",1895,29,0.20639
"SWE",1895,30,0.21101
"SWE",1895,31,0.21421
"SWE",1895,32,0.20601
"SWE",1895,33,0.20367
"SWE",1895,34,0.19964
"SWE",1895,35,0.19849
"SWE",1895,36,0.18704
"SWE",1895,37,0.17755
"SWE",1895,38,0.1665
"SWE",1895,39,0.15624
"SWE",1895,40,0.14444
"SWE",1895,41,0.12426
"SWE",1895,42,0.10052
"SWE",1895,43,0.07912
"SWE",1895,44,0.05466
"SWE",1895,45,0.03313
"SWE",1895,46,0.01692
"SWE",1895,47,0.00856
"SWE",1895,48,0.00258
"SWE",1895,49,0.00115
"SWE",1895,50,0.00047
"SWE",1895,51,0
"SWE",1895,52,0
"SWE",1895,53,0
"SWE",1895,54,0
"SWE",1895,55,0
"SWE",1896,12,0
"SWE",1896,13,0
"SWE",1896,14,2e-05
"SWE",1896,15,3e-04
"SWE",1896,16,0.00211
"SWE",1896,17,0.00797
"SWE",1896,18,0.02035
"SWE",1896,19,0.03904
"SWE",1896,20,0.06321
"SWE",1896,21,0.0912
"SWE",1896,22,0.11505
"SWE",1896,23,0.13921
"SWE",1896,24,0.15996
"SWE",1896,25,0.17829
"SWE",1896,26,0.18781
"SWE",1896,27,0.19251
"SWE",1896,28,0.19602
"SWE",1896,29,0.20522
"SWE",1896,30,0.20747
"SWE",1896,31,0.20946
"SWE",1896,32,0.20246
"SWE",1896,33,0.20045
"SWE",1896,34,0.20136
"SWE",1896,35,0.19068
"SWE",1896,36,0.18351
"SWE",1896,37,0.17929
"SWE",1896,38,0.1667
"SWE",1896,39,0.1503
"SWE",1896,40,0.14165
"SWE",1896,41,0.12009
"SWE",1896,42,0.10268
"SWE",1896,43,0.07636
"SWE",1896,44,0.05337
"SWE",1896,45,0.03298
"SWE",1896,46,0.01724
"SWE",1896,47,0.00799
"SWE",1896,48,0.00391
"SWE",1896,49,0.00088
"SWE",1896,50,0.00041
"SWE",1896,51,0
"SWE",1896,52,0
"SWE",1896,53,0
"SWE",1896,54,0
"SWE",1896,55,0
"SWE",1897,12,0
"SWE",1897,13,2e-05
"SWE",1897,14,6e-05
"SWE",1897,15,0.00037
"SWE",1897,16,0.00266
"SWE",1897,17,0.00856
"SWE",1897,18,0.02024
"SWE",1897,19,0.03802
"SWE",1897,20,0.06442
"SWE",1897,21,0.08993
"SWE",1897,22,0.11829
"SWE",1897,23,0.13712
"SWE",1897,24,0.15988
"SWE",1897,25,0.17193
"SWE",1897,26,0.18852
"SWE",1897,27,0.19234
"SWE",1897,28,0.19698
"SWE",1897,29,0.19841
"SWE",1897,30,0.20547
"SWE",1897,31,0.20197
"SWE",1897,32,0.20151
"SWE",1897,33,0.1997
"SWE",1897,34,0.19107
"SWE",1897,35,0.18673
"SWE",1897,36,0.17876
"SWE",1897,37,0.17463
"SWE",1897,38,0.15893
"SWE",1897,39,0.14648
"SWE",1897,40,0.13628
"SWE",1897,41,0.11715
"SWE",1897,42,0.10042
"SWE",1897,43,0.0769
"SWE",1897,44,0.05013
"SWE",1897,45,0.03288
"SWE",1897,46,0.01738
"SWE",1897,47,0.0082
"SWE",1897,48,0.00315
"SWE",1897,49,0.00133
"SWE",1897,50,3e-04
"SWE",1897,51,0
"SWE",1897,52,0
"SWE",1897,53,0
"SWE",1897,54,0
"SWE",1897,55,0
"SWE",1898,12,0
"SWE",1898,13,0
"SWE",1898,14,0.00014
"SWE",1898,15,7e-04
"SWE",1898,16,0.00234
"SWE",1898,17,0.00944
"SWE",1898,18,0.02166
"SWE",1898,19,0.04247
"SWE",1898,20,0.06694
"SWE",1898,21,0.09384
"SWE",1898,22,0.11989
"SWE",1898,23,0.14144
"SWE",1898,24,0.16114
"SWE",1898,25,0.17876
"SWE",1898,26,0.18807
"SWE",1898,27,0.19958
"SWE",1898,28,0.20327
"SWE",1898,29,0.20648
"SWE",1898,30,0.20095
"SWE",1898,31,0.20399
"SWE",1898,32,0.20819
"SWE",1898,33,0.20206
"SWE",1898,34,0.19647
"SWE",1898,35,0.19163
"SWE",1898,36,0.18354
"SWE",1898,37,0.17318
"SWE",1898,38,0.16365
"SWE",1898,39,0.1481
"SWE",1898,40,0.13618
"SWE",1898,41,0.11651
"SWE",1898,42,0.09584
"SWE",1898,43,0.07413
"SWE",1898,44,0.05168
"SWE",1898,45,0.02944
"SWE",1898,46,0.0174
"SWE",1898,47,0.00845
"SWE",1898,48,0.00318
"SWE",1898,49,0.00121
"SWE",1898,50,0.00049
"SWE",1898,51,0.00021
"SWE",1898,52,4e-05
"SWE",1898,53,0
"SWE",1898,54,0
"SWE",1898,55,0
"SWE",1899,12,0
"SWE",1899,13,0
"SWE",1899,14,8e-05
"SWE",1899,15,0.00058
"SWE",1899,16,0.00247
"SWE",1899,17,0.00921
"SWE",1899,18,0.02191
"SWE",1899,19,0.04194
"SWE",1899,20,0.06633
"SWE",1899,21,0.09231
"SWE",1899,22,0.11871
"SWE",1899,23,0.13999
"SWE",1899,24,0.15999
"SWE",1899,25,0.17267
"SWE",1899,26,0.1907
"SWE",1899,27,0.19833
"SWE",1899,28,0.19672
"SWE",1899,29,0.20402
"SWE",1899,30,0.19726
"SWE",1899,31,0.19926
"SWE",1899,32,0.19173
"SWE",1899,33,0.18904
"SWE",1899,34,0.18662
"SWE",1899,35,0.18327
"SWE",1899,36,0.17729
"SWE",1899,37,0.1684
"SWE",1899,38,0.1571
"SWE",1899,39,0.14612
"SWE",1899,40,0.12865
"SWE",1899,41,0.11259
"SWE",1899,42,0.09182
"SWE",1899,43,0.07257
"SWE",1899,44,0.05047
"SWE",1899,45,0.03089
"SWE",1899,46,0.01689
"SWE",1899,47,0.00792
"SWE",1899,48,0.00304
"SWE",1899,49,0.00131
"SWE",1899,50,0.00031
"SWE",1899,51,8e-05
"SWE",1899,52,0
"SWE",1899,53,0
"SWE",1899,54,0
"SWE",1899,55,0
"SWE",1900,12,0
"SWE",1900,13,0
"SWE",1900,14,0.00013
"SWE",1900,15,0.00053
"SWE",1900,16,0.00275
"SWE",1900,17,0.00932
"SWE",1900,18,0.02328
"SWE",1900,19,0.04409
"SWE",1900,20,0.06776
"SWE",1900,21,0.09643
"SWE",1900,22,0.12512
"SWE",1900,23,0.14631
"SWE",1900,24,0.16285
"SWE",1900,25,0.18104
"SWE",1900,26,0.18762
"SWE",1900,27,0.19838
"SWE",1900,28,0.20742
"SWE",1900,29,0.20192
"SWE",1900,30,0.20518
"SWE",1900,31,0.19952
"SWE",1900,32,0.19836
"SWE",1900,33,0.19702
"SWE",1900,34,0.19467
"SWE",1900,35,0.18539
"SWE",1900,36,0.17982
"SWE",1900,37,0.17125
"SWE",1900,38,0.159
"SWE",1900,39,0.14626
"SWE",1900,40,0.13467
"SWE",1900,41,0.11241
"SWE",1900,42,0.09292
"SWE",1900,43,0.07172
"SWE",1900,44,0.05078
"SWE",1900,45,0.02962
"SWE",1900,46,0.01743
"SWE",1900,47,0.0071
"SWE",1900,48,0.00361
"SWE",1900,49,0.00142
"SWE",1900,50,0.00023
"SWE",1900,51,8e-05
"SWE",1900,52,4e-05
"SWE",1900,53,0
"SWE",1900,54,0
"SWE",1900,55,0
"SWE",1901,12,0
"SWE",1901,13,0
"SWE",1901,14,6e-05
"SWE",1901,15,0.00054
"SWE",1901,16,0.00319
"SWE",1901,17,0.00999
"SWE",1901,18,0.02337
"SWE",1901,19,0.04357
"SWE",1901,20,0.07122
"SWE",1901,21,0.09931
"SWE",1901,22,0.12555
"SWE",1901,23,0.14792
"SWE",1901,24,0.16847
"SWE",1901,25,0.18322
"SWE",1901,26,0.19279
"SWE",1901,27,0.20267
"SWE",1901,28,0.20543
"SWE",1901,29,0.2106
"SWE",1901,30,0.20504
"SWE",1901,31,0.20321
"SWE",1901,32,0.19477
"SWE",1901,33,0.18831
"SWE",1901,34,0.18788
"SWE",1901,35,0.18196
"SWE",1901,36,0.17355
"SWE",1901,37,0.17002
"SWE",1901,38,0.15728
"SWE",1901,39,0.14892
"SWE",1901,40,0.12967
"SWE",1901,41,0.11198
"SWE",1901,42,0.08961
"SWE",1901,43,0.06967
"SWE",1901,44,0.04695
"SWE",1901,45,0.03165
"SWE",1901,46,0.01704
"SWE",1901,47,0.008
"SWE",1901,48,0.00382
"SWE",1901,49,0.00102
"SWE",1901,50,0.00019
"SWE",1901,51,4e-05
"SWE",1901,52,8e-05
"SWE",1901,53,0
"SWE",1901,54,0
"SWE",1901,55,0
"SWE",1902,12,0
"SWE",1902,13,4e-05
"SWE",1902,14,8e-05
"SWE",1902,15,0.00057
"SWE",1902,16,0.00322
"SWE",1902,17,0.00965
"SWE",1902,18,0.02347
"SWE",1902,19,0.04742
"SWE",1902,20,0.06989
"SWE",1902,21,0.09613
"SWE",1902,22,0.12526
"SWE",1902,23,0.14743
"SWE",1902,24,0.16455
"SWE",1902,25,0.1798
"SWE",1902,26,0.1917
"SWE",1902,27,0.19365
"SWE",1902,28,0.19983
"SWE",1902,29,0.20264
"SWE",1902,30,0.20148
"SWE",1902,31,0.19782
"SWE",1902,32,0.19263
"SWE",1902,33,0.18769
"SWE",1902,34,0.18389
"SWE",1902,35,0.18036
"SWE",1902,36,0.17033
"SWE",1902,37,0.16328
"SWE",1902,38,0.15319
"SWE",1902,39,0.14282
"SWE",1902,40,0.1269
"SWE",1902,41,0.10682
"SWE",1902,42,0.09084
"SWE",1902,43,0.07032
"SWE",1902,44,0.04809
"SWE",1902,45,0.02809
"SWE",1902,46,0.01556
"SWE",1902,47,0.00701
"SWE",1902,48,0.00277
"SWE",1902,49,0.00064
"SWE",1902,50,0.00032
"SWE",1902,51,8e-05
"SWE",1902,52,0
"SWE",1902,53,0
"SWE",1902,54,0
"SWE",1902,55,0
"SWE",1903,12,0
"SWE",1903,13,2e-05
"SWE",1903,14,8e-05
"SWE",1903,15,0.00057
"SWE",1903,16,0.00259
"SWE",1903,17,0.00893
"SWE",1903,18,0.02391
"SWE",1903,19,0.0438
"SWE",1903,20,0.06792
"SWE",1903,21,0.09654
"SWE",1903,22,0.11899
"SWE",1903,23,0.14237
"SWE",1903,24,0.16279
"SWE",1903,25,0.17339
"SWE",1903,26,0.18754
"SWE",1903,27,0.19035
"SWE",1903,28,0.19558
"SWE",1903,29,0.19938
"SWE",1903,30,0.197
"SWE",1903,31,0.19351
"SWE",1903,32,0.19029
"SWE",1903,33,0.18353
"SWE",1903,34,0.17861
"SWE",1903,35,0.16879
"SWE",1903,36,0.16484
"SWE",1903,37,0.15654
"SWE",1903,38,0.1507
"SWE",1903,39,0.13578
"SWE",1903,40,0.12039
"SWE",1903,41,0.10511
"SWE",1903,42,0.08586
"SWE",1903,43,0.06441
"SWE",1903,44,0.04554
"SWE",1903,45,0.02757
"SWE",1903,46,0.01623
"SWE",1903,47,0.00615
"SWE",1903,48,0.00337
"SWE",1903,49,0.00149
"SWE",1903,50,0.00016
"SWE",1903,51,0
"SWE",1903,52,0
"SWE",1903,53,0
"SWE",1903,54,0
"SWE",1903,55,0
"SWE",1904,12,0
"SWE",1904,13,2e-05
"SWE",1904,14,8e-05
"SWE",1904,15,0.00061
"SWE",1904,16,0.00281
"SWE",1904,17,0.00957
"SWE",1904,18,0.02361
"SWE",1904,19,0.04523
"SWE",1904,20,0.06952
"SWE",1904,21,0.09546
"SWE",1904,22,0.12269
"SWE",1904,23,0.14304
"SWE",1904,24,0.15931
"SWE",1904,25,0.17595
"SWE",1904,26,0.18431
"SWE",1904,27,0.19298
"SWE",1904,28,0.1968
"SWE",1904,29,0.19541
"SWE",1904,30,0.19511
"SWE",1904,31,0.19696
"SWE",1904,32,0.1929
"SWE",1904,33,0.18627
"SWE",1904,34,0.18177
"SWE",1904,35,0.16776
"SWE",1904,36,0.16513
"SWE",1904,37,0.15733
"SWE",1904,38,0.14729
"SWE",1904,39,0.1329
"SWE",1904,40,0.12504
"SWE",1904,41,0.10458
"SWE",1904,42,0.08541
"SWE",1904,43,0.06403
"SWE",1904,44,0.04467
"SWE",1904,45,0.02542
"SWE",1904,46,0.01396
"SWE",1904,47,0.00656
"SWE",1904,48,0.00275
"SWE",1904,49,0.00079
"SWE",1904,50,0.00026
"SWE",1904,51,0
"SWE",1904,52,4e-05
"SWE",1904,53,0
"SWE",1904,54,0
"SWE",1904,55,0
"SWE",1905,12,0
"SWE",1905,13,2e-05
"SWE",1905,14,0.00017
"SWE",1905,15,0.00071
"SWE",1905,16,0.00312
"SWE",1905,17,0.01032
"SWE",1905,18,0.02459
"SWE",1905,19,0.04415
"SWE",1905,20,0.06981
"SWE",1905,21,0.09437
"SWE",1905,22,0.11923
"SWE",1905,23,0.14502
"SWE",1905,24,0.1596
"SWE",1905,25,0.17445
"SWE",1905,26,0.18248
"SWE",1905,27,0.19016
"SWE",1905,28,0.19696
"SWE",1905,29,0.19482
"SWE",1905,30,0.19698
"SWE",1905,31,0.19404
"SWE",1905,32,0.1907
"SWE",1905,33,0.18835
"SWE",1905,34,0.17915
"SWE",1905,35,0.17018
"SWE",1905,36,0.15983
"SWE",1905,37,0.15113
"SWE",1905,38,0.14878
"SWE",1905,39,0.13213
"SWE",1905,40,0.12175
"SWE",1905,41,0.10473
"SWE",1905,42,0.08587
"SWE",1905,43,0.06405
"SWE",1905,44,0.04452
"SWE",1905,45,0.02965
"SWE",1905,46,0.01438
"SWE",1905,47,0.00594
"SWE",1905,48,0.0026
"SWE",1905,49,0.00079
"SWE",1905,50,0.00025
"SWE",1905,51,0
"SWE",1905,52,4e-05
"SWE",1905,53,0
"SWE",1905,54,0
"SWE",1905,55,0
"SWE",1906,12,0
"SWE",1906,13,0
"SWE",1906,14,6e-05
"SWE",1906,15,0.00065
"SWE",1906,16,0.00318
"SWE",1906,17,0.01153
"SWE",1906,18,0.02555
"SWE",1906,19,0.04779
"SWE",1906,20,0.07187
"SWE",1906,21,0.09761
"SWE",1906,22,0.12264
"SWE",1906,23,0.14433
"SWE",1906,24,0.16276
"SWE",1906,25,0.17302
"SWE",1906,26,0.18763
"SWE",1906,27,0.19172
"SWE",1906,28,0.19541
"SWE",1906,29,0.19236
"SWE",1906,30,0.19862
"SWE",1906,31,0.18952
"SWE",1906,32,0.18937
"SWE",1906,33,0.1801
"SWE",1906,34,0.18163
"SWE",1906,35,0.17294
"SWE",1906,36,0.16448
"SWE",1906,37,0.14932
"SWE",1906,38,0.13794
"SWE",1906,39,0.12955
"SWE",1906,40,0.11988
"SWE",1906,41,0.10222
"SWE",1906,42,0.08623
"SWE",1906,43,0.06282
"SWE",1906,44,0.04533
"SWE",1906,45,0.02647
"SWE",1906,46,0.01431
"SWE",1906,47,0.00675
"SWE",1906,48,0.00254
"SWE",1906,49,0.00089
"SWE",1906,50,8e-05
"SWE",1906,51,0.00011
"SWE",1906,52,0
"SWE",1906,53,0
"SWE",1906,54,0
"SWE",1906,55,0
"SWE",1907,12,0
"SWE",1907,13,2e-05
"SWE",1907,14,0.00015
"SWE",1907,15,0.00076
"SWE",1907,16,0.00326
"SWE",1907,17,0.01249
"SWE",1907,18,0.02788
"SWE",1907,19,0.0491
"SWE",1907,20,0.07211
"SWE",1907,21,0.10108
"SWE",1907,22,0.12384
"SWE",1907,23,0.1444
"SWE",1907,24,0.16271
"SWE",1907,25,0.17246
"SWE",1907,26,0.18405
"SWE",1907,27,0.18634
"SWE",1907,28,0.19489
"SWE",1907,29,0.19205
"SWE",1907,30,0.19192
"SWE",1907,31,0.19085
"SWE",1907,32,0.19052
"SWE",1907,33,0.17897
"SWE",1907,34,0.17548
"SWE",1907,35,0.16827
"SWE",1907,36,0.16184
"SWE",1907,37,0.14965
"SWE",1907,38,0.13931
"SWE",1907,39,0.12499
"SWE",1907,40,0.11622
"SWE",1907,41,0.10096
"SWE",1907,42,0.0823
"SWE",1907,43,0.061
"SWE",1907,44,0.04254
"SWE",1907,45,0.02567
"SWE",1907,46,0.01427
"SWE",1907,47,0.00545
"SWE",1907,48,0.00212
"SWE",1907,49,0.00082
"SWE",1907,50,3e-04
"SWE",1907,51,0
"SWE",1907,52,4e-05
"SWE",1907,53,0
"SWE",1907,54,0
"SWE",1907,55,0
"SWE",1908,12,0
"SWE",1908,13,0
"SWE",1908,14,4e-05
"SWE",1908,15,0.00061
"SWE",1908,16,0.00388
"SWE",1908,17,0.01226
"SWE",1908,18,0.02892
"SWE",1908,19,0.05205
"SWE",1908,20,0.07994
"SWE",1908,21,0.10547
"SWE",1908,22,0.12738
"SWE",1908,23,0.14694
"SWE",1908,24,0.16524
"SWE",1908,25,0.17631
"SWE",1908,26,0.18594
"SWE",1908,27,0.18591
"SWE",1908,28,0.19251
"SWE",1908,29,0.19452
"SWE",1908,30,0.19245
"SWE",1908,31,0.19063
"SWE",1908,32,0.18791
"SWE",1908,33,0.17578
"SWE",1908,34,0.17235
"SWE",1908,35,0.16588
"SWE",1908,36,0.16015
"SWE",1908,37,0.15198
"SWE",1908,38,0.1381
"SWE",1908,39,0.12124
"SWE",1908,40,0.1102
"SWE",1908,41,0.09658
"SWE",1908,42,0.07993
"SWE",1908,43,0.06072
"SWE",1908,44,0.04197
"SWE",1908,45,0.02678
"SWE",1908,46,0.0143
"SWE",1908,47,0.00589
"SWE",1908,48,0.0023
"SWE",1908,49,0.00079
"SWE",1908,50,0.00021
"SWE",1908,51,0
"SWE",1908,52,0
"SWE",1908,53,0
"SWE",1908,54,0
"SWE",1908,55,0
"SWE",1909,12,0
"SWE",1909,13,0
"SWE",1909,14,0.00021
"SWE",1909,15,0.00075
"SWE",1909,16,0.00373
"SWE",1909,17,0.01287
"SWE",1909,18,0.03099
"SWE",1909,19,0.05274
"SWE",1909,20,0.0793
"SWE",1909,21,0.10456
"SWE",1909,22,0.12639
"SWE",1909,23,0.14607
"SWE",1909,24,0.16087
"SWE",1909,25,0.17423
"SWE",1909,26,0.1825
"SWE",1909,27,0.18912
"SWE",1909,28,0.19381
"SWE",1909,29,0.18839
"SWE",1909,30,0.18975
"SWE",1909,31,0.18465
"SWE",1909,32,0.18316
"SWE",1909,33,0.18025
"SWE",1909,34,0.1723
"SWE",1909,35,0.16448
"SWE",1909,36,0.15604
"SWE",1909,37,0.15035
"SWE",1909,38,0.14113
"SWE",1909,39,0.1242
"SWE",1909,40,0.11198
"SWE",1909,41,0.09269
"SWE",1909,42,0.08234
"SWE",1909,43,0.05879
"SWE",1909,44,0.03852
"SWE",1909,45,0.02613
"SWE",1909,46,0.01258
"SWE",1909,47,0.00659
"SWE",1909,48,0.00218
"SWE",1909,49,0.00088
"SWE",1909,50,0.00033
"SWE",1909,51,0
"SWE",1909,52,0
"SWE",1909,53,0
"SWE",1909,54,0
"SWE",1909,55,0
"SWE",1910,12,2e-05
"SWE",1910,13,4e-05
"SWE",1910,14,0.00013
"SWE",1910,15,0.00087
"SWE",1910,16,0.00398
"SWE",1910,17,0.0136
"SWE",1910,18,0.02797
"SWE",1910,19,0.05118
"SWE",1910,20,0.07732
"SWE",1910,21,0.10023
"SWE",1910,22,0.12544
"SWE",1910,23,0.14059
"SWE",1910,24,0.15515
"SWE",1910,25,0.16815
"SWE",1910,26,0.17482
"SWE",1910,27,0.17641
"SWE",1910,28,0.18346
"SWE",1910,29,0.18139
"SWE",1910,30,0.17703
"SWE",1910,31,0.17667
"SWE",1910,32,0.17383
"SWE",1910,33,0.16993
"SWE",1910,34,0.16389
"SWE",1910,35,0.15931
"SWE",1910,36,0.15166
"SWE",1910,37,0.14515
"SWE",1910,38,0.13466
"SWE",1910,39,0.12291
"SWE",1910,40,0.10744
"SWE",1910,41,0.09111
"SWE",1910,42,0.07464
"SWE",1910,43,0.0567
"SWE",1910,44,0.0391
"SWE",1910,45,0.0228
"SWE",1910,46,0.01363
"SWE",1910,47,0.00575
"SWE",1910,48,0.00212
"SWE",1910,49,0.00078
"SWE",1910,50,7e-05
"SWE",1910,51,3e-05
"SWE",1910,52,0
"SWE",1910,53,0
"SWE",1910,54,0
"SWE",1910,55,0
"SWE",1911,12,0
"SWE",1911,13,0
"SWE",1911,14,7e-05
"SWE",1911,15,0.00073
"SWE",1911,16,0.00395
"SWE",1911,17,0.01239
"SWE",1911,18,0.02947
"SWE",1911,19,0.05145
"SWE",1911,20,0.073
"SWE",1911,21,0.09739
"SWE",1911,22,0.1192
"SWE",1911,23,0.13868
"SWE",1911,24,0.15048
"SWE",1911,25,0.16204
"SWE",1911,26,0.16998
"SWE",1911,27,0.17011
"SWE",1911,28,0.17744
"SWE",1911,29,0.17402
"SWE",1911,30,0.17339
"SWE",1911,31,0.1691
"SWE",1911,32,0.16701
"SWE",1911,33,0.16117
"SWE",1911,34,0.16015
"SWE",1911,35,0.15061
"SWE",1911,36,0.14623
"SWE",1911,37,0.13967
"SWE",1911,38,0.13115
"SWE",1911,39,0.12257
"SWE",1911,40,0.10347
"SWE",1911,41,0.09054
"SWE",1911,42,0.07112
"SWE",1911,43,0.05333
"SWE",1911,44,0.03651
"SWE",1911,45,0.02304
"SWE",1911,46,0.01246
"SWE",1911,47,0.00531
"SWE",1911,48,0.00199
"SWE",1911,49,0.00086
"SWE",1911,50,0.00017
"SWE",1911,51,7e-05
"SWE",1911,52,0
"SWE",1911,53,0
"SWE",1911,54,0
"SWE",1911,55,0
"SWE",1912,12,0
"SWE",1912,13,0
"SWE",1912,14,7e-05
"SWE",1912,15,0.00103
"SWE",1912,16,0.0045
"SWE",1912,17,0.01393
"SWE",1912,18,0.02989
"SWE",1912,19,0.05214
"SWE",1912,20,0.07645
"SWE",1912,21,0.09938
"SWE",1912,22,0.11623
"SWE",1912,23,0.13694
"SWE",1912,24,0.15133
"SWE",1912,25,0.1611
"SWE",1912,26,0.1666
"SWE",1912,27,0.16849
"SWE",1912,28,0.17171
"SWE",1912,29,0.168
"SWE",1912,30,0.17118
"SWE",1912,31,0.1627
"SWE",1912,32,0.1641
"SWE",1912,33,0.16073
"SWE",1912,34,0.15768
"SWE",1912,35,0.14873
"SWE",1912,36,0.14466
"SWE",1912,37,0.13695
"SWE",1912,38,0.12476
"SWE",1912,39,0.11795
"SWE",1912,40,0.10416
"SWE",1912,41,0.08866
"SWE",1912,42,0.07051
"SWE",1912,43,0.05109
"SWE",1912,44,0.03561
"SWE",1912,45,0.02222
"SWE",1912,46,0.0125
"SWE",1912,47,0.00537
"SWE",1912,48,0.00227
"SWE",1912,49,0.00089
"SWE",1912,50,0.00024
"SWE",1912,51,3e-05
"SWE",1912,52,0
"SWE",1912,53,0
"SWE",1912,54,0
"SWE",1912,55,0
"SWE",1913,12,0
"SWE",1913,13,0
"SWE",1913,14,0.00011
"SWE",1913,15,0.00076
"SWE",1913,16,0.00383
"SWE",1913,17,0.01311
"SWE",1913,18,0.02902
"SWE",1913,19,0.05155
"SWE",1913,20,0.07363
"SWE",1913,21,0.10031
"SWE",1913,22,0.11696
"SWE",1913,23,0.13248
"SWE",1913,24,0.14858
"SWE",1913,25,0.15585
"SWE",1913,26,0.15887
"SWE",1913,27,0.16409
"SWE",1913,28,0.16957
"SWE",1913,29,0.16239
"SWE",1913,30,0.16351
"SWE",1913,31,0.16305
"SWE",1913,32,0.16037
"SWE",1913,33,0.14909
"SWE",1913,34,0.14683
"SWE",1913,35,0.14402
"SWE",1913,36,0.1386
"SWE",1913,37,0.13389
"SWE",1913,38,0.11967
"SWE",1913,39,0.1122
"SWE",1913,40,0.09926
"SWE",1913,41,0.08419
"SWE",1913,42,0.06848
"SWE",1913,43,0.05203
"SWE",1913,44,0.03402
"SWE",1913,45,0.02073
"SWE",1913,46,0.01153
"SWE",1913,47,0.00478
"SWE",1913,48,0.00175
"SWE",1913,49,0.00068
"SWE",1913,50,2e-04
"SWE",1913,51,4e-05
"SWE",1913,52,7e-05
"SWE",1913,53,0
"SWE",1913,54,0
"SWE",1913,55,0
"SWE",1914,12,2e-05
"SWE",1914,13,0
"SWE",1914,14,0.00011
"SWE",1914,15,0.00076
"SWE",1914,16,0.00411
"SWE",1914,17,0.01369
"SWE",1914,18,0.03139
"SWE",1914,19,0.0537
"SWE",1914,20,0.076
"SWE",1914,21,0.09719
"SWE",1914,22,0.11603
"SWE",1914,23,0.13356
"SWE",1914,24,0.14212
