"Year","Age","Births","Country","Exposure"
1939,12,0,"FIN",33236.13
1939,13,0,"FIN",33971.83
1939,14,1.01,"FIN",33758.49
1939,15,9.03,"FIN",34631.34
1939,16,59.21,"FIN",34081.31
1939,17,284.01,"FIN",34426.64
1939,18,903.21,"FIN",35036.54
1939,19,1586.64,"FIN",32470.51
1939,20,2138.61,"FIN",27738.2
1939,21,3239.53,"FIN",31665.48
1939,22,3670.05,"FIN",31169.36
1939,23,4029.33,"FIN",30592.46
1939,24,4443.81,"FIN",32328.2
1939,25,4668.61,"FIN",32652.32
1939,26,4622.44,"FIN",33105.66
1939,27,4751.9,"FIN",33608.19
1939,28,4709.75,"FIN",33496.09
1939,29,4479.94,"FIN",33298.23
1939,30,4304.3,"FIN",33250.46
1939,31,3840.66,"FIN",32671.34
1939,32,3633.92,"FIN",32063.64
1939,33,3196.37,"FIN",30323.72
1939,34,2950.5,"FIN",29761.12
1939,35,2729.71,"FIN",28816.92
1939,36,2323.26,"FIN",27357.71
1939,37,2277.1,"FIN",27536.07
1939,38,2016.17,"FIN",26713.08
1939,39,1812.44,"FIN",26237.99
1939,40,1591.66,"FIN",25861.42
1939,41,1220.34,"FIN",24996.53
1939,42,933.32,"FIN",23669.3
1939,43,709.52,"FIN",23391.45
1939,44,513.83,"FIN",22491.46
1939,45,273.97,"FIN",20846.25
1939,46,135.48,"FIN",20287.49
1939,47,54.19,"FIN",20782.85
1939,48,27.1,"FIN",20519.58
1939,49,12.04,"FIN",19451.25
1939,50,4.01,"FIN",19619.07
1939,51,3.01,"FIN",20285.06
1939,52,3.01,"FIN",19677.15
1939,53,0,"FIN",18680.97
1939,54,0,"FIN",18041.71
1939,55,1,"FIN",17956.35
1940,12,0,"FIN",33575.92
1940,13,0,"FIN",33021.78
1940,14,0,"FIN",33750.34
1940,15,9.03,"FIN",33518.48
1940,16,52.15,"FIN",34604.58
1940,17,235.68,"FIN",34036.01
1940,18,697.02,"FIN",34354.11
1940,19,1556.49,"FIN",34974.57
1940,20,2069.97,"FIN",32379.98
1940,21,2292.61,"FIN",27558.73
1940,22,3098.94,"FIN",31490.07
1940,23,3281.47,"FIN",30977.36
1940,24,3439.93,"FIN",30420.61
1940,25,3846.1,"FIN",32121.88
1940,26,3814.01,"FIN",32427.26
1940,27,3843.09,"FIN",32883.01
1940,28,3722.74,"FIN",33394.08
1940,29,3618.44,"FIN",33277.18
1940,30,3543.22,"FIN",33082.63
1940,31,3279.46,"FIN",33110.8
1940,32,3063.84,"FIN",32511.16
1940,33,2886.33,"FIN",31926.45
1940,34,2572.42,"FIN",30189.63
1940,35,2406.94,"FIN",29623.91
1940,36,2172.27,"FIN",28620.49
1940,37,1814.24,"FIN",27153.28
1940,38,1758.07,"FIN",27363.73
1940,39,1628.7,"FIN",26509.55
1940,40,1415.09,"FIN",26043.62
1940,41,1178.4,"FIN",25778.57
1940,42,889.57,"FIN",24906.47
1940,43,696.01,"FIN",23597.48
1940,44,439.26,"FIN",23321.36
1940,45,278.81,"FIN",22381.02
1940,46,136.4,"FIN",20662.49
1940,47,62.18,"FIN",20128.77
1940,48,28.08,"FIN",20616.1
1940,49,7.02,"FIN",20328.81
1940,50,7.02,"FIN",19257.65
1940,51,5.01,"FIN",19339.22
1940,52,1,"FIN",19969.68
1940,53,2.01,"FIN",19362.47
1940,54,0,"FIN",18360.42
1940,55,0,"FIN",17713.82
1941,12,0,"FIN",34195.19
1941,13,0,"FIN",33399.04
1941,14,0,"FIN",32851.72
1941,15,6.01,"FIN",33550.39
1941,16,32.04,"FIN",33436.76
1941,17,207.28,"FIN",34492.51
1941,18,641.86,"FIN",33882.5
1941,19,1391.86,"FIN",34174.12
1941,20,2641.54,"FIN",34804.17
1941,21,3340.48,"FIN",32140.24
1941,22,3495.68,"FIN",27374.03
1941,23,4614.18,"FIN",31274.05
1941,24,4846.49,"FIN",30776.26
1941,25,5125.87,"FIN",30196.25
1941,26,5339.15,"FIN",31891.34
1941,27,5424.27,"FIN",32225.87
1941,28,5343.16,"FIN",32684.18
1941,29,5452.31,"FIN",33177.4
1941,30,5228.01,"FIN",33075.99
1941,31,4705.31,"FIN",32904.25
1941,32,4520.06,"FIN",32912.87
1941,33,3960.31,"FIN",32312.16
1941,34,3760.04,"FIN",31741.25
1941,35,3360.5,"FIN",30018.46
1941,36,3007.03,"FIN",29421.04
1941,37,2648.55,"FIN",28424.55
1941,38,2288.07,"FIN",26968.73
1941,39,1927.58,"FIN",27150.11
1941,40,1810.43,"FIN",26312.67
1941,41,1341.8,"FIN",25913.61
1941,42,1128.51,"FIN",25651.36
1941,43,824.1,"FIN",24777.84
1941,44,528.71,"FIN",23453.19
1941,45,323.43,"FIN",23132.32
1941,46,169.23,"FIN",22185.71
1941,47,78.1,"FIN",20500.63
1941,48,34.04,"FIN",19936.15
1941,49,7.01,"FIN",20444.92
1941,50,9.01,"FIN",20140.61
1941,51,1,"FIN",19047.29
1941,52,1,"FIN",19093.85
1941,53,0,"FIN",19742.24
1941,54,1.01,"FIN",19087.32
1941,55,0,"FIN",18095.76
1942,12,0,"FIN",33788.69
1942,13,0,"FIN",34169.35
1942,14,0,"FIN",33358.55
1942,15,7,"FIN",32789.78
1942,16,31.03,"FIN",33462.3
1942,17,154.11,"FIN",33320.78
1942,18,481.37,"FIN",34337.26
1942,19,952.73,"FIN",33692.39
1942,20,1692.29,"FIN",33969.8
1942,21,2459.88,"FIN",34575.55
1942,22,2697.05,"FIN",31923.86
1942,23,2521.92,"FIN",27172.26
1942,24,3160.41,"FIN",31060.53
1942,25,3212.44,"FIN",30536.98
1942,26,3305.52,"FIN",29972.5
1942,27,3399.59,"FIN",31677.28
1942,28,3474.64,"FIN",32013.55
1942,29,3387.58,"FIN",32478.03
1942,30,3378.57,"FIN",32982.58
1942,31,3334.54,"FIN",32877.62
1942,32,3192.44,"FIN",32711.77
1942,33,2847.17,"FIN",32692.66
1942,34,2661.03,"FIN",32105.1
1942,35,2525.92,"FIN",31533.17
1942,36,2266.73,"FIN",29814.98
1942,37,2012.53,"FIN",29216.3
1942,38,1841.4,"FIN",28231.33
1942,39,1494.14,"FIN",26771.1
1942,40,1433.09,"FIN",26955.26
1942,41,1198.91,"FIN",26130.01
1942,42,872.67,"FIN",25734.23
1942,43,646.5,"FIN",25467.37
1942,44,440.33,"FIN",24567.87
1942,45,306.23,"FIN",23200.44
1942,46,150.11,"FIN",22907.49
1942,47,72.06,"FIN",21977.29
1942,48,34.02,"FIN",20283.8
1942,49,14.01,"FIN",19733.7
1942,50,5.01,"FIN",20274.78
1942,51,3.01,"FIN",19953.15
1942,52,1,"FIN",18841.17
1942,53,1.01,"FIN",18905.33
1942,54,2,"FIN",19535.77
1942,55,0,"FIN",18861.03
1943,12,0,"FIN",33015.6
1943,13,0,"FIN",33780.48
1943,14,1,"FIN",34122.81
1943,15,8,"FIN",33288.47
1943,16,32.02,"FIN",32704.35
1943,17,156.1,"FIN",33355.77
1943,18,409.27,"FIN",33203.78
1943,19,962.63,"FIN",34206.07
1943,20,1626.07,"FIN",33526.4
1943,21,2426.59,"FIN",33771.77
1943,22,3334.19,"FIN",34393.34
1943,23,3664.41,"FIN",31720.5
1943,24,3334.19,"FIN",26981.42
1943,25,4090.69,"FIN",30867.67
1943,26,3963.61,"FIN",30330.87
1943,27,3963.6,"FIN",29773.32
1943,28,4211.77,"FIN",31470.5
1943,29,4204.76,"FIN",31818.55
1943,30,4188.75,"FIN",32305.34
1943,31,4114.7,"FIN",32786.49
1943,32,4096.69,"FIN",32706.21
1943,33,3788.49,"FIN",32514.44
1943,34,3603.37,"FIN",32501.48
1943,35,3354.21,"FIN",31886.77
1943,36,3148.07,"FIN",31322.53
1943,37,2808.84,"FIN",29624.76
1943,38,2422.59,"FIN",29031.26
1943,39,1994.31,"FIN",28048.35
1943,40,1734.14,"FIN",26574.96
1943,41,1388.91,"FIN",26774.61
1943,42,1159.76,"FIN",25933.57
1943,43,816.54,"FIN",25553.52
1943,44,512.33,"FIN",25268.62
1943,45,301.2,"FIN",24347.33
1943,46,155.1,"FIN",22968.15
1943,47,78.05,"FIN",22681.45
1943,48,27.02,"FIN",21755.79
1943,49,15.01,"FIN",20068.81
1943,50,5,"FIN",19538.18
1943,51,3,"FIN",20073.74
1943,52,4,"FIN",19762.41
1943,53,3,"FIN",18620.48
1943,54,0,"FIN",18709.25
1943,55,0,"FIN",19322.71
1944,12,0,"FIN",31569.89
1944,13,0,"FIN",33015.74
1944,14,1.01,"FIN",33737.08
1944,15,8.03,"FIN",34059.85
1944,16,45.17,"FIN",33191.45
1944,17,152.57,"FIN",32595.48
1944,18,502.88,"FIN",33237.13
1944,19,1081.02,"FIN",33072.7
1944,20,1968.33,"FIN",34052.22
1944,21,2885.75,"FIN",33351.32
1944,22,3625.5,"FIN",33579.43
1944,23,4333.14,"FIN",34180.34
1944,24,4335.15,"FIN",31491.44
1944,25,3810.2,"FIN",26811.93
1944,26,4333.14,"FIN",30660.71
1944,27,4345.19,"FIN",30132.08
1944,28,4137.42,"FIN",29574.42
1944,29,4293,"FIN",31275.15
1944,30,4225.74,"FIN",31639.16
1944,31,4107.3,"FIN",32110.89
1944,32,4129.39,"FIN",32613.4
1944,33,3857.37,"FIN",32511.83
1944,34,3618.48,"FIN",32329.87
1944,35,3274.2,"FIN",32304.05
1944,36,3037.32,"FIN",31676.13
1944,37,2764.3,"FIN",31133.87
1944,38,2374.85,"FIN",29446.74
1944,39,2083.77,"FIN",28854.32
1944,40,1757.55,"FIN",27852.22
1944,41,1293.82,"FIN",26388.04
1944,42,1093.07,"FIN",26563.33
1944,43,784.93,"FIN",25749.73
1944,44,555.07,"FIN",25358.05
1944,45,339.26,"FIN",25078.17
1944,46,167.63,"FIN",24112.69
1944,47,63.24,"FIN",22748.78
1944,48,34.12,"FIN",22445.62
1944,49,20.08,"FIN",21533.51
1944,50,5.02,"FIN",19841.5
1944,51,2.01,"FIN",19315.12
1944,52,0,"FIN",19871.93
1944,53,0,"FIN",19533.41
1944,54,0,"FIN",18389.39
1944,55,0,"FIN",18490.43
1945,12,0,"FIN",30179.04
1945,13,0,"FIN",31576.43
1945,14,1,"FIN",32971.58
1945,15,6.02,"FIN",33693.11
1945,16,35.1,"FIN",33975.44
1945,17,164.46,"FIN",33076.46
1945,18,576.6,"FIN",32480.27
1945,19,1411.91,"FIN",33080
1945,20,2477.86,"FIN",32919.78
1945,21,3630.04,"FIN",33876.91
1945,22,4489.42,"FIN",33149.12
1945,23,5520.28,"FIN",33361.49
1945,24,5931.42,"FIN",33948.43
1945,25,6004.62,"FIN",31274.12
1945,26,4728.09,"FIN",26616.33
1945,27,5437.05,"FIN",30463.04
1945,28,5220.45,"FIN",29911.05
1945,29,5059,"FIN",29380.21
1945,30,5096.1,"FIN",31069.47
1945,31,4846.41,"FIN",31446.24
1945,32,4678.95,"FIN",31938
1945,33,4497.44,"FIN",32420.85
1945,34,4098.34,"FIN",32317.77
1945,35,3808.54,"FIN",32144.61
1945,36,3512.72,"FIN",32109.98
1945,37,3050.44,"FIN",31472.34
1945,38,2661.37,"FIN",30936.02
1945,39,2319.42,"FIN",29268.03
1945,40,1964.44,"FIN",28669.13
1945,41,1488.12,"FIN",27656.11
1945,42,1098.04,"FIN",26191.56
1945,43,776.15,"FIN",26373.67
1945,44,553.53,"FIN",25549.6
1945,45,325.9,"FIN",25185.14
1945,46,148.41,"FIN",24864.69
1945,47,75.21,"FIN",23891.71
1945,48,40.11,"FIN",22506.52
1945,49,7.02,"FIN",22200.93
1945,50,6.02,"FIN",21303.08
1945,51,4.01,"FIN",19603.85
1945,52,3.84,"FIN",19080.47
1945,53,2.57,"FIN",19643.6
1945,54,1.13,"FIN",19292.3
1945,55,0.49,"FIN",18152.4
1946,12,0,"FIN",30164.02
1946,13,0,"FIN",30169.78
1946,14,0,"FIN",31552.97
1946,15,6.01,"FIN",32949.02
1946,16,67.15,"FIN",33645.93
1946,17,313.7,"FIN",33899.64
1946,18,998.25,"FIN",32960.05
1946,19,2112.76,"FIN",32339.08
1946,20,3371.6,"FIN",32928.67
1946,21,4632.44,"FIN",32759.09
1946,22,5472.33,"FIN",33676.15
1946,23,5997.51,"FIN",32953.04
1946,24,6412.45,"FIN",33152.47
1946,25,6938.64,"FIN",33728.02
1946,26,6036.6,"FIN",31069.31
1946,27,5039.36,"FIN",26437.35
1946,28,5605.63,"FIN",30248.77
1946,29,5286.91,"FIN",29707.37
1946,30,5073.43,"FIN",29181.52
1946,31,5116.53,"FIN",30876.03
1946,32,4861.95,"FIN",31259.87
1946,33,4586.34,"FIN",31760.85
1946,34,4374.85,"FIN",32249.39
1946,35,4202.47,"FIN",32132.15
1946,36,3855.69,"FIN",31973.67
1946,37,3305.45,"FIN",31926.57
1946,38,2918.58,"FIN",31255.15
1946,39,2545.73,"FIN",30749.6
1946,40,2068.66,"FIN",29085.62
1946,41,1604.62,"FIN",28477.26
1946,42,1206.72,"FIN",27463.43
1946,43,829.87,"FIN",26003.77
1946,44,588.32,"FIN",26185.74
1946,45,340.76,"FIN",25368.35
1946,46,170.38,"FIN",24998.95
1946,47,80.18,"FIN",24669.64
1946,48,34.07,"FIN",23679.17
1946,49,7.02,"FIN",22264.28
1946,50,6.02,"FIN",21962.13
1946,51,2.01,"FIN",21059.04
1946,52,1.76,"FIN",19362.63
1946,53,1.2,"FIN",18831.27
1946,54,0.66,"FIN",19400.13
1946,55,0.37,"FIN",19044.88
1947,12,0,"FIN",31305.93
1947,13,0,"FIN",30115.88
1947,14,1.01,"FIN",30131.33
1947,15,9.02,"FIN",31536.88
1947,16,74.2,"FIN",32911.66
1947,17,404.09,"FIN",33581.69
1947,18,1266.41,"FIN",33781.19
1947,19,2425.52,"FIN",32820.23
1947,20,3705.97,"FIN",32179.57
1947,21,4850.05,"FIN",32746.61
1947,22,5733.42,"FIN",32567.05
1947,23,6501.49,"FIN",33477.14
1947,24,6609.78,"FIN",32732.7
1947,25,6856.44,"FIN",32915.54
1947,26,6986.79,"FIN",33508.32
1947,27,6239.79,"FIN",30844.33
1947,28,4918.23,"FIN",26226.09
1947,29,5396.52,"FIN",30035.81
1947,30,5159.88,"FIN",29499.17
1947,31,4654.52,"FIN",28985.81
1947,32,4602.38,"FIN",30657.56
1947,33,4344.69,"FIN",31069.76
1947,34,4152.17,"FIN",31594.42
1947,35,3934.58,"FIN",32065.57
1947,36,3715,"FIN",31936.15
1947,37,3362.04,"FIN",31790.72
1947,38,2953.95,"FIN",31713.71
1947,39,2485.68,"FIN",31047.01
1947,40,2085.61,"FIN",30544.64
1947,41,1481.99,"FIN",28887.26
1947,42,1241.34,"FIN",28288.05
1947,43,858.31,"FIN",27265.75
1947,44,519.4,"FIN",25819.33
1947,45,309.84,"FIN",25989.24
1947,46,188.5,"FIN",25163.67
1947,47,81.22,"FIN",24819.06
1947,48,37.1,"FIN",24479.58
1947,49,8.02,"FIN",23452.32
1947,50,4.02,"FIN",22024.56
1947,51,1,"FIN",21712.99
1947,52,3.01,"FIN",20811.57
1947,53,2.89,"FIN",19082
1947,54,1.43,"FIN",18567.7
1947,55,0.69,"FIN",19127.33
1948,12,0,"FIN",31464.46
1948,13,1,"FIN",31227.81
1948,14,3.01,"FIN",30049.93
1948,15,10.03,"FIN",30082.35
1948,16,88.2,"FIN",31503.5
1948,17,456.03,"FIN",32826.46
1948,18,1261.84,"FIN",33473.27
1948,19,2572.81,"FIN",33638.26
1948,20,3835.65,"FIN",32634.63
1948,21,4771.77,"FIN",31974.48
1948,22,5859.22,"FIN",32535.25
1948,23,6198.98,"FIN",32353.05
1948,24,6734.19,"FIN",33239.12
1948,25,6670.05,"FIN",32486.89
1948,26,6630.96,"FIN",32669.54
1948,27,6623.93,"FIN",33264.6
1948,28,5906.31,"FIN",30597.3
1948,29,4538.23,"FIN",26003.91
1948,30,5141.59,"FIN",29812.53
1948,31,4696.6,"FIN",29285.7
1948,32,4346.81,"FIN",28767.31
1948,33,4363.84,"FIN",30442.52
1948,34,4141.34,"FIN",30876.08
1948,35,3702.35,"FIN",31393.27
1948,36,3549,"FIN",31861.42
1948,37,3328.51,"FIN",31737.36
1948,38,2780.27,"FIN",31593.97
1948,39,2536.72,"FIN",31509.31
1948,40,2063.66,"FIN",30826.49
1948,41,1664.75,"FIN",30325.68
1948,42,1222.76,"FIN",28693.78
1948,43,867.96,"FIN",28093.27
1948,44,571.29,"FIN",27066.59
1948,45,317.71,"FIN",25622.98
1948,46,155.35,"FIN",25769.7
1948,47,83.19,"FIN",24959.61
1948,48,35.08,"FIN",24633.45
1948,49,12.03,"FIN",24283.97
1948,50,9.02,"FIN",23242.23
1948,51,4.01,"FIN",21774.74
1948,52,1.58,"FIN",21474.49
1948,53,0.82,"FIN",20537.46
1948,54,0.38,"FIN",18800.76
1948,55,0.22,"FIN",18305.94
1949,12,0,"FIN",31329.7
1949,13,0,"FIN",31384.1
1949,14,2,"FIN",31166.29
1949,15,14.02,"FIN",29995.97
1949,16,97.12,"FIN",30041.94
1949,17,476.61,"FIN",31450.53
1949,18,1291.65,"FIN",32739.85
1949,19,2484.17,"FIN",33350.52
1949,20,3908.98,"FIN",33478.92
1949,21,4811.14,"FIN",32457.97
1949,22,5405.89,"FIN",31786.28
1949,23,6022.68,"FIN",32330.5
1949,24,6286.02,"FIN",32160.66
1949,25,6393.15,"FIN",33018.93
1949,26,6130.81,"FIN",32262.82
1949,27,6034.7,"FIN",32438.42
1949,28,6068.74,"FIN",33047.18
1949,29,5290.74,"FIN",30363.56
1949,30,4147.28,"FIN",25791.69
1949,31,4551.8,"FIN",29602.94
1949,32,4119.25,"FIN",29077.03
1949,33,3888.96,"FIN",28575.25
1949,34,3853.91,"FIN",30237.04
1949,35,3547.53,"FIN",30666.07
1949,36,3369.29,"FIN",31209.32
1949,37,3075.92,"FIN",31681.63
1949,38,2806.58,"FIN",31538.73
1949,39,2530.22,"FIN",31418.42
1949,40,2003.56,"FIN",31312.2
1949,41,1599.04,"FIN",30614.26
1949,42,1259.61,"FIN",30118.93
1949,43,856.09,"FIN",28511.56
1949,44,563.72,"FIN",27913.77
1949,45,324.42,"FIN",26869.06
1949,46,158.2,"FIN",25419.93
1949,47,71.09,"FIN",25571.01
1949,48,45.06,"FIN",24773.7
1949,49,17.02,"FIN",24441.34
1949,50,3,"FIN",24085.3
1949,51,2,"FIN",22992.62
1949,52,1.38,"FIN",21551.46
1949,53,0.89,"FIN",21219.35
1949,54,0.47,"FIN",20265.46
1949,55,0.27,"FIN",18516.34
1950,12,0,"FIN",33164.22
1950,13,2.01,"FIN",31291.7
1950,14,4,"FIN",31346.4
1950,15,14.02,"FIN",31129.59
1950,16,91.1,"FIN",29917.48
1950,17,424.46,"FIN",29938.87
1950,18,1243.35,"FIN",31301.34
1950,19,2427.62,"FIN",32540.45
1950,20,3702,"FIN",33134.18
1950,21,4615.99,"FIN",33246.26
1950,22,5324.75,"FIN",32213.19
1950,23,5491.93,"FIN",31549.23
1950,24,5926.41,"FIN",32097.8
1950,25,5877.35,"FIN",31928.74
1950,26,5947.43,"FIN",32784.33
1950,27,5626.08,"FIN",32009.53
1950,28,5623.08,"FIN",32175.5
1950,29,5325.76,"FIN",32806.14
1950,30,4719.1,"FIN",30103.22
1950,31,3693.99,"FIN",25582.33
1950,32,3986.31,"FIN",29377.25
1950,33,3622.91,"FIN",28870.08
1950,34,3333.6,"FIN",28371.81
1950,35,3435.71,"FIN",30014.66
1950,36,3139.39,"FIN",30462.05
1950,37,2830.06,"FIN",31034.68
1950,38,2626.84,"FIN",31494.98
1950,39,2309.5,"FIN",31361.9
1950,40,2042.21,"FIN",31237.92
1950,41,1566.7,"FIN",31135.03
1950,42,1160.26,"FIN",30402.16
1950,43,821.89,"FIN",29918.37
1950,44,509.55,"FIN",28334.96
1950,45,288.31,"FIN",27737.07
1950,46,185.2,"FIN",26671.45
1950,47,56.06,"FIN",25248.03
1950,48,41.05,"FIN",25387.08
1950,49,19.02,"FIN",24563.46
1950,50,4.01,"FIN",24237.09
1950,51,2,"FIN",23853.2
1950,52,1.81,"FIN",22756.78
1950,53,1.21,"FIN",21294.63
1950,54,0.64,"FIN",20958.51
1950,55,0.35,"FIN",19969.59
1951,12,0,"FIN",34312.23
1951,13,0,"FIN",33111.21
1951,14,3.01,"FIN",31237.82
1951,15,15.01,"FIN",31278.43
1951,16,82.01,"FIN",30985.44
1951,17,353.05,"FIN",29698.59
1951,18,1171.17,"FIN",29673.17
1951,19,2171.33,"FIN",30967.63
1951,20,3534.53,"FIN",32196.09
1951,21,4447.67,"FIN",32797.37
1951,22,5268.79,"FIN",32896.05
1951,23,5375.8,"FIN",31898.53
1951,24,5508.83,"FIN",31246.88
1951,25,5726.86,"FIN",31815.7
1951,26,5528.83,"FIN",31647.79
1951,27,5608.84,"FIN",32502.68
1951,28,5071.77,"FIN",31705.31
1951,29,4887.73,"FIN",31883.41
1951,30,4851.73,"FIN",32547.88
1951,31,4275.64,"FIN",29846.76
1951,32,3287.49,"FIN",25384.36
1951,33,3445.52,"FIN",29150.9
1951,34,3265.49,"FIN",28651.91
1951,35,2950.44,"FIN",28147.64
1951,36,2794.42,"FIN",29794.85
1951,37,2648.39,"FIN",30271.38
1951,38,2394.36,"FIN",30855.97
1951,39,2094.31,"FIN",31289.25
1951,40,1832.27,"FIN",31182.48
1951,41,1485.22,"FIN",31067.84
1951,42,1166.17,"FIN",30944.53
1951,43,797.12,"FIN",30216.7
1951,44,489.07,"FIN",29749.49
1951,45,261.04,"FIN",28174.73
1951,46,150.03,"FIN",27556.95
1951,47,60,"FIN",26509.01
1951,48,40,"FIN",25094.16
1951,49,8,"FIN",25189.78
1951,50,9,"FIN",24396.91
1951,51,1,"FIN",24033.52
1951,52,0.46,"FIN",23644.02
1951,53,0.28,"FIN",22527.23
1951,54,0.16,"FIN",21063.86
1951,55,0.11,"FIN",20710.59
1952,12,0,"FIN",34223.34
1952,13,0,"FIN",34243.17
1952,14,4,"FIN",33045.67
1952,15,10,"FIN",31161.13
1952,16,98,"FIN",31134.81
1952,17,504.01,"FIN",30793.22
1952,18,1208.03,"FIN",29469.96
1952,19,2210.04,"FIN",29405.85
1952,20,3527.08,"FIN",30697.79
1952,21,4692.1,"FIN",31942.44
1952,22,5434.12,"FIN",32561.66
1952,23,5762.12,"FIN",32676.11
1952,24,6062.13,"FIN",31689.28
1952,25,5510.11,"FIN",31065.96
1952,26,5641.12,"FIN",31622.21
1952,27,5321.11,"FIN",31471.02
1952,28,5316.11,"FIN",32297.97
1952,29,4863.11,"FIN",31519.27
1952,30,4726.1,"FIN",31726.52
1952,31,4470.1,"FIN",32393.89
1952,32,3924.08,"FIN",29713.54
1952,33,3207.06,"FIN",25255.72
1952,34,3301.07,"FIN",29010.83
1952,35,2883.06,"FIN",28504.85
1952,36,2650.05,"FIN",28017.19
1952,37,2602.05,"FIN",29663.5
1952,38,2110.05,"FIN",30137.43
1952,39,2044.04,"FIN",30717.33
1952,40,1782.04,"FIN",31165.48
1952,41,1430.03,"FIN",31045.24
1952,42,1145.02,"FIN",30946.43
1952,43,791.02,"FIN",30828.55
1952,44,517.01,"FIN",30093.02
1952,45,297.01,"FIN",29616.06
1952,46,142,"FIN",28040.28
1952,47,74,"FIN",27421.05
1952,48,33,"FIN",26380.19
1952,49,12,"FIN",24945.92
1952,50,6,"FIN",25041.94
1952,51,1,"FIN",24236.76
1952,52,1.19,"FIN",23873.56
1952,53,0.96,"FIN",23462.32
1952,54,0.54,"FIN",22343.99
1952,55,0.32,"FIN",20850.76
1953,12,0,"FIN",33816.7
1953,13,1,"FIN",34173.87
1953,14,1,"FIN",34185.77
1953,15,14.01,"FIN",32968.29
1953,16,85.01,"FIN",31033.51
1953,17,491.04,"FIN",30990.4
1953,18,1318.12,"FIN",30619.37
1953,19,2304.2,"FIN",29275.58
1953,20,3280.29,"FIN",29221.86
1953,21,4364.38,"FIN",30532.29
1953,22,5294.47,"FIN",31798.08
1953,23,5676.5,"FIN",32415.05
1953,24,5836.51,"FIN",32551.44
1953,25,5631.49,"FIN",31574.57
1953,26,5409.48,"FIN",30967.57
1953,27,5182.45,"FIN",31517.33
1953,28,4851.43,"FIN",31356.07
1953,29,4838.43,"FIN",32210.86
1953,30,4442.39,"FIN",31439.87
1953,31,4138.36,"FIN",31643.96
1953,32,4074.36,"FIN",32301.93
1953,33,3462.31,"FIN",29635.98
1953,34,2596.23,"FIN",25193.05
1953,35,2870.25,"FIN",28935.57
1953,36,2502.22,"FIN",28425.65
1953,37,2260.2,"FIN",27940
1953,38,2141.19,"FIN",29563.65
1953,39,1914.17,"FIN",30060.93
1953,40,1665.15,"FIN",30635.23
1953,41,1372.12,"FIN",31068.74
1953,42,1111.1,"FIN",30943.6
1953,43,758.07,"FIN",30855.38
1953,44,470.05,"FIN",30715.71
1953,45,264.02,"FIN",29981.59
1953,46,146.01,"FIN",29496.17
1953,47,59.01,"FIN",27911.67
1953,48,20,"FIN",27300.42
1953,49,12,"FIN",26245.17
1953,50,3,"FIN",24802.9
1953,51,1,"FIN",24899.16
1953,52,1.17,"FIN",24083.41
1953,53,0.95,"FIN",23704.79
1953,54,0.55,"FIN",23274.13
1953,55,0.33,"FIN",22145.02
1954,12,0,"FIN",34050.21
1954,13,2,"FIN",33780.23
1954,14,4,"FIN",34106.16
1954,15,15,"FIN",34093.59
1954,16,103.01,"FIN",32842.06
1954,17,467.04,"FIN",30885.12
1954,18,1400.11,"FIN",30812.56
1954,19,2471.19,"FIN",30407.11
1954,20,3545.28,"FIN",29080.4
1954,21,4252.33,"FIN",29045.76
1954,22,5093.39,"FIN",30373.44
1954,23,5735.45,"FIN",31630.76
1954,24,5896.46,"FIN",32274.38
1954,25,5841.46,"FIN",32416.18
1954,26,5429.43,"FIN",31461.9
1954,27,4956.39,"FIN",30857.41
1954,28,4891.38,"FIN",31414.85
1954,29,4533.35,"FIN",31262.01
1954,30,4485.35,"FIN",32119.31
1954,31,4002.31,"FIN",31349.04
1954,32,3726.29,"FIN",31555.43
1954,33,3570.28,"FIN",32206.88
1954,34,3094.25,"FIN",29557.35
1954,35,2411.19,"FIN",25134.18
1954,36,2464.19,"FIN",28858.29
1954,37,2238.17,"FIN",28350.06
1954,38,1957.15,"FIN",27854.55
1954,39,1758.13,"FIN",29476.82
1954,40,1607.12,"FIN",29983.99
1954,41,1220.09,"FIN",30535.11
1954,42,1013.08,"FIN",30975.11
1954,43,720.06,"FIN",30838.14
1954,44,456.04,"FIN",30747.34
1954,45,251.02,"FIN",30607.58
1954,46,138.01,"FIN",29855.75
1954,47,59.01,"FIN",29363.03
1954,48,27,"FIN",27782.6
1954,49,4,"FIN",27168.53
1954,50,3,"FIN",26114.27
1954,51,1,"FIN",24656.26
1954,52,0.46,"FIN",24737.94
1954,53,0.27,"FIN",23919.33
1954,54,0.16,"FIN",23523.88
1954,55,0.11,"FIN",23082.34
1955,12,0,"FIN",31133.12
1955,13,0,"FIN",34022.98
1955,14,4,"FIN",33728.22
1955,15,13,"FIN",34024.22
1955,16,107,"FIN",33983.45
1955,17,506.02,"FIN",32702.64
1955,18,1389.03,"FIN",30717.3
1955,19,2576.05,"FIN",30631.79
1955,20,3711.09,"FIN",30217.19
1955,21,4397.1,"FIN",28893.41
1955,22,4946.11,"FIN",28875.65
1955,23,5404.12,"FIN",30206.78
1955,24,5771.12,"FIN",31480.03
1955,25,5745.13,"FIN",32137.66
1955,26,5645.13,"FIN",32296.18
1955,27,5374.12,"FIN",31351.37
1955,28,4813.11,"FIN",30769.31
1955,29,4501.1,"FIN",31323.87
1955,30,4235.1,"FIN",31161.85
1955,31,4003.09,"FIN",32029.22
1955,32,3643.08,"FIN",31276.31
