"Country","Year","Age","ASFR","ASFR1","ASFR2","ASFR3","ASFR4","ASFR5p"
"SWE",2020,36,0.07745,0.02063,0.03002,0.01763,0.00561,0.00357
"SWE",2020,37,0.06334,0.01557,0.02451,0.01428,0.0052,0.00378
"SWE",2020,38,0.05136,0.01317,0.0181,0.01243,0.00421,0.00346
"SWE",2020,39,0.04139,0.00918,0.01451,0.01022,0.00384,0.00363
"SWE",2020,40,0.0305,0.00832,0.00964,0.0065,0.00319,0.00286
"SWE",2020,41,0.01914,0.00484,0.00617,0.00408,0.00214,0.00192
"SWE",2020,42,0.01344,0.00296,0.00398,0.00304,0.00174,0.00171
"SWE",2020,43,0.00746,0.0016,0.00225,0.00155,0.00106,0.00101
"SWE",2020,44,0.0044,0.00128,0.0012,0.00091,0.00045,0.00056
"SWE",2020,45,0.0025,0.00073,0.00067,0.00038,0.00043,0.00029
"SWE",2020,46,0.00129,0.00054,3e-04,0.00015,0.00012,0.00017
"SWE",2020,47,0.00071,0.00021,0.00021,8e-05,0.00011,0.00011
"SWE",2020,48,0.00057,2e-04,0.00012,8e-05,8e-05,0.00011
"SWE",2020,49,0.00021,0.00012,6e-05,0,0,3e-05
"SWE",2020,50,0.00019,5e-05,6e-05,2e-05,0,6e-05
"SWE",2020,51,9e-05,5e-05,2e-05,0,0,3e-05
"SWE",2020,52,5e-05,2e-05,2e-05,0,2e-05,0
"SWE",2020,53,4e-05,0,1e-05,3e-05,0,0
"SWE",2020,54,3e-05,0,1e-05,1e-05,0,0
"SWE",2020,55,4e-05,3e-05,0,0,0,1e-05
"SWE",2021,12,0,0,0,0,0,0
"SWE",2021,13,2e-05,2e-05,0,0,0,0
"SWE",2021,14,2e-05,2e-05,0,0,0,0
"SWE",2021,15,0.00019,0.00019,0,0,0,0
"SWE",2021,16,0.00031,0.00031,0,0,0,0
"SWE",2021,17,0.00127,0.00118,9e-05,0,0,0
"SWE",2021,18,0.0029,0.00255,0.00034,0,2e-05,0
"SWE",2021,19,0.00781,0.00686,0.00091,4e-05,0,0
"SWE",2021,20,0.01373,0.01146,0.00207,0.00017,4e-05,0
"SWE",2021,21,0.02128,0.01619,0.0044,6e-04,9e-05,0
"SWE",2021,22,0.03112,0.02178,0.00785,0.00133,0.00011,6e-05
"SWE",2021,23,0.0408,0.02611,0.01214,0.00219,0.00031,4e-05
"SWE",2021,24,0.05371,0.03285,0.01685,0.00337,0.00054,0.00011
"SWE",2021,25,0.06598,0.03875,0.0214,0.00469,0.00092,0.00022
"SWE",2021,26,0.08069,0.04509,0.02739,0.00637,0.00136,0.00047
"SWE",2021,27,0.09619,0.05213,0.03312,0.00866,0.00173,0.00056
"SWE",2021,28,0.112,0.05737,0.04034,0.01093,0.00252,0.00085
"SWE",2021,29,0.12132,0.0589,0.04565,0.01286,0.00278,0.00114
"SWE",2021,30,0.13002,0.05933,0.05115,0.01462,0.0036,0.00133
"SWE",2021,31,0.13269,0.05509,0.05384,0.01709,0.00467,0.002
"SWE",2021,32,0.12524,0.04582,0.05278,0.01909,0.00509,0.00247
"SWE",2021,33,0.11803,0.0396,0.04981,0.01993,0.00571,0.00298
"SWE",2021,34,0.10506,0.03092,0.04587,0.01956,0.00538,0.00332
"SWE",2021,35,0.09217,0.02627,0.03817,0.01955,0.00501,0.00318
"SWE",2021,36,0.0791,0.02027,0.03153,0.0183,0.00555,0.00346
"SWE",2021,37,0.06502,0.01581,0.0246,0.01579,0.0051,0.00372
"SWE",2021,38,0.0526,0.01233,0.02003,0.0125,0.00424,0.00351
"SWE",2021,39,0.04131,0.0103,0.0145,0.0098,0.00406,0.00265
"SWE",2021,40,0.03051,0.00729,0.01037,0.00694,0.00304,0.00288
"SWE",2021,41,0.02134,0.00444,0.00743,0.0051,0.00239,0.00199
"SWE",2021,42,0.01349,0.00309,0.00437,0.00299,0.0016,0.00144
"SWE",2021,43,0.00782,0.00157,0.00251,0.00177,0.00092,0.00105
"SWE",2021,44,0.00444,0.0011,0.00112,0.00115,0.00039,0.00067
"SWE",2021,45,0.00222,0.00051,0.00056,0.00045,0.00021,5e-04
"SWE",2021,46,0.00129,0.00036,0.00024,2e-04,0.00024,0.00024
"SWE",2021,47,0.00077,0.00036,0.00015,9e-05,6e-05,0.00011
"SWE",2021,48,0.00024,0.00015,8e-05,0,0,2e-05
"SWE",2021,49,0.00012,3e-05,3e-05,5e-05,0,2e-05
"SWE",2021,50,8e-05,2e-05,3e-05,0,2e-05,2e-05
"SWE",2021,51,5e-05,3e-05,0,0,0,2e-05
"SWE",2021,52,5e-05,0,3e-05,0,0,2e-05
"SWE",2021,53,5e-05,0,0,0,0,5e-05
"SWE",2021,54,0,0,0,0,0,0
"SWE",2021,55,0,0,0,0,0,0
"SWE",2022,12,0,0,0,0,0,0
"SWE",2022,13,2e-05,2e-05,0,0,0,0
"SWE",2022,14,7e-05,7e-05,0,0,0,0
"SWE",2022,15,0.00017,0.00017,0,0,0,0
"SWE",2022,16,0.00039,0.00037,2e-05,0,0,0
"SWE",2022,17,0.00096,0.00094,2e-05,0,0,0
"SWE",2022,18,0.00269,0.00244,0.00024,0,0,0
"SWE",2022,19,0.00601,0.00535,0.00066,0,0,0
"SWE",2022,20,0.01167,0.00967,0.00183,0.00017,0,0
"SWE",2022,21,0.01922,0.01479,0.00397,0.00041,4e-05,2e-05
"SWE",2022,22,0.02868,0.02076,0.00711,0.00071,9e-05,2e-05
"SWE",2022,23,0.03652,0.02392,0.01038,0.00205,0.00015,2e-05
"SWE",2022,24,0.04626,0.02983,0.01327,0.00253,0.00058,5e-05
"SWE",2022,25,0.06152,0.03654,0.01953,0.00437,0.00084,0.00024
"SWE",2022,26,0.0744,0.04345,0.02413,0.00559,0.00088,0.00036
"SWE",2022,27,0.08909,0.05014,0.0299,0.00738,0.00136,0.00032
"SWE",2022,28,0.10178,0.05443,0.03536,0.0091,0.00209,8e-04
"SWE",2022,29,0.11042,0.05494,0.04058,0.01113,0.0026,0.00117
"SWE",2022,30,0.1158,0.0542,0.04536,0.01208,0.00309,0.00107
"SWE",2022,31,0.11749,0.04966,0.04683,0.01568,0.00375,0.00157
"SWE",2022,32,0.11238,0.04459,0.04568,0.01606,0.00414,0.00191
"SWE",2022,33,0.10824,0.03672,0.04645,0.018,0.00475,0.00231
"SWE",2022,34,0.09825,0.03092,0.04218,0.01739,0.00466,0.0031
"SWE",2022,35,0.08559,0.02473,0.03539,0.01721,0.00504,0.00321
"SWE",2022,36,0.07152,0.01966,0.02807,0.01539,0.00502,0.00339
"SWE",2022,37,0.06042,0.0157,0.02254,0.01373,0.00496,0.00349
"SWE",2022,38,0.04742,0.01133,0.01734,0.01153,0.00429,0.00293
"SWE",2022,39,0.03777,0.00888,0.01327,0.00919,0.00355,0.0029
"SWE",2022,40,0.02862,0.00765,0.00924,0.00608,0.00314,0.00251
"SWE",2022,41,0.01946,0.00482,0.00596,0.00464,0.00201,0.00202
"SWE",2022,42,0.01315,0.00298,0.00377,0.00296,0.00147,0.00197
"SWE",2022,43,0.00807,0.00232,0.00248,0.00136,0.00083,0.00107
"SWE",2022,44,0.0048,0.00142,0.00116,0.00087,0.00069,0.00067
"SWE",2022,45,0.00248,0.00091,0.00046,0.00043,0.00029,0.00039
"SWE",2022,46,0.00166,0.00072,0.00049,0.00027,7e-05,1e-04
"SWE",2022,47,0.00077,3e-04,0.00016,7e-05,9e-05,0.00016
"SWE",2022,48,0.00053,0.00025,0.00015,3e-05,1e-05,8e-05
"SWE",2022,49,0.00036,2e-04,7e-05,4e-05,2e-05,3e-05
"SWE",2022,50,3e-04,0.00015,3e-05,9e-05,2e-05,1e-05
"SWE",2022,51,0.00014,5e-05,0,1e-05,6e-05,2e-05
"SWE",2022,52,0.00017,0.00012,3e-05,2e-05,0,0
"SWE",2022,53,0,0,0,0,0,0
"SWE",2022,54,2e-05,0,2e-05,0,0,0
"SWE",2022,55,3e-05,0,0,0,0,2e-05
"NOR",1967,12,3e-05,3e-05,0,0,0,0
"NOR",1967,13,0,0,0,0,0,0
"NOR",1967,14,1e-04,1e-04,0,0,0,0
"NOR",1967,15,0.00094,0.00094,0,0,0,0
"NOR",1967,16,0.00753,0.00743,1e-04,0,0,0
"NOR",1967,17,0.02584,0.02482,0.00095,7e-05,0,0
"NOR",1967,18,0.06436,0.05701,0.00711,0.00024,0,0
"NOR",1967,19,0.10227,0.08195,0.01905,0.00127,0,0
"NOR",1967,20,0.14233,0.10192,0.03615,0.00394,0.00031,0
"NOR",1967,21,0.1663,0.10187,0.05406,0.00925,0.00108,3e-05
"NOR",1967,22,0.18633,0.09619,0.06871,0.01813,0.00296,0.00035
"NOR",1967,23,0.19148,0.08859,0.07183,0.02572,0.00486,0.00048
"NOR",1967,24,0.19599,0.07573,0.07974,0.03099,0.00815,0.00138
"NOR",1967,25,0.19097,0.06028,0.07923,0.0382,0.01053,0.00273
"NOR",1967,26,0.17609,0.04782,0.07212,0.04113,0.01164,0.00339
"NOR",1967,27,0.17331,0.03846,0.06742,0.04497,0.0164,0.00606
"NOR",1967,28,0.15253,0.02682,0.05659,0.04463,0.01747,0.00701
"NOR",1967,29,0.14072,0.02284,0.04892,0.04306,0.01689,0.00901
"NOR",1967,30,0.12897,0.01769,0.03949,0.04155,0.02013,0.01011
"NOR",1967,31,0.11508,0.01311,0.0336,0.03874,0.01924,0.01039
"NOR",1967,32,0.10052,0.0116,0.02517,0.03382,0.01947,0.01047
"NOR",1967,33,0.09332,0.01,0.02146,0.03025,0.01957,0.01204
"NOR",1967,34,0.08154,0.00818,0.01651,0.02657,0.0164,0.01389
"NOR",1967,35,0.06995,0.00572,0.01321,0.02383,0.01611,0.01109
"NOR",1967,36,0.06183,0.00497,0.01102,0.01928,0.01428,0.01228
"NOR",1967,37,0.04947,0.00404,0.0078,0.0148,0.01282,0.01002
"NOR",1967,38,0.04498,0.0043,0.00828,0.01166,0.01182,0.00892
"NOR",1967,39,0.03717,0.00317,0.00657,0.00924,0.00888,0.00931
"NOR",1967,40,0.02968,0.00272,0.00544,0.00731,0.00706,0.00716
"NOR",1967,41,0.01975,0.00156,0.00355,0.00493,0.00525,0.00447
"NOR",1967,42,0.01481,0.00114,0.00262,0.00419,0.00258,0.00428
"NOR",1967,43,0.00905,6e-04,0.00193,0.00173,0.00193,0.00286
"NOR",1967,44,0.0053,0.00082,0.00101,0.00105,0.00121,0.00121
"NOR",1967,45,0.00299,0.00027,0.00031,0.00054,0.00088,0.001
"NOR",1967,46,0.0015,0.00011,0.00036,0.00029,0.00037,0.00037
"NOR",1967,47,0.00119,0.00019,0.00023,0.00015,0.00027,0.00035
"NOR",1967,48,0.00024,8e-05,4e-05,4e-05,4e-05,4e-05
"NOR",1967,49,4e-05,0,0,4e-05,0,0
"NOR",1967,50,2e-05,0,0,2e-05,0,0
"NOR",1967,51,1e-05,0,0,1e-05,0,0
"NOR",1967,52,1e-05,0,0,1e-05,0,0
"NOR",1967,53,0,0,0,0,0,0
"NOR",1967,54,0,0,0,0,0,0
"NOR",1967,55,0,0,0,0,0,0
"NOR",1968,12,0,0,0,0,0,0
"NOR",1968,13,0,0,0,0,0,0
"NOR",1968,14,7e-05,7e-05,0,0,0,0
"NOR",1968,15,0.001,0.001,0,0,0,0
"NOR",1968,16,0.00692,0.00675,0.00017,0,0,0
"NOR",1968,17,0.03243,0.03128,0.00114,0,0,0
"NOR",1968,18,0.06562,0.05871,0.00664,0.00027,0,0
"NOR",1968,19,0.10828,0.08888,0.01812,0.00125,3e-05,0
"NOR",1968,20,0.14485,0.10347,0.03698,0.00418,0.00023,0
"NOR",1968,21,0.16481,0.10289,0.05083,0.00996,0.00107,6e-05
"NOR",1968,22,0.18326,0.09839,0.06625,0.01648,0.00191,0.00022
"NOR",1968,23,0.19457,0.09154,0.07408,0.02358,0.0046,0.00077
"NOR",1968,24,0.19209,0.07731,0.07689,0.02951,0.00693,0.00144
"NOR",1968,25,0.19153,0.06473,0.079,0.03607,0.00932,0.00242
"NOR",1968,26,0.18155,0.05294,0.07194,0.04007,0.01343,0.00318
"NOR",1968,27,0.16873,0.03884,0.06637,0.04296,0.01482,0.00575
"NOR",1968,28,0.15706,0.03151,0.05824,0.04337,0.01656,0.00737
"NOR",1968,29,0.13919,0.02434,0.0435,0.0441,0.01986,0.00738
"NOR",1968,30,0.12365,0.01782,0.03718,0.04077,0.01845,0.00943
"NOR",1968,31,0.10971,0.01358,0.0305,0.0384,0.01813,0.0091
"NOR",1968,32,0.10068,0.01081,0.02478,0.03354,0.01964,0.01191
"NOR",1968,33,0.08885,0.0093,0.02212,0.0292,0.01709,0.01114
"NOR",1968,34,0.07414,0.00774,0.01485,0.02454,0.01643,0.01057
"NOR",1968,35,0.06386,0.00664,0.01276,0.01997,0.01365,0.01083
"NOR",1968,36,0.05973,0.00616,0.01159,0.01742,0.01358,0.01098
"NOR",1968,37,0.04843,0.0037,0.00863,0.01388,0.01169,0.01053
"NOR",1968,38,0.04113,0.0039,0.00656,0.01208,0.00929,0.0093
"NOR",1968,39,0.03273,0.00286,0.00534,0.00773,0.00877,0.00803
"NOR",1968,40,0.02697,0.00216,0.00336,0.00653,0.00681,0.00811
"NOR",1968,41,0.01906,0.00152,0.00312,0.00535,0.00433,0.00474
"NOR",1968,42,0.01236,0.00117,0.00178,0.00277,0.00299,0.00365
"NOR",1968,43,0.00948,0.00089,0.00135,0.00173,0.00258,0.00293
"NOR",1968,44,0.00528,0.00068,0.00076,0.00109,0.00117,0.00157
"NOR",1968,45,0.0025,0.00027,0.00035,0.00062,0.00059,0.00066
"NOR",1968,46,0.00176,0.00011,0.00019,0.00031,5e-04,0.00065
"NOR",1968,47,0.00073,0.00011,4e-05,0.00026,0.00011,0.00022
"NOR",1968,48,0.00019,0,0,0,0,0.00019
"NOR",1968,49,8e-05,4e-05,4e-05,0,0,0
"NOR",1968,50,7e-05,2e-05,2e-05,1e-05,0,2e-05
"NOR",1968,51,5e-05,1e-05,1e-05,1e-05,0,2e-05
"NOR",1968,52,3e-05,1e-05,0,1e-05,0,1e-05
"NOR",1968,53,1e-05,0,0,0,0,0
"NOR",1968,54,0,0,0,0,0,0
"NOR",1968,55,0,0,0,0,0,0
"NOR",1969,12,3e-05,3e-05,0,0,0,0
"NOR",1969,13,0,0,0,0,0,0
"NOR",1969,14,2e-04,2e-04,0,0,0,0
"NOR",1969,15,0.00104,0.00104,0,0,0,0
"NOR",1969,16,0.00809,0.00809,0,0,0,0
"NOR",1969,17,0.03278,0.03121,0.00157,0,0,0
"NOR",1969,18,0.07066,0.063,0.00738,0.00028,0,0
"NOR",1969,19,0.10884,0.08792,0.01955,0.00126,7e-05,3e-05
"NOR",1969,20,0.14011,0.10112,0.03524,0.00338,0.00037,0
"NOR",1969,21,0.17007,0.10442,0.05563,0.0094,0.00062,0
"NOR",1969,22,0.17915,0.09535,0.06691,0.01528,0.00144,0.00016
"NOR",1969,23,0.18963,0.08911,0.07364,0.02222,0.00409,0.00058
"NOR",1969,24,0.19374,0.07483,0.08107,0.02989,0.00641,0.00153
"NOR",1969,25,0.18385,0.06273,0.07397,0.03495,0.00999,0.00221
"NOR",1969,26,0.17235,0.05018,0.07005,0.03798,0.01085,0.00329
"NOR",1969,27,0.16946,0.03891,0.06687,0.045,0.0141,0.00458
"NOR",1969,28,0.14391,0.02915,0.0516,0.04049,0.01591,0.00676
"NOR",1969,29,0.13746,0.02377,0.04604,0.04243,0.01819,0.00702
"NOR",1969,30,0.12207,0.01904,0.03646,0.04022,0.01709,0.00925
"NOR",1969,31,0.10933,0.01351,0.0292,0.03634,0.01952,0.01076
"NOR",1969,32,0.09448,0.01052,0.02279,0.03171,0.01789,0.01157
"NOR",1969,33,0.0815,0.00836,0.01816,0.0278,0.01748,0.0097
"NOR",1969,34,0.0733,0.00771,0.01361,0.02265,0.01825,0.01107
"NOR",1969,35,0.06655,0.00484,0.01292,0.02073,0.01557,0.0125
"NOR",1969,36,0.05598,0.00417,0.00854,0.01833,0.01308,0.01186
"NOR",1969,37,0.04604,0.00429,0.0073,0.01184,0.01199,0.01062
"NOR",1969,38,0.04031,0.00352,0.00703,0.01093,0.00934,0.00949
"NOR",1969,39,0.03194,0.00276,0.00514,0.00814,0.00833,0.00757
"NOR",1969,40,0.02332,0.00159,0.0038,0.00549,0.00582,0.00662
"NOR",1969,41,0.01957,0.00143,0.00295,0.00414,0.00534,0.00571
"NOR",1969,42,0.01326,0.0012,0.00174,0.00268,0.00277,0.00487
"NOR",1969,43,0.00837,0.00074,0.00091,0.00221,0.00165,0.00287
"NOR",1969,44,0.00496,0.00068,0.00055,0.00127,0.00064,0.00182
"NOR",1969,45,0.00279,0.00016,0.00032,0.00077,0.00048,0.00105
"NOR",1969,46,0.00102,4e-05,4e-05,0.00016,0.00035,0.00043
"NOR",1969,47,5e-04,0,4e-05,0.00012,0.00015,0.00019
"NOR",1969,48,4e-05,0,0,4e-05,0,0
"NOR",1969,49,8e-05,4e-05,0,4e-05,0,0
"NOR",1969,50,2e-05,2e-05,0,0,0,0
"NOR",1969,51,1e-05,1e-05,0,0,0,0
"NOR",1969,52,1e-05,1e-05,0,0,0,0
"NOR",1969,53,0,0,0,0,0,0
"NOR",1969,54,0,0,0,0,0,0
"NOR",1969,55,0,0,0,0,0,0
"NOR",1970,12,0,0,0,0,0,0
"NOR",1970,13,3e-05,3e-05,0,0,0,0
"NOR",1970,14,0.00026,0.00026,0,0,0,0
"NOR",1970,15,0.00177,0.00174,3e-05,0,0,0
"NOR",1970,16,0.00893,0.00893,0,0,0,0
"NOR",1970,17,0.03285,0.03182,0.00103,0,0,0
"NOR",1970,18,0.07211,0.06488,0.00709,0.00014,0,0
"NOR",1970,19,0.10833,0.08978,0.01744,0.00104,7e-05,0
"NOR",1970,20,0.13926,0.10001,0.03562,0.00332,0.00031,0
"NOR",1970,21,0.15758,0.10068,0.04822,0.00807,0.00054,7e-05
"NOR",1970,22,0.17379,0.09388,0.06349,0.01468,0.00164,1e-04
"NOR",1970,23,0.17663,0.082,0.07097,0.02006,0.00325,0.00035
"NOR",1970,24,0.1806,0.07435,0.0745,0.02546,0.00529,0.00099
"NOR",1970,25,0.17179,0.06008,0.07209,0.0298,0.00814,0.00168
"NOR",1970,26,0.16233,0.0482,0.0695,0.03188,0.01038,0.00237
"NOR",1970,27,0.15134,0.0382,0.05915,0.03885,0.01192,0.00321
"NOR",1970,28,0.13598,0.02695,0.05068,0.04013,0.01349,0.00473
"NOR",1970,29,0.12499,0.02011,0.04486,0.03948,0.01507,0.00546
"NOR",1970,30,0.11327,0.01665,0.03525,0.03587,0.01758,0.00792
"NOR",1970,31,0.1024,0.01323,0.02882,0.03466,0.01783,0.00786
"NOR",1970,32,0.08773,0.0092,0.02098,0.03213,0.0164,0.00903
"NOR",1970,33,0.0753,0.00839,0.01669,0.02447,0.01453,0.01122
"NOR",1970,34,0.06443,0.00698,0.01369,0.02062,0.01461,0.00854
"NOR",1970,35,0.05711,0.00532,0.00994,0.0182,0.0131,0.01055
"NOR",1970,36,0.04823,0.00441,0.00764,0.014,0.01175,0.01042
"NOR",1970,37,0.04096,0.00283,0.00721,0.01117,0.00948,0.01027
"NOR",1970,38,0.03349,0.00326,0.00503,0.0079,0.00884,0.00846
"NOR",1970,39,0.02726,0.00192,0.0045,0.00694,0.00591,0.00799
"NOR",1970,40,0.0194,0.00181,0.00233,0.006,0.00367,0.00558
"NOR",1970,41,0.01343,0.00127,0.00178,0.00291,0.00287,0.00461
"NOR",1970,42,0.00968,6e-04,0.00161,0.00212,0.00231,0.00305
"NOR",1970,43,0.00644,0.00031,0.00094,0.00107,0.00188,0.00224
"NOR",1970,44,0.00421,0.00035,0.00048,0.00109,0.00087,0.00144
"NOR",1970,45,0.00204,0.00025,8e-05,0.00034,0.00047,0.00089
"NOR",1970,46,0.00105,0.00016,0.00012,0.00028,0.00016,0.00032
"NOR",1970,47,2e-04,0,4e-05,4e-05,8e-05,4e-05
"NOR",1970,48,0.00027,4e-05,4e-05,0,4e-05,0.00015
"NOR",1970,49,4e-05,0,0,4e-05,0,0
"NOR",1970,50,5e-05,1e-05,1e-05,0,2e-05,0
"NOR",1970,51,4e-05,1e-05,1e-05,0,1e-05,0
"NOR",1970,52,2e-05,1e-05,1e-05,0,1e-05,0
"NOR",1970,53,1e-05,0,0,0,0,0
"NOR",1970,54,0,0,0,0,0,0
"NOR",1970,55,0,0,0,0,0,0
"NOR",1971,12,0,0,0,0,0,0
"NOR",1971,13,7e-05,7e-05,0,0,0,0
"NOR",1971,14,1e-04,1e-04,0,0,0,0
"NOR",1971,15,0.00155,0.00155,0,0,0,0
"NOR",1971,16,0.00928,0.00914,0.00013,0,0,0
"NOR",1971,17,0.03546,0.03401,0.00138,7e-05,0,0
"NOR",1971,18,0.07415,0.06901,0.00514,0,0,0
"NOR",1971,19,0.1089,0.09152,0.01615,0.00119,4e-05,0
"NOR",1971,20,0.14038,0.10252,0.03402,0.00356,0.00024,3e-05
"NOR",1971,21,0.16127,0.10363,0.05016,0.00707,0.00038,3e-05
"NOR",1971,22,0.17297,0.09755,0.06186,0.01233,0.00112,1e-04
"NOR",1971,23,0.18456,0.08819,0.07386,0.01903,0.00309,0.00039
"NOR",1971,24,0.17968,0.07489,0.07468,0.02509,0.00432,0.00069
"NOR",1971,25,0.16948,0.05971,0.07289,0.02985,0.00577,0.00125
"NOR",1971,26,0.16586,0.05119,0.07192,0.0309,0.00937,0.00248
"NOR",1971,27,0.14942,0.03882,0.06064,0.03735,0.0101,0.00252
"NOR",1971,28,0.13608,0.02668,0.05354,0.03812,0.01352,0.00422
"NOR",1971,29,0.12233,0.02122,0.0435,0.03646,0.01473,0.00642
"NOR",1971,30,0.10575,0.01554,0.03296,0.0347,0.01574,0.00681
"NOR",1971,31,0.10059,0.01344,0.03036,0.0332,0.01576,0.00784
"NOR",1971,32,0.08303,0.01084,0.02124,0.02785,0.01518,0.00791
"NOR",1971,33,0.07108,0.00917,0.01526,0.02409,0.01369,0.00888
"NOR",1971,34,0.06295,0.00659,0.01292,0.01941,0.01448,0.00956
"NOR",1971,35,0.05546,0.0049,0.01066,0.01711,0.01435,0.00843
"NOR",1971,36,0.04731,0.00383,0.00841,0.01529,0.01135,0.00842
"NOR",1971,37,0.03936,0.00383,0.00647,0.01094,0.00868,0.00944
"NOR",1971,38,0.03218,0.00211,0.00459,0.00938,0.00872,0.00738
"NOR",1971,39,0.02664,0.00193,0.0043,0.00608,0.00761,0.00673
"NOR",1971,40,0.01832,0.0015,0.00249,0.00427,0.00479,0.00526
"NOR",1971,41,0.01397,0.00095,0.00214,0.003,0.00296,0.00491
"NOR",1971,42,0.00931,0.00071,0.00127,0.00212,0.00193,0.00329
"NOR",1971,43,0.00558,0.00055,0.00088,0.00069,0.00102,0.00245
"NOR",1971,44,0.00354,0.00027,0.00063,0.00022,0.00067,0.00175
"NOR",1971,45,0.00148,0.00022,0.00013,3e-04,0.00052,3e-04
"NOR",1971,46,0.00081,9e-05,9e-05,9e-05,9e-05,0.00047
"NOR",1971,47,0.00012,0,8e-05,0,0,4e-05
"NOR",1971,48,2e-04,4e-05,0,4e-05,0,0.00012
"NOR",1971,49,0,0,0,0,0,0
"NOR",1971,50,0,0,0,0,0,0
"NOR",1971,51,0,0,0,0,0,0
"NOR",1971,52,0,0,0,0,0,0
"NOR",1971,53,0,0,0,0,0,0
"NOR",1971,54,0,0,0,0,0,0
"NOR",1971,55,0,0,0,0,0,0
"NOR",1972,12,0,0,0,0,0,0
"NOR",1972,13,0,0,0,0,0,0
"NOR",1972,14,2e-04,2e-04,0,0,0,0
"NOR",1972,15,0.00149,0.00149,0,0,0,0
"NOR",1972,16,0.01112,0.01102,1e-04,0,0,0
"NOR",1972,17,0.03835,0.03722,0.00113,0,0,0
"NOR",1972,18,0.07473,0.06878,0.00588,7e-05,0,0
"NOR",1972,19,0.10892,0.09055,0.01759,0.00077,0,0
"NOR",1972,20,0.13181,0.09769,0.03135,0.00266,0.00011,0
"NOR",1972,21,0.15521,0.0972,0.05126,0.00618,0.00056,0
"NOR",1972,22,0.16381,0.0909,0.06097,0.01026,0.00154,0.00014
"NOR",1972,23,0.17803,0.08712,0.071,0.01722,0.00245,0.00024
"NOR",1972,24,0.17255,0.07371,0.07345,0.02109,0.00378,0.00053
"NOR",1972,25,0.17107,0.06267,0.07352,0.02785,0.00609,0.00095
"NOR",1972,26,0.16074,0.04987,0.07145,0.02982,0.00751,0.00209
"NOR",1972,27,0.14709,0.03782,0.06327,0.03409,0.00906,0.00284
"NOR",1972,28,0.13647,0.03095,0.05648,0.03389,0.01151,0.00363
"NOR",1972,29,0.11699,0.02113,0.04473,0.03444,0.01243,0.00426
"NOR",1972,30,0.1036,0.01563,0.03543,0.03313,0.01441,0.00501
"NOR",1972,31,0.08712,0.01163,0.02615,0.03021,0.01347,0.00565
"NOR",1972,32,0.08199,0.00843,0.02243,0.02711,0.01533,0.00869
"NOR",1972,33,0.06524,0.00736,0.01646,0.02176,0.01291,0.00675
"NOR",1972,34,0.05578,0.0054,0.01283,0.01912,0.0116,0.00684
"NOR",1972,35,0.04731,0.0043,0.00871,0.01499,0.01043,0.00888
"NOR",1972,36,0.04203,0.00389,0.00768,0.01275,0.01046,0.00726
"NOR",1972,37,0.03602,0.0024,0.00612,0.01039,0.00885,0.00827
"NOR",1972,38,0.02707,0.00269,0.00399,0.00598,0.00642,0.00799
"NOR",1972,39,0.02224,0.0016,0.00299,0.00521,0.00511,0.00733
"NOR",1972,40,0.01746,0.00114,0.00262,0.00425,0.0044,0.00505
"NOR",1972,41,0.01151,0.00099,0.00174,0.00268,0.0024,0.00372
"NOR",1972,42,0.00692,0.00057,0.00086,0.00119,0.00153,0.00277
"NOR",1972,43,0.00536,0.00061,0.00089,0.00122,0.00085,0.00179
"NOR",1972,44,0.00277,0.00023,0.00028,6e-04,0.00051,0.00116
"NOR",1972,45,0.00161,0.00022,0.00013,0.00027,0.00031,0.00067
"NOR",1972,46,0.00091,0.00017,4e-05,0.00013,0.00026,0.00031
"NOR",1972,47,0.00026,0,4e-05,4e-05,4e-05,0.00013
"NOR",1972,48,2e-04,4e-05,4e-05,8e-05,0,4e-05
"NOR",1972,49,4e-05,0,0,0,4e-05,0
"NOR",1972,50,0,0,0,0,0,0
"NOR",1972,51,0,0,0,0,0,0
"NOR",1972,52,0,0,0,0,0,0
"NOR",1972,53,0,0,0,0,0,0
"NOR",1972,54,0,0,0,0,0,0
"NOR",1972,55,0,0,0,0,0,0
"NOR",1973,12,0,0,0,0,0,0
"NOR",1973,13,0,0,0,0,0,0
"NOR",1973,14,1e-04,1e-04,0,0,0,0
"NOR",1973,15,0.00139,0.00136,3e-05,0,0,0
"NOR",1973,16,0.01021,0.01008,0.00013,0,0,0
"NOR",1973,17,0.03671,0.03595,0.00076,0,0,0
"NOR",1973,18,0.07061,0.06551,0.00503,7e-05,0,0
"NOR",1973,19,0.10211,0.08551,0.01595,0.00064,0,0
"NOR",1973,20,0.12208,0.09044,0.02964,0.00197,3e-05,0
"NOR",1973,21,0.13926,0.08737,0.04631,0.00519,0.00039,0
"NOR",1973,22,0.15732,0.08799,0.05924,0.00894,0.00112,3e-05
"NOR",1973,23,0.16483,0.0817,0.06703,0.01434,0.00151,0.00024
"NOR",1973,24,0.16524,0.06889,0.07354,0.01918,0.00306,0.00058
"NOR",1973,25,0.15931,0.05998,0.06711,0.02631,0.00496,0.00095
"NOR",1973,26,0.1539,0.05231,0.06898,0.02527,0.00602,0.00132
"NOR",1973,27,0.13942,0.03899,0.05931,0.0315,0.00728,0.00234
"NOR",1973,28,0.12486,0.02765,0.05248,0.03199,0.00923,0.0035
"NOR",1973,29,0.11312,0.02134,0.04497,0.03221,0.01116,0.00344
